zcta,POVPIP,has_pap,has_ssip,has_hins4,has_snap,American Indian and Alaska Native,Asian,Black or African American,Native Hawaiian,Pacific Islander,White,Hispanic or Latino,Veteran,Elderly,DIS,English less than very well,HH Income,WGTP
96701,149,0,0,0,1,0,865,0,0,0,865,0,865,865,0,865,132373,16
96701,150,0,0,0,0,0,3395,3395,0,0,3395,0,3395,0,0,0,58369,32
96701,151,0,1,0,0,0,1424,0,1424,0,1424,1424,1424,1424,1424,0,63164,21
96701,152,0,0,0,0,0,6296,0,0,0,0,0,0,6296,0,6296,22201,44
96701,154,0,0,0,0,0,5949,0,0,0,0,0,0,0,0,0,52116,43
96701,158,0,0,1,0,898,898,898,898,0,898,898,0,0,898,0,32312,17
96701,159,0,0,0,0,0,0,0,0,0,493,493,493,0,0,0,36481,12
96701,163,0,0,1,0,12071,12071,0,0,0,12071,12071,0,0,0,12071,83698,61
96701,163,0,0,1,1,0,1922,0,0,0,0,0,0,1922,0,1922,31374,24
96701,164,1,0,1,1,277,0,277,277,0,277,0,277,0,277,0,31165,9
96701,168,0,0,0,0,0,518,0,0,518,0,0,0,518,0,0,23556,13
96701,169,0,0,0,0,0,0,0,0,0,9109,0,9109,0,0,0,34188,53
96701,169,0,0,0,0,0,543,0,0,0,0,0,0,543,543,543,30331,13
96701,169,0,0,0,0,0,7784,0,0,0,0,0,0,7784,0,0,24182,49
96701,172,0,0,0,0,0,0,5779,0,0,0,0,5779,0,0,0,52116,42
96701,175,0,0,0,0,0,0,0,0,2439,0,0,0,0,0,0,52793,27
96701,176,0,0,0,0,0,10538,0,0,0,0,0,10538,0,0,0,26058,57
96701,178,0,0,0,0,0,1826,0,0,0,1826,0,0,1826,1826,0,42735,24
96701,178,0,0,0,0,0,2020,0,0,0,0,0,0,0,0,0,28142,25
96701,179,0,0,0,0,0,0,0,0,0,4001,4001,4001,0,0,0,61913,35
96701,179,0,0,1,0,0,833,833,0,0,0,833,0,0,0,0,41276,16
96701,180,0,0,0,0,0,0,0,0,0,5529,0,0,0,0,0,26996,41
96701,180,0,0,0,0,0,898,0,898,0,898,0,0,898,898,0,42631,17
96701,181,0,0,0,0,0,770,0,0,0,0,0,0,770,0,770,25276,15
96701,184,0,0,0,0,0,1036,0,1036,0,0,0,1036,1036,1036,0,33771,18
96701,185,0,0,0,0,0,0,0,0,0,1641,0,1641,0,0,0,62539,22
96701,185,1,0,1,1,0,801,0,0,0,801,0,0,0,801,0,37836,16
96701,188,0,0,0,0,0,833,0,0,0,0,0,0,0,0,0,45549,16
96701,188,0,0,0,0,0,1826,0,0,0,1826,0,0,1826,1826,0,32937,24
96701,190,0,0,0,0,0,6653,0,6653,0,0,6653,6653,6653,0,6653,37523,45
96701,191,0,0,0,0,0,0,0,0,0,4001,0,4001,0,0,0,57327,35
96701,193,0,0,0,0,0,569,0,0,0,569,0,0,569,0,0,35439,13
96701,194,0,1,1,0,493,0,0,0,0,493,0,0,493,493,0,39087,12
96701,195,0,0,0,1,0,709,0,0,0,0,0,0,709,0,0,29289,15
96701,197,0,0,1,0,0,931,931,0,0,0,0,0,0,0,0,39191,17
96701,200,1,0,1,0,0,0,0,0,0,28268,28268,28268,0,0,0,70252,93
96701,201,0,0,0,0,0,0,0,0,0,1732,0,1732,0,0,0,47634,23
96701,203,0,1,0,0,0,596,0,0,0,0,0,596,596,596,0,29185,14
96701,206,0,0,0,0,0,2277,0,2277,0,0,0,0,0,0,0,41692,26
96701,207,0,0,0,0,0,865,0,0,0,0,0,0,865,0,0,30227,16
96701,209,0,0,1,0,0,569,0,0,0,0,569,0,569,0,569,63518,13
96701,214,0,0,0,0,0,1641,0,0,0,0,0,0,1641,1641,1641,86303,22
96701,215,0,0,0,0,0,0,0,0,0,14101,0,14101,0,0,0,62539,66
96701,217,0,0,0,0,0,3932,0,0,0,3932,3932,3932,0,0,0,86512,35
96701,217,0,0,1,0,0,6653,0,0,0,0,0,0,6653,0,0,30227,45
96701,218,0,0,0,0,0,0,0,0,0,103221,103221,103221,0,0,0,44194,178
96701,218,0,0,0,0,0,1072,0,0,0,0,0,0,1072,1072,0,37211,18
96701,220,1,0,0,1,966,0,966,0,0,966,0,0,0,0,966,87241,17
96701,222,0,0,1,0,0,1971,0,1971,0,1971,0,1971,1971,0,0,77965,25
96701,224,0,0,0,0,0,0,3658,0,0,3658,3658,3658,0,3658,3658,64623,34
96701,225,0,0,0,0,0,1641,0,0,0,0,0,0,1641,0,0,31478,22
96701,227,0,0,0,0,0,680,0,0,0,0,0,0,680,680,680,67750,14
96701,227,0,1,1,0,0,1641,0,0,0,0,0,0,1641,0,0,42214,22
96701,229,0,0,0,0,0,0,0,0,0,2439,2439,2439,0,0,0,67959,27
96701,229,0,0,1,0,0,2606,0,0,0,0,0,0,2606,0,2606,51907,28
96701,230,0,0,1,0,0,43762,0,0,0,43762,0,0,43762,43762,0,86199,116
96701,231,0,0,0,0,0,1826,0,0,0,1826,0,0,1826,1826,0,52355,24
96701,231,0,0,1,0,0,865,0,865,0,865,0,0,865,865,0,69209,16
96701,231,0,0,1,0,0,1341,0,1341,0,1341,1341,1341,1341,1341,0,52949,20
96701,233,0,0,0,0,0,1922,0,1922,0,1922,0,0,0,0,0,36481,24
96701,234,0,0,0,0,0,3726,0,0,0,0,0,3726,0,0,0,46591,34
96701,234,0,0,1,0,0,1036,0,1036,1036,0,0,0,1036,1036,0,53575,18
96701,235,0,0,1,0,0,709,0,709,709,0,709,709,0,709,0,67438,15
96701,238,0,0,0,0,0,569,0,0,0,569,0,0,569,0,0,36929,13
96701,238,0,0,1,1,0,0,0,0,0,9538,0,0,0,0,0,64832,54
96701,240,0,0,0,0,0,0,0,0,0,0,3330,3330,0,3330,0,37523,32
96701,240,0,0,0,0,0,468,0,0,0,0,0,0,0,0,0,36481,12
96701,242,0,0,0,0,0,2494,0,2494,0,2494,2494,0,0,0,0,47529,28
96701,243,0,0,0,0,0,569,0,0,0,0,0,0,569,569,569,43464,13
96701,245,0,0,0,0,0,652,0,0,0,0,0,0,652,0,0,37523,14
96701,246,0,0,0,0,1922,1922,0,1922,0,1922,0,0,1922,1922,0,43777,24
96701,246,0,0,1,0,0,0,0,0,3267,0,0,0,3267,3267,3267,43777,32
96701,248,0,0,0,0,0,0,377,0,0,377,0,0,377,0,0,50552,11
96701,248,0,0,0,0,0,0,10882,0,0,0,0,10882,0,0,0,47946,58
96701,249,0,0,0,0,0,680,0,0,0,0,0,680,680,680,0,36272,14
96701,250,0,0,1,0,0,2277,0,0,0,0,0,0,0,2277,2277,74004,26
96701,251,0,0,1,0,0,2606,0,0,0,0,0,0,0,2606,0,58369,28
96701,253,0,0,0,0,0,1036,0,0,0,0,0,0,0,0,0,73837,18
96701,256,0,0,0,0,0,1922,0,0,0,0,0,0,0,0,1922,61872,24
96701,260,0,0,0,0,0,865,0,0,0,865,0,0,865,0,0,37940,16
96701,260,0,0,0,0,0,2020,0,0,0,2020,0,0,2020,0,0,37940,25
96701,261,0,0,0,0,0,296,0,296,0,0,296,0,296,0,0,47946,10
96701,264,0,0,1,0,0,2550,0,0,0,0,0,0,2550,2550,2550,48467,28
96701,265,0,0,0,0,0,596,0,0,0,0,0,0,596,596,0,47529,14
96701,265,0,0,1,1,0,2173,0,2173,0,2173,0,2173,0,0,0,86720,26
96701,266,0,0,1,0,0,0,0,0,0,1108,0,1108,0,1108,0,115697,18
96701,267,0,0,0,0,0,0,0,0,0,2550,0,2550,0,0,0,41692,28
96701,268,1,1,1,1,0,5695,0,0,0,0,5695,0,5695,5695,5695,116113,42
96701,269,0,0,0,0,0,2070,0,2070,0,0,0,0,2070,0,0,41692,25
96701,271,0,0,0,0,0,569,569,0,0,0,0,569,569,569,569,46904,13
96701,272,0,0,1,1,0,0,149,149,0,0,0,149,149,149,0,37836,7
96701,273,0,0,0,0,0,1826,0,0,0,0,0,0,1826,1826,0,49948,24
96701,274,0,0,0,0,0,1778,0,0,0,0,0,0,1778,0,0,50135,23
96701,277,0,0,0,0,0,801,0,0,0,0,0,0,801,0,0,48989,16
96701,277,0,0,1,0,0,2663,0,2663,0,2663,2663,0,2663,0,0,98603,29
96701,278,0,0,0,0,0,2494,0,0,0,2494,0,0,0,0,0,55242,28
96701,282,0,0,0,0,0,865,0,0,0,0,0,865,865,865,0,63268,16
96701,286,0,0,0,0,0,0,0,0,0,1146,0,0,1146,1146,0,39816,19
96701,287,0,0,0,0,0,10767,0,0,0,10767,10767,0,0,0,0,55347,58
96701,288,0,1,0,0,0,623,0,0,0,0,0,0,623,0,623,40859,14
96701,294,0,0,0,0,0,6208,0,0,0,0,0,0,6208,0,6208,51177,44
96701,297,0,0,0,0,0,2121,0,0,0,0,0,0,0,0,0,46904,26
96701,300,0,0,0,0,0,0,0,0,0,1146,0,0,1146,1146,0,41692,19
96701,302,0,0,0,0,0,931,0,0,0,0,0,931,0,0,0,46602,17
96701,306,0,0,0,0,0,0,0,0,0,5365,0,5365,0,0,0,46904,41
96701,309,0,0,0,0,0,33125,33125,0,0,0,0,0,0,0,0,62539,101
96701,310,0,0,0,0,0,0,1971,0,0,0,0,1971,0,0,0,94433,25
96701,315,0,0,0,0,0,3460,0,0,0,0,0,0,3460,0,0,42735,33
96701,317,0,0,1,0,0,3862,0,3862,0,3862,0,0,3862,3862,0,61496,34
96701,318,0,0,0,0,0,5365,0,0,0,0,0,0,5365,0,0,45757,41
96701,319,1,1,1,1,0,898,0,0,0,0,0,898,898,898,0,55972,17
96701,320,0,0,0,0,0,0,0,0,0,3395,0,3395,0,0,0,125077,32
96701,320,0,1,1,1,10767,0,10767,0,10767,10767,0,10767,10767,0,0,191889,58
96701,322,0,0,0,0,0,10767,0,0,0,10767,10767,10767,0,0,0,104231,58
96701,326,0,0,0,0,0,2439,0,0,0,2439,0,0,0,2439,0,76089,27
96701,327,0,0,0,0,0,0,0,0,0,21459,0,21459,0,0,0,97977,81
96701,329,0,0,1,0,0,2020,0,0,0,0,0,0,2020,0,0,47894,25
96701,330,0,0,0,0,0,0,0,0,0,1732,0,1732,0,0,0,52116,23
96701,330,0,0,0,0,0,0,0,0,0,2779,0,2779,0,0,0,116739,29
96701,330,0,0,0,0,0,1686,0,0,0,0,0,0,1686,0,1686,56389,23
96701,333,0,0,0,0,0,966,0,0,0,0,0,0,966,0,966,121117,17
96701,335,0,0,1,0,0,0,0,0,0,208,208,0,208,208,208,47634,8
96701,336,0,0,0,0,4001,0,0,0,0,0,0,4001,0,4001,0,74004,35
96701,338,0,0,0,0,0,5446,0,5446,0,5446,0,5446,5446,0,0,46383,41
96701,338,0,0,0,0,0,7493,0,0,0,0,0,0,0,0,0,52116,48
96701,345,0,0,0,0,0,1778,0,0,0,0,0,0,1778,0,0,47112,23
96701,345,0,0,0,0,0,2897,0,2897,0,2897,0,0,0,0,0,125077,30
96701,347,0,0,0,0,0,931,0,931,0,931,931,0,931,0,0,148112,17
96701,348,0,1,1,0,0,1072,0,0,0,1072,1072,1072,1072,1072,0,78903,18
96701,349,0,0,0,0,0,0,833,0,0,0,0,833,0,0,0,119866,16
96701,349,1,0,0,0,0,623,0,0,0,0,0,0,0,623,623,106733,14
96701,350,0,0,0,0,0,0,24834,0,0,0,0,24834,0,0,0,52116,87
96701,355,1,1,1,0,0,931,0,0,0,0,0,931,0,0,931,143735,17
96701,358,0,0,0,1,0,16006,0,0,0,16006,16006,0,0,0,16006,86512,70
96701,363,0,0,0,0,0,2606,0,2606,0,0,0,0,2606,0,0,113403,28
96701,368,0,0,0,0,0,9109,0,0,0,9109,9109,9109,0,0,0,136022,53
96701,369,0,0,0,0,0,5284,0,0,0,0,0,0,5284,5284,0,53471,40
96701,370,0,0,0,0,0,1072,0,0,0,0,0,1072,0,0,0,71919,18
96701,370,0,0,0,0,0,2121,0,0,0,0,0,0,2121,0,0,53887,26
96701,380,0,0,0,0,0,0,0,0,0,1509,0,0,1509,0,0,52845,22
96701,380,1,0,0,0,0,1922,0,0,0,0,0,0,0,0,1922,75463,24
96701,383,0,0,1,0,0,1072,0,0,0,0,0,1072,1072,0,1072,282362,18
96701,384,0,0,0,0,0,3932,0,0,0,3932,0,3932,3932,0,3932,65666,35
96701,384,0,0,0,0,0,4966,0,0,0,4966,4966,4966,4966,0,4966,145402,39
96701,384,0,0,0,0,0,5365,0,0,0,0,0,0,5365,0,0,57536,41
96701,384,0,0,0,0,1301,0,0,0,0,1301,0,0,0,1301,0,87554,20
96701,385,0,0,1,0,0,739,0,0,0,0,0,0,739,0,739,150927,15
96701,386,0,0,0,0,0,0,0,0,0,2779,2779,2779,0,0,0,118302,29
96701,387,0,0,0,0,0,865,0,0,0,0,0,865,865,0,0,66604,16
96701,388,0,0,0,0,0,2384,0,0,0,0,0,0,2384,0,0,56493,27
96701,389,0,0,0,0,0,898,0,0,0,0,0,0,898,898,0,87710,17
96701,392,0,0,0,0,0,22947,0,0,0,22947,0,0,0,0,0,118823,84
96701,393,0,0,0,0,0,0,0,0,0,6296,0,6296,0,0,0,95580,44
96701,394,0,0,0,0,0,1641,1641,0,0,0,0,1641,0,0,1641,135500,22
96701,395,0,0,1,0,0,898,0,0,0,0,0,898,898,898,0,171408,17
96701,400,0,0,0,0,0,0,0,0,0,1424,1424,1424,0,0,0,78173,21
96701,400,0,0,0,0,0,1036,0,0,0,0,0,0,0,0,0,141754,18
96701,402,0,0,0,0,0,5695,0,0,0,0,0,0,5695,0,0,70043,42
96701,403,0,0,0,0,0,1466,0,0,0,0,0,1466,1466,0,0,72128,21
96701,403,0,0,0,1,0,596,0,596,0,596,596,596,596,0,0,268187,14
96701,404,0,0,0,0,0,709,0,0,0,0,0,0,0,0,0,79080,15
96701,407,0,0,0,0,0,1466,0,0,0,1466,0,1466,0,0,0,80258,21
96701,410,0,0,0,0,0,0,0,0,0,3330,0,3330,0,0,0,99020,32
96701,412,0,0,0,0,0,2070,0,0,0,0,0,0,2070,2070,0,56910,25
96701,419,0,0,0,0,0,1108,1108,0,0,0,0,1108,0,0,0,64623,18
96701,421,0,0,0,0,0,770,0,0,0,0,0,0,770,0,0,95486,15
96701,421,0,0,0,0,0,1382,0,0,0,0,0,0,0,1382,0,85178,21
96701,426,0,0,0,0,0,0,0,0,0,5695,0,5695,0,0,0,83385,42
96701,429,0,0,0,0,0,739,0,739,739,739,0,0,0,0,0,154262,15
96701,429,0,0,0,0,0,2838,0,0,0,0,0,2838,2838,2838,0,81196,30
96701,435,0,0,0,0,0,17441,0,17441,0,17441,0,0,17441,17441,17441,273815,73
96701,440,0,0,0,0,0,28642,0,0,0,0,0,0,0,0,28642,103189,94
96701,444,0,0,0,0,0,898,0,0,0,0,0,898,898,0,0,77339,17
96701,445,0,0,1,1,0,1000,0,0,0,0,0,0,0,1000,1000,266081,18
96701,447,0,0,0,0,0,399,0,0,0,0,0,0,399,0,399,70252,11
96701,447,0,0,1,0,0,898,0,0,0,0,0,0,0,0,0,117781,17
96701,448,0,0,0,0,0,709,0,0,0,0,0,0,0,0,0,129247,15
96701,448,0,0,0,0,0,2957,0,0,0,0,0,2957,0,0,0,151135,30
96701,450,0,0,0,0,0,739,0,0,0,0,0,739,739,739,739,446213,15
96701,451,0,0,1,0,0,0,0,22612,0,0,0,0,22612,0,0,85886,83
96701,454,0,0,0,0,0,652,0,0,0,0,0,0,652,0,0,141546,14
96701,455,0,0,0,0,0,652,0,0,0,652,0,0,0,0,0,67750,14
96701,455,0,0,0,0,0,833,0,0,0,0,0,0,833,0,0,79216,16
96701,458,0,0,0,0,0,0,0,0,0,0,3395,3395,0,0,0,88909,32
96701,458,0,0,1,1,0,6296,0,0,0,6296,6296,0,0,6296,0,89639,44
96701,458,0,1,0,0,0,739,0,0,0,0,0,739,739,739,0,81926,15
96701,460,0,0,0,0,0,1552,0,0,0,1552,0,0,0,0,0,140712,22
96701,461,0,0,0,0,0,0,0,445,0,445,0,445,0,0,0,96935,12
96701,462,0,0,0,0,0,8690,0,0,0,0,8690,0,0,0,0,141546,52
96701,462,0,0,1,1,0,0,0,0,19864,0,0,19864,0,0,0,266519,78
96701,463,0,0,0,0,0,0,0,0,0,3794,3794,0,3794,0,3794,213257,34
96701,464,0,0,0,0,0,2173,0,0,0,0,0,0,0,0,0,156347,26
96701,465,0,0,0,0,0,1072,0,0,0,0,0,0,0,0,0,162601,18
96701,465,0,1,0,0,0,6208,0,0,6208,6208,0,0,6208,6208,0,82759,44
96701,467,0,0,0,0,0,739,0,739,0,739,739,0,739,0,0,197309,15
96701,470,0,0,0,0,0,0,0,0,13578,0,0,13578,0,13578,0,93808,65
96701,470,0,0,0,0,0,9109,0,0,0,0,0,9109,9109,0,0,103814,53
96701,472,0,0,0,0,0,770,0,0,0,0,0,0,770,0,0,68793,15
96701,475,0,0,0,0,0,2225,0,0,0,0,0,0,0,0,0,75046,26
96701,476,0,0,0,0,0,7686,0,0,0,0,0,0,7686,7686,7686,176672,49
96701,476,0,0,1,0,0,1873,0,0,0,0,0,1873,1873,1873,1873,171773,24
96701,478,0,0,0,0,0,0,0,0,0,4734,0,0,0,0,0,70773,38
96701,478,0,0,0,0,0,5045,0,0,0,5045,0,0,0,0,0,141546,39
96701,478,0,0,0,0,0,5611,0,0,0,0,0,0,5611,0,5611,147800,42
96701,478,0,0,1,0,0,1341,0,0,0,0,0,0,1341,1341,0,178423,20
96701,486,0,0,0,0,0,0,0,0,3330,3330,0,3330,0,0,0,149572,32
96701,489,0,0,1,0,0,0,0,0,0,4434,0,0,4434,4434,4434,200019,37
96701,494,0,1,1,0,0,2121,0,0,0,0,0,2121,2121,2121,2121,332966,26
96701,496,0,0,0,0,0,518,0,0,0,0,0,0,518,0,518,111736,13
96701,496,0,0,0,0,0,9109,0,0,0,0,0,0,9109,0,0,182092,53
96701,496,0,0,0,0,543,0,0,0,0,543,543,543,0,0,0,229308,13
96701,499,0,0,0,0,0,543,0,543,0,0,0,0,543,543,0,68480,13
96701,499,0,0,0,0,0,596,0,0,0,0,0,0,596,596,596,99020,14
96701,499,0,0,0,0,0,1000,0,0,0,0,0,1000,1000,0,0,91619,18
96701,501,0,0,0,0,0,0,0,0,0,335,0,335,0,0,0,217843,10
96701,501,0,0,0,0,0,0,0,0,0,445,0,0,445,445,0,183447,12
96701,501,0,0,0,0,0,0,0,0,0,518,0,518,518,518,0,492492,13
96701,501,0,0,0,0,0,0,0,0,0,966,0,966,0,0,0,166770,17
96701,501,0,0,0,0,0,0,0,0,0,1108,1108,0,0,0,0,130289,18
96701,501,0,0,0,0,0,0,0,0,0,1108,1108,1108,0,1108,0,159474,18
96701,501,0,0,0,0,0,0,0,0,0,1382,0,1382,1382,1382,0,292889,21
96701,501,0,0,0,0,0,0,0,0,0,1424,0,1424,0,0,0,112465,21
96701,501,0,0,0,0,0,0,0,0,0,1686,0,0,0,0,0,117823,23
96701,501,0,0,0,0,0,0,0,0,0,1778,0,1778,0,0,0,185531,23
96701,501,0,0,0,0,0,0,0,0,0,1826,0,1826,0,0,0,171981,24
96701,501,0,0,0,0,0,0,0,0,0,2330,0,2330,0,0,0,171981,27
96701,501,0,0,0,0,0,0,0,0,0,2384,0,2384,0,0,0,166770,27
96701,501,0,0,0,0,0,0,0,0,0,3018,0,3018,0,3018,0,116739,30
96701,501,0,0,0,0,0,0,0,0,0,3395,0,0,0,0,0,117823,32
96701,501,0,0,0,0,0,0,0,0,0,3862,3862,0,0,0,0,156347,34
96701,501,0,0,0,0,0,0,0,0,0,4143,4143,4143,0,0,4143,156347,36
96701,501,0,0,0,0,0,0,0,0,0,4811,0,0,0,0,0,244943,38
96701,501,0,0,0,0,0,0,0,0,0,5611,0,5611,5611,0,0,122993,42
96701,501,0,0,0,0,0,0,0,0,0,7493,0,0,0,0,0,244943,48
96701,501,0,0,0,0,0,0,0,0,0,8587,0,8587,0,0,0,244943,51
96701,501,0,0,0,0,0,0,0,0,0,18785,0,18785,18785,0,0,187616,76
96701,501,0,0,0,0,0,0,0,0,0,21950,0,21950,0,0,0,140712,82
96701,501,0,0,0,0,0,0,0,0,0,44930,0,0,44930,0,0,118823,118
96701,501,0,0,0,0,0,0,0,0,865,865,0,865,0,0,0,168854,16
96701,501,0,0,0,0,0,0,0,0,1184,0,0,1184,0,0,0,85470,19
96701,501,0,0,0,0,0,0,0,931,0,931,0,0,0,0,0,257451,17
96701,501,0,0,0,0,0,0,0,1686,0,1686,0,1686,0,0,0,138732,23
96701,501,0,0,0,0,0,0,0,2070,0,0,0,0,2070,0,0,76297,25
96701,501,0,0,0,0,0,0,0,3141,0,3141,3141,0,0,0,0,87554,31
96701,501,0,0,0,0,0,0,569,569,0,569,0,0,569,0,0,146653,13
96701,501,0,0,0,0,0,0,1341,0,0,0,0,1341,0,0,0,114654,20
96701,501,0,0,0,0,0,0,1424,0,0,1424,0,1424,0,1424,0,124035,21
96701,501,0,0,0,0,0,0,1732,0,0,1732,1732,1732,0,0,0,138419,23
96701,501,0,0,0,0,0,0,4215,0,0,0,0,4215,0,0,0,111632,36
96701,501,0,0,0,0,0,0,18032,0,0,0,0,18032,0,0,0,181362,75
96701,501,0,0,0,0,0,208,0,208,0,208,208,208,208,208,0,121117,8
96701,501,0,0,0,0,0,399,0,0,0,399,0,0,399,0,0,104231,11
96701,501,0,0,0,0,0,422,0,422,0,422,0,0,0,0,0,79216,11
96701,501,0,0,0,0,0,493,0,0,0,493,0,0,493,0,0,139670,12
96701,501,0,0,0,0,0,518,0,0,0,0,0,0,0,0,518,207420,13
96701,501,0,0,0,0,0,518,0,0,0,518,0,518,0,0,0,231393,13
96701,501,0,0,0,0,0,543,0,0,0,0,0,543,543,543,0,104023,13
96701,501,0,0,0,0,0,543,0,0,0,543,543,543,543,0,543,205231,13
96701,501,0,0,0,0,0,569,0,0,0,0,0,0,569,0,0,107358,13
96701,501,0,0,0,0,0,569,0,0,0,0,0,0,569,0,0,171043,13
