Data Month,county,Net New Enrollments Alternative Verification Process,Net New Enrollments Verified by School,Net New Enrollments Lifeline,Net New Enrollments National Verifier Application,Net New Enrollments Total,Total Alternative Verification Process,Total Verified by School,Total Lifeline,Total National Verifier Application,Total Subscribers
2023-07-01,15003,220,0,222,574,1016,12224,3,6071,14368,32666
2023-08-01,15003,330,0,540,723,1593,12554,3,6611,15091,34259
2023-09-23,15003,297,0,697,-20,974,12851,3,7308,15071,35233
2023-10-01,15003,242,0,888,678,1808,13093,3,8196,15752,37044
2023-11-01,15003,-38,0,615,624,1201,13055,3,8811,16372,38241
2023-12-01,15003,55,0,126,664,845,13110,3,8937,17036,39086
2023-05-01,15005,0,0,0,1,1,0,0,0,1,1
2023-06-01,15005,0,0,0,0,0,0,0,0,1,1
2023-07-01,15005,0,0,0,0,0,0,0,0,1,1
2023-08-01,15005,0,0,0,0,0,0,0,0,1,1
2023-09-23,15005,0,0,0,0,0,0,0,0,1,1
2023-10-01,15005,0,0,0,0,0,0,0,0,1,1
2023-11-01,15005,0,0,0,0,0,0,0,0,1,1
2023-12-01,15005,0,0,0,0,0,0,0,0,1,1
2022-01-01,15007,1,0,-17,31,15,58,1,222,344,625
2022-02-01,15007,14,0,20,38,72,72,1,242,382,697
2022-03-01,15007,21,0,18,41,80,93,1,260,423,777
2022-04-01,15007,19,0,-37,18,0,112,1,223,441,777
2022-05-01,15007,26,0,-10,32,48,138,1,213,473,825
2022-06-01,15007,33,0,14,39,86,171,1,227,512,911
2022-07-01,15007,26,-1,6,32,63,197,0,233,544,974
2022-08-01,15007,30,0,6,49,85,227,0,239,593,1059
2022-09-01,15007,28,0,3,31,62,255,0,242,624,1121
2022-10-01,15007,17,0,9,39,65,272,0,251,663,1186
2022-11-01,15007,22,0,-9,26,39,294,0,242,689,1225
2022-12-01,15007,22,0,4,10,36,316,0,246,699,1261
2023-01-01,15007,14,0,12,34,60,330,0,258,733,1321
2023-02-01,15007,14,0,4,19,37,344,0,262,752,1358
2023-03-01,15007,20,0,-1,68,87,364,0,261,820,1445
2023-04-01,15007,24,0,14,45,83,388,0,275,865,1528
2023-05-01,15007,11,0,-10,54,55,399,0,265,919,1583
2023-06-01,15007,26,0,-8,26,44,425,0,257,945,1627
2023-07-01,15007,3,0,-10,35,28,428,0,247,980,1655
2023-08-01,15007,7,0,4,41,52,435,0,251,1021,1707
2023-09-23,15007,27,0,33,-10,50,462,0,284,1011,1757
2023-10-01,15007,8,0,51,45,104,470,0,335,1056,1861
2023-11-01,15007,3,0,26,71,100,473,0,361,1127,1961
2023-12-01,15007,0,0,-14,68,54,473,0,347,1195,2015
2022-01-01,15009,18,0,-6,150,162,252,1,628,875,1756
2022-02-01,15009,44,0,29,113,186,296,1,657,988,1942
2022-03-01,15009,58,0,40,92,190,354,1,697,1080,2132
2022-04-01,15009,69,0,-66,63,66,423,1,631,1143,2198
2022-05-01,15009,121,0,39,67,227,544,1,670,1210,2425
2022-06-01,15009,168,0,26,81,275,712,1,696,1291,2700
2022-07-01,15009,171,-1,-13,157,314,883,0,683,1448,3014
2022-08-01,15009,130,0,35,136,301,1013,0,718,1584,3315
2022-09-01,15009,115,0,78,71,264,1128,0,796,1655,3579
2022-10-01,15009,79,0,72,89,240,1207,0,868,1744,3819
2022-11-01,15009,82,0,8,25,115,1289,0,876,1769,3934
2022-12-01,15009,108,0,-69,86,125,1397,0,807,1855,4059
2023-01-01,15009,82,0,-4,110,188,1479,0,803,1965,4247
2023-02-01,15009,77,0,35,81,193,1556,0,838,2046,4440
2023-03-01,15009,108,0,-13,125,220,1664,0,825,2171,4660
2023-04-01,15009,105,0,26,95,226,1769,0,851,2266,4886
2023-05-01,15009,80,0,-11,40,109,1849,0,840,2306,4995
2023-06-01,15009,89,0,-63,90,116,1938,0,777,2396,5111
2023-07-01,15009,38,0,-10,87,115,1976,0,767,2483,5226
2023-08-01,15009,-67,0,22,98,53,1909,0,789,2581,5279
2023-09-23,15009,113,0,23,967,1103,2022,0,812,3548,6382
2023-10-01,15009,55,0,43,392,490,2077,0,855,3940,6872
2023-11-01,15009,0,0,42,288,330,2077,0,897,4228,7202
2023-12-01,15009,-57,0,197,19,159,2020,0,1094,4247,7361
2022-01-01,16001,1,1,55,98,154,11,3,2007,1557,3578
2022-02-01,16001,3,0,117,129,250,14,3,2123,1685,3827
2022-03-01,16001,1,0,146,124,273,15,3,2270,1810,4100
2022-04-01,16001,-1,0,-192,116,-76,14,3,2079,1927,4023
2022-05-01,16001,2,0,49,185,236,16,3,2128,2111,4259
2022-06-01,16001,0,0,-38,267,230,16,3,2090,2379,4487
2022-07-01,16001,-1,-1,-46,213,165,15,2,2045,2592,4654
2022-08-01,16001,2,0,-84,223,140,17,2,1960,2815,4794
2022-09-01,16001,1,0,38,222,260,18,2,1997,3038,5054
2022-10-01,16001,0,0,13,252,266,18,2,2010,3289,5320
2022-11-01,16001,0,0,-10,178,168,18,2,2000,3467,5487
2022-12-01,16001,-1,0,16,288,303,17,2,2017,3755,5791
2023-01-01,16001,1,0,100,317,417,18,2,2116,4073,6209
2023-02-01,16001,1,0,33,283,316,19,2,2148,4355,6525
2023-03-01,16001,-4,0,17,472,484,15,2,2165,4827,7009
2023-04-01,16001,0,0,-1,480,479,15,2,2164,5308,7488
2023-05-01,16001,0,0,-11,469,457,15,2,2153,5776,7947
2023-06-01,16001,-1,0,53,541,593,14,2,2206,6317,8539
2023-07-01,16001,-2,0,121,618,738,12,2,2327,6934,9276
2023-08-01,16001,-1,0,64,706,770,11,2,2391,7641,10045
2023-09-23,16001,0,0,-22,414,392,11,2,2369,8055,10437
2023-10-01,16001,0,-1,-39,477,437,11,1,2330,8533,10874
2023-11-01,16001,1,0,-66,422,357,12,1,2265,8952,11230
2023-12-01,16001,-2,0,-108,334,224,10,1,2157,9287,11454
2022-01-01,16003,0,0,2,0,2,0,0,17,1,18
2022-02-01,16003,0,0,1,0,1,0,0,18,1,19
2022-03-01,16003,0,0,0,0,0,0,0,18,1,19
2022-04-01,16003,0,0,-1,0,-1,0,0,17,1,18
2022-05-01,16003,0,0,3,1,4,0,0,20,2,22
2022-06-01,16003,0,0,2,3,5,0,0,22,5,27
2022-07-01,16003,0,0,0,3,3,0,0,22,8,29
2022-08-01,16003,1,0,1,2,4,1,0,23,10,33
2022-09-01,16003,-1,0,2,-1,0,0,0,25,9,33
2022-10-01,16003,0,0,3,0,3,0,0,28,9,36
2022-11-01,16003,0,0,-3,3,0,0,0,25,12,37
2022-12-01,16003,0,0,-1,8,7,0,0,24,20,44
2023-01-01,16003,0,0,2,7,9,0,0,26,27,52
2023-02-01,16003,0,0,3,6,9,0,0,29,33,61
2023-03-01,16003,0,0,-1,5,4,0,0,28,38,66
2023-04-01,16003,0,0,-2,2,0,0,0,26,40,66
2023-05-01,16003,0,0,1,1,2,0,0,27,41,68
2023-06-01,16003,0,0,-1,5,4,0,0,26,46,72
2023-07-01,16003,0,0,-1,2,1,0,0,25,47,73
2023-08-01,16003,0,0,-2,-1,-3,0,0,23,47,70
2023-09-23,16003,0,0,-1,-3,-4,0,0,22,44,66
2023-10-01,16003,0,0,-3,5,2,0,0,19,49,68
2023-11-01,16003,0,0,0,5,5,0,0,19,54,73
2023-12-01,16003,0,0,-3,2,-1,0,0,16,55,72
2022-01-01,16005,1,0,-12,31,20,8,0,739,474,1220
2022-02-01,16005,1,0,66,54,121,9,0,805,527,1340
2022-03-01,16005,0,0,90,35,124,9,0,894,561,1464
2022-04-01,16005,-1,0,-45,60,15,8,0,850,621,1480
2022-05-01,16005,1,0,33,112,147,9,0,884,734,1626
2022-06-01,16005,-1,0,11,64,73,8,0,895,797,1700
2022-07-01,16005,0,0,-18,39,21,8,0,877,836,1721
2022-08-01,16005,-1,0,-20,37,16,7,0,857,873,1736
2022-09-01,16005,1,0,0,73,74,8,0,857,947,1812
2022-10-01,16005,0,0,42,77,119,8,0,899,1023,1931
2022-11-01,16005,1,0,30,43,74,9,0,929,1067,2005
2022-12-01,16005,0,0,10,87,97,9,0,939,1153,2101
2023-01-01,16005,3,0,31,79,114,12,0,971,1233,2216
2023-02-01,16005,-1,0,-1,77,76,11,0,971,1310,2291
2023-03-01,16005,-1,0,-12,67,55,10,0,958,1377,2345
2023-04-01,16005,-2,0,-10,84,72,8,0,949,1461,2417
2023-05-01,16005,0,0,-4,125,121,8,0,944,1586,2537
2023-06-01,16005,2,0,-33,105,72,10,0,910,1690,2610
2023-07-01,16005,-2,0,-8,88,78,8,0,903,1777,2688
2023-08-01,16005,0,0,-2,155,153,8,0,902,1932,2842
2023-09-23,16005,0,0,-27,113,86,8,0,875,2045,2928
2023-10-01,16005,1,0,-13,211,200,9,0,862,2257,3128
2023-11-01,16005,2,0,-26,117,92,11,0,836,2373,3220
2023-12-01,16005,-2,0,-31,116,82,9,0,805,2489,3303
2022-01-01,16007,0,0,4,2,6,0,0,17,13,30
2022-02-01,16007,0,0,1,0,1,0,0,18,13,31
2022-03-01,16007,0,0,1,-1,0,0,0,19,12,31
2022-04-01,16007,0,0,0,0,0,0,0,19,13,32
2022-05-01,16007,0,0,4,1,5,0,0,23,14,37
2022-06-01,16007,0,0,-1,1,0,0,0,21,15,36
2022-07-01,16007,0,0,0,1,1,0,0,21,15,36
2022-08-01,16007,0,0,0,1,1,0,0,21,16,37
2022-09-01,16007,0,0,-2,1,-1,0,0,19,17,36
2022-10-01,16007,0,0,3,-2,1,0,0,22,16,37
2022-11-01,16007,0,0,3,5,8,0,0,25,21,45
2022-12-01,16007,0,0,0,1,1,0,0,25,22,47
2023-01-01,16007,0,0,0,6,6,0,0,24,28,52
2023-02-01,16007,0,0,-1,5,4,0,0,23,33,56
2023-03-01,16007,1,0,1,1,3,1,0,24,34,59
2023-04-01,16007,0,0,0,-2,-2,0,0,24,32,56
2023-05-01,16007,0,0,0,4,4,0,0,24,36,60
2023-06-01,16007,0,0,1,0,1,0,0,25,36,61
2023-07-01,16007,0,0,-2,5,3,0,0,23,41,64
2023-08-01,16007,0,0,-1,0,-1,0,0,22,41,63
2023-09-23,16007,0,0,-1,3,2,0,0,21,45,65
2023-10-01,16007,0,0,0,-1,-1,0,0,21,44,65
2023-11-01,16007,0,0,-2,13,11,0,0,19,57,76
2023-12-01,16007,0,0,-1,3,2,0,0,18,60,78
2022-01-01,16009,0,0,2,8,10,26,1,26,37,90
2022-02-01,16009,-5,0,6,4,4,21,1,31,41,94
2022-03-01,16009,0,0,2,17,19,21,1,33,59,114
2022-04-01,16009,0,0,-6,8,2,21,1,27,67,116
2022-05-01,16009,0,0,8,7,14,21,1,34,74,129
2022-06-01,16009,0,0,-5,17,12,21,1,30,89,141
2022-07-01,16009,0,0,1,8,8,21,1,30,97,149
2022-08-01,16009,0,0,3,8,11,21,1,33,105,160
2022-09-01,16009,0,0,0,17,17,21,1,33,122,177
2022-10-01,16009,-4,0,7,11,14,17,1,41,133,191
2022-11-01,16009,-1,0,3,10,12,16,1,43,143,203
2022-12-01,16009,0,0,-1,9,8,16,1,42,151,211
2023-01-01,16009,0,0,2,22,24,16,1,44,174,235
2023-02-01,16009,0,0,3,8,10,16,1,47,181,245
2023-03-01,16009,0,0,-4,20,15,16,1,43,201,259
2023-04-01,16009,0,0,1,10,11,16,1,44,210,270
2023-05-01,16009,0,0,-1,6,5,16,1,43,215,275
2023-06-01,16009,0,0,0,7,7,16,1,43,221,281
2023-07-01,16009,0,0,3,6,8,16,1,46,227,290
2023-08-01,16009,0,0,0,14,13,16,1,46,241,303
2023-09-23,16009,-1,0,0,-1,-2,15,1,46,240,301
2023-10-01,16009,0,0,-7,27,21,15,1,39,267,322
2023-11-01,16009,-2,0,0,14,12,13,1,39,280,333
2023-12-01,16009,0,0,7,8,14,13,1,46,288,347
2022-01-01,16011,0,0,3,7,10,3,0,289,260,552
2022-02-01,16011,0,0,16,-16,0,3,0,305,245,552
2022-03-01,16011,0,0,13,22,36,3,0,319,267,588
2022-04-01,16011,1,0,-27,18,-9,4,0,291,285,579
2022-05-01,16011,1,0,17,34,52,5,0,308,319,631
2022-06-01,16011,0,0,8,32,40,5,0,316,351,671
2022-07-01,16011,1,0,-14,4,-9,6,0,302,355,662
2022-08-01,16011,-1,0,4,11,14,5,0,306,366,676
2022-09-01,16011,0,0,-6,37,31,5,0,300,401,706
2022-10-01,16011,0,0,15,16,31,5,0,315,418,738
2022-11-01,16011,1,0,4,8,13,6,0,319,425,751
2022-12-01,16011,1,0,14,16,31,7,0,333,442,783
2023-01-01,16011,1,0,5,40,46,8,0,338,481,828
2023-02-01,16011,-3,0,-10,30,16,5,0,327,511,844
2023-03-01,16011,1,0,-5,20,15,6,0,322,531,860
2023-04-01,16011,0,0,-2,20,18,6,0,320,551,878
2023-05-01,16011,0,0,0,53,53,6,0,321,604,932
2023-06-01,16011,-2,0,5,39,43,4,0,328,644,977
2023-07-01,16011,0,0,-7,41,34,4,0,318,685,1008
2023-08-01,16011,0,0,-3,48,45,4,0,315,733,1053
2023-09-23,16011,-1,0,-6,31,24,3,0,309,764,1076
2023-10-01,16011,1,0,-9,72,64,4,0,300,838,1141
2023-11-01,16011,-1,0,-9,53,43,3,0,291,889,1182
2023-12-01,16011,1,0,-11,60,50,4,0,280,949,1232
2022-01-01,16013,3,0,1,1,5,61,0,24,11,96
2022-02-01,16013,7,0,1,0,8,68,0,26,11,105
2022-03-01,16013,7,0,0,2,9,75,0,26,13,114
2022-04-01,16013,13,0,1,1,15,88,0,27,15,129
2022-05-01,16013,9,0,-1,0,7,97,0,25,14,137
2022-06-01,16013,15,0,0,2,17,112,0,25,17,154
2022-07-01,16013,7,0,-2,2,8,119,0,23,19,161
2022-08-01,16013,12,0,3,-1,14,131,0,26,18,175
2022-09-01,16013,11,0,-4,1,9,142,0,22,19,183
2022-10-01,16013,11,0,1,3,15,153,0,23,22,198
2022-11-01,16013,13,0,-1,0,12,166,0,22,22,210
2022-12-01,16013,10,0,-2,0,8,176,0,20,22,218
2023-01-01,16013,-7,0,-1,0,-8,169,0,19,22,211
2023-02-01,16013,13,0,2,3,18,182,0,21,25,228
2023-03-01,16013,13,0,2,2,18,195,0,23,28,246
2023-04-01,16013,16,0,-1,1,16,211,0,22,29,262
2023-05-01,16013,28,0,1,2,31,239,0,23,31,293
2023-06-01,16013,22,0,-2,3,23,261,0,21,34,316
2023-07-01,16013,18,0,0,0,18,279,0,21,34,334
2023-08-01,16013,18,0,1,2,21,297,0,22,36,355
2023-09-23,16013,31,0,1,6,38,328,0,23,42,393
2023-10-01,16013,37,0,-4,6,39,365,0,19,48,432
2023-11-01,16013,27,0,0,1,28,392,0,19,49,460
2023-12-01,16013,36,0,1,-1,36,428,0,20,49,497
2022-01-01,16015,0,0,0,0,1,0,0,24,12,35
2022-02-01,16015,0,0,3,0,3,0,0,27,12,38
2022-03-01,16015,0,0,-1,2,2,0,0,26,14,40
2022-04-01,16015,0,0,-3,1,-2,0,0,23,15,38
2022-05-01,16015,0,0,-1,2,1,0,0,22,17,39
2022-06-01,16015,0,0,0,4,3,0,0,22,20,42
2022-07-01,16015,0,0,3,3,7,0,0,24,23,48
2022-08-01,16015,0,0,1,2,3,0,0,25,25,51
2022-09-01,16015,0,0,3,-1,2,0,0,29,24,54
2022-10-01,16015,0,0,-1,3,2,0,0,28,27,55
2022-11-01,16015,0,0,1,5,6,0,0,29,32,61
2022-12-01,16015,0,0,1,2,4,0,0,30,34,64
2023-01-01,16015,0,0,-2,7,5,0,0,29,41,70
2023-02-01,16015,0,0,2,4,6,0,0,31,45,76
2023-03-01,16015,0,0,-2,0,-3,0,0,28,45,73
2023-04-01,16015,0,0,-2,2,0,0,0,26,47,73
2023-05-01,16015,0,0,-1,6,5,0,0,25,53,78
2023-06-01,16015,0,0,0,13,13,0,0,25,70,97
2023-07-01,16015,0,0,1,0,1,0,0,26,64,91
2023-08-01,16015,0,0,1,3,4,0,0,27,67,95
2023-09-23,16015,0,0,-3,2,-1,0,0,24,69,94
2023-10-01,16015,0,0,1,2,3,0,0,25,79,104
2023-11-01,16015,0,0,1,5,6,0,0,27,76,102
2023-12-01,16015,0,0,1,4,5,0,0,28,80,108
2022-01-01,16017,1,0,4,13,18,4,0,172,135,312
2022-02-01,16017,0,0,22,8,31,4,0,195,144,342
2022-03-01,16017,0,0,13,8,21,4,0,207,151,362
2022-04-01,16017,2,0,-27,12,-15,5,0,180,164,350
2022-05-01,16017,0,0,-2,19,17,5,0,178,183,367
2022-06-01,16017,0,0,-8,15,7,5,0,170,199,374
2022-07-01,16017,0,0,6,23,31,5,0,177,222,404
2022-08-01,16017,0,0,-12,20,8,6,0,165,242,412
2022-09-01,16017,-1,0,7,16,21,5,0,171,257,433
2022-10-01,16017,0,0,11,18,29,6,0,182,275,461
2022-11-01,16017,0,0,9,12,21,6,0,191,286,482
2022-12-01,16017,0,0,-8,29,21,6,0,183,315,502
2023-01-01,16017,2,0,2,43,46,8,0,185,356,547
2023-02-01,16017,0,0,3,36,39,8,0,188,390,586
2023-03-01,16017,1,0,5,39,45,9,0,193,429,631
2023-04-01,16017,1,0,5,41,47,9,0,198,470,676
2023-05-01,16017,0,0,5,38,43,9,0,202,507,719
2023-06-01,16017,0,0,-8,23,16,9,0,195,531,735
2023-07-01,16017,1,0,-8,28,21,10,0,187,558,755
2023-08-01,16017,1,0,1,30,32,12,0,188,587,787
2023-09-23,16017,-1,0,2,1,1,11,0,190,587,788
2023-10-01,16017,0,0,-6,46,40,11,0,184,633,828
2023-11-01,16017,0,0,-8,46,38,11,0,176,679,865
2023-12-01,16017,0,0,-12,61,49,11,0,163,740,914
2022-01-01,16019,0,0,15,35,50,11,0,758,564,1335
2022-02-01,16019,-1,0,71,44,113,10,0,829,607,1448
2022-03-01,16019,1,0,78,21,100,11,0,906,628,1547
2022-04-01,16019,-2,0,-64,53,-13,9,0,843,682,1535
2022-05-01,16019,1,0,33,21,55,10,0,876,702,1590
2022-06-01,16019,1,0,-18,39,22,11,0,858,741,1612
2022-07-01,16019,0,0,2,83,85,11,0,860,824,1697
2022-08-01,16019,0,0,-21,53,32,11,0,839,877,1728
2022-09-01,16019,2,0,8,54,64,13,0,847,933,1792
2022-10-01,16019,-1,0,22,63,84,12,0,868,996,1876
2022-11-01,16019,-1,0,-1,30,28,11,0,867,1025,1904
2022-12-01,16019,2,0,0,85,87,13,0,868,1109,1990
2023-01-01,16019,0,0,33,84,118,13,0,901,1194,2108
2023-02-01,16019,0,0,19,83,102,13,0,920,1277,2210
2023-03-01,16019,-1,0,10,85,94,12,0,929,1361,2302
2023-04-01,16019,-1,0,6,70,75,11,0,935,1431,2377
2023-05-01,16019,-1,0,-27,109,81,10,0,907,1541,2458
2023-06-01,16019,2,0,-4,96,93,12,0,904,1636,2551
2023-07-01,16019,-2,0,-12,60,46,10,0,892,1694,2598
2023-08-01,16019,0,0,-14,65,51,10,0,879,1759,2649
2023-09-23,16019,-2,0,-28,49,19,8,0,851,1808,2667
2023-10-01,16019,-2,0,-29,143,112,6,0,822,1949,2778
2023-11-01,16019,3,0,-22,108,89,9,0,800,2057,2867
2023-12-01,16019,-3,0,-60,102,39,6,0,740,2160,2906
2022-01-01,16021,0,0,1,1,2,0,0,39,22,61
2022-02-01,16021,0,0,7,3,10,0,0,46,25,71
2022-03-01,16021,0,0,9,-3,6,0,0,55,22,77
2022-04-01,16021,0,0,-6,-1,-7,0,0,49,21,70
2022-05-01,16021,0,0,-2,3,1,0,0,47,24,71
2022-06-01,16021,0,0,-1,4,3,0,0,46,28,74
2022-07-01,16021,0,0,2,3,5,0,0,48,31,80
2022-08-01,16021,0,0,-3,3,0,0,0,45,34,80
2022-09-01,16021,0,0,4,7,11,0,0,49,41,91
2022-10-01,16021,0,0,3,5,8,0,0,52,46,99
2022-11-01,16021,0,0,12,-2,10,0,0,64,44,109
2022-12-01,16021,0,0,5,6,11,0,0,69,50,120
2023-01-01,16021,0,0,0,4,4,0,0,69,54,124
2023-02-01,16021,0,0,-2,9,7,0,0,67,64,131
2023-03-01,16021,0,0,-2,6,4,0,0,65,70,135
2023-04-01,16021,0,0,2,2,4,0,0,67,72,139
2023-05-01,16021,0,0,1,3,4,0,0,68,75,143
2023-06-01,16021,0,0,-1,10,9,0,0,67,85,152
2023-07-01,16021,0,0,1,4,5,0,0,68,89,157
2023-08-01,16021,0,0,-1,2,1,0,0,67,91,158
2023-09-23,16021,0,0,-2,6,4,0,0,65,97,162
2023-10-01,16021,0,0,-2,7,5,0,0,63,104,167
2023-11-01,16021,0,0,1,14,15,0,0,64,118,182
2023-12-01,16021,0,0,-1,15,14,0,0,63,133,196
2022-01-01,16023,0,0,-1,6,5,0,0,19,21,40
2022-02-01,16023,0,0,1,1,2,0,0,20,23,43
2022-03-01,16023,0,0,0,2,2,0,0,20,24,44
2022-04-01,16023,0,0,0,5,5,0,0,20,29,49
2022-05-01,16023,0,0,1,2,3,0,0,20,31,52
2022-06-01,16023,0,0,1,0,1,0,0,22,31,53
2022-07-01,16023,0,0,2,-2,0,0,0,24,29,53
2022-08-01,16023,0,0,1,2,3,0,0,25,31,56
2022-09-01,16023,0,0,-1,7,6,0,0,24,38,62
2022-10-01,16023,0,0,4,1,5,0,0,28,39,67
2022-11-01,16023,0,0,-4,3,-1,0,0,24,42,66
2022-12-01,16023,0,0,0,-1,-1,0,0,24,41,65
2023-01-01,16023,0,0,2,3,5,0,0,26,44,70
2023-02-01,16023,0,0,0,0,0,0,0,26,44,70
2023-03-01,16023,0,0,-1,5,4,0,0,25,49,73
2023-04-01,16023,0,0,1,4,5,0,0,26,53,78
2023-05-01,16023,0,0,0,7,7,0,0,26,60,85
2023-06-01,16023,0,0,4,3,7,0,0,30,62,92
2023-07-01,16023,0,0,-2,7,5,0,0,28,69,97
2023-08-01,16023,0,0,-3,8,5,0,0,25,77,102
2023-09-23,16023,0,0,3,0,3,0,0,28,78,106
2023-10-01,16023,0,0,-4,1,-3,0,0,24,78,103
2023-11-01,16023,0,0,-1,2,1,0,0,24,80,104
2023-12-01,16023,0,0,1,3,4,0,0,25,84,108
2022-01-01,16025,0,0,0,0,0,0,0,4,1,6
2022-02-01,16025,0,0,0,0,0,0,0,5,1,6
2022-03-01,16025,0,0,0,0,0,0,0,5,1,6
2022-04-01,16025,0,0,0,0,0,0,0,5,1,6
2022-05-01,16025,0,0,-1,1,0,0,0,4,2,6
2022-06-01,16025,0,0,0,1,1,0,0,4,4,7
2022-07-01,16025,0,0,0,0,0,0,0,4,4,7
2022-08-01,16025,0,0,0,2,2,0,0,4,6,9
2022-09-01,16025,0,0,1,0,1,0,0,5,6,10
2022-10-01,16025,0,0,0,0,0,0,0,5,6,11
2022-11-01,16025,0,0,0,1,1,0,0,5,7,12
2022-12-01,16025,0,0,-1,1,0,0,0,4,8,12
2023-01-01,16025,0,0,0,1,1,0,0,4,9,13
2023-02-01,16025,0,0,0,1,1,0,0,4,10,14
2023-03-01,16025,0,0,-1,2,1,0,0,3,12,15
2023-04-01,16025,0,0,0,1,1,0,0,3,13,16
2023-05-01,16025,0,0,0,0,0,0,0,3,13,16
2023-06-01,16025,0,0,0,0,0,0,0,3,14,16
2023-07-01,16025,0,0,0,0,0,0,0,3,14,16
2023-08-01,16025,0,0,0,-1,-1,0,0,3,13,15
2023-09-23,16025,0,0,0,1,1,0,0,3,14,16
2023-10-01,16025,0,0,0,1,1,0,0,3,15,17
2023-11-01,16025,0,0,0,0,0,0,0,3,15,17
2023-12-01,16025,0,0,0,-1,-1,0,0,3,14,16
2022-01-01,16027,0,0,17,71,88,14,0,1536,1079,2630
2022-02-01,16027,-1,1,124,89,212,13,1,1663,1168,2844
2022-03-01,16027,0,0,101,88,188,13,1,1763,1256,3031
2022-04-01,16027,1,0,-142,93,-49,14,1,1619,1347,2982
2022-05-01,16027,-2,0,26,112,136,12,1,1645,1461,3119
2022-06-01,16027,2,0,39,98,139,14,1,1685,1559,3258
2022-07-01,16027,1,0,12,147,161,15,1,1697,1707,3419
2022-08-01,16027,-1,-1,-46,136,89,14,0,1651,1843,3509
2022-09-01,16027,1,0,15,148,165,15,0,1666,1991,3673
2022-10-01,16027,-2,0,34,180,211,13,0,1700,2173,3886
2022-11-01,16027,1,0,55,67,123,14,0,1755,2239,4008
2022-12-01,16027,-1,0,29,162,191,13,0,1783,2403,4199
2023-01-01,16027,2,0,93,179,273,15,0,1875,2581,4470
2023-02-01,16027,1,0,68,435,506,16,0,1944,3015,4976
2023-03-01,16027,-4,0,-7,756,745,12,0,1936,3771,5721
2023-04-01,16027,1,0,33,768,804,13,0,1970,4540,6523
2023-05-01,16027,-4,0,64,651,711,9,0,2033,5192,7235
2023-06-01,16027,1,0,5,414,420,10,0,2040,5605,7656
2023-07-01,16027,0,0,-26,236,211,10,0,2014,5844,7866
2023-08-01,16027,0,0,-1,207,205,10,0,2012,6050,8072
2023-09-23,16027,-1,0,-73,128,56,9,0,1942,6178,8128
2023-10-01,16027,1,0,-67,300,235,10,0,1874,6478,8362
2023-11-01,16027,1,0,-55,241,188,11,0,1819,6721,8551
2023-12-01,16027,-1,0,-79,200,120,10,0,1741,6922,8671
2022-01-01,16029,0,0,3,0,3,0,0,23,9,32
2022-02-01,16029,0,0,2,2,4,0,0,25,11,36
2022-03-01,16029,0,0,3,0,3,0,0,28,11,39
2022-04-01,16029,0,0,-3,1,-2,0,0,25,12,37
2022-05-01,16029,0,0,0,1,1,0,0,25,13,38
2022-06-01,16029,0,0,-1,0,-1,0,0,24,13,37
2022-07-01,16029,0,0,1,0,1,0,0,25,13,38
2022-08-01,16029,0,0,1,1,2,0,0,26,14,40
2022-09-01,16029,0,0,-2,2,0,0,0,24,16,40
2022-10-01,16029,0,0,0,2,2,0,0,24,17,42
2022-11-01,16029,0,0,1,0,1,0,0,25,17,43
2022-12-01,16029,0,0,1,3,4,0,0,26,20,46
2023-01-01,16029,0,0,-2,5,3,0,0,24,25,49
2023-02-01,16029,0,0,5,3,8,0,0,29,28,57
2023-03-01,16029,0,0,-6,7,1,0,0,23,35,58
2023-04-01,16029,0,0,5,3,8,0,0,28,38,66
2023-05-01,16029,0,0,-2,7,5,0,0,26,45,71
2023-06-01,16029,0,0,1,1,2,0,0,27,46,73
2023-07-01,16029,0,0,0,-1,-1,0,0,27,45,72
2023-08-01,16029,0,0,-2,3,1,0,0,25,48,73
2023-09-23,16029,0,0,-4,2,-2,0,0,21,49,71
2023-10-01,16029,0,0,0,5,5,0,0,21,54,75
2023-11-01,16029,0,0,1,4,5,0,0,22,58,80
2023-12-01,16029,0,0,2,6,8,0,0,24,64,88
2022-01-01,16031,0,0,-1,8,7,2,1,140,75,217
2022-02-01,16031,0,0,6,20,25,2,1,146,95,242
2022-03-01,16031,1,0,18,15,34,3,1,164,110,277
2022-04-01,16031,0,0,-23,12,-10,3,1,141,121,267
2022-05-01,16031,0,0,0,22,22,3,1,141,144,289
2022-06-01,16031,0,0,8,5,13,3,1,149,148,302
2022-07-01,16031,0,-1,1,21,21,3,0,150,169,323
2022-08-01,16031,0,0,-1,22,21,3,0,149,190,343
2022-09-01,16031,-1,0,0,18,17,2,0,149,209,360
2022-10-01,16031,1,0,6,9,16,3,0,155,218,376
2022-11-01,16031,0,0,0,12,13,3,0,155,230,389
2022-12-01,16031,-1,0,3,21,23,2,0,159,250,410
2023-01-01,16031,1,0,12,30,43,3,0,171,282,453
2023-02-01,16031,-1,0,-10,30,20,2,0,162,311,473
2023-03-01,16031,0,0,-11,40,30,2,0,150,351,502
2023-04-01,16031,1,0,4,18,23,3,0,154,368,525
2023-05-01,16031,0,0,-4,33,29,3,0,150,401,554
2023-06-01,16031,0,0,-7,19,12,3,0,143,420,566
2023-07-01,16031,1,0,5,7,13,4,0,148,426,578
