puma22,cd118,stab,PUMA22name,pop20,afact
1211101,1221,FL,St. Lucie County (North),105460,1 
1211102,1221,FL,St. Lucie County (Southeast),104116,1 
1211103,1221,FL,St. Lucie County (Southwest),119650,1 
1211300,1201,FL,Santa Rosa County,188000,1 
1211501,1217,FL,Sarasota County (North),130579,1 
1211502,1217,FL,Sarasota County (Central & Gulf Coast),145821,1 
1211503,1217,FL,Sarasota County (East),157606,1 
1211701,1207,FL,Seminole County (West),120891,1 
1211702,1207,FL,Seminole County (North Central),114488,1 
1211703,1207,FL,Seminole County (South Central),113467,1 
1211704,1207,FL,Seminole County (East),122010,1 
1211900,1211,FL,Sumter County,129752,1 
1212701,1206,FL,"Volusia County (Central & Northwest)--DeLand, DeBary Cities & Pierson Town",82300,0.6422 
1212701,1207,FL,"Volusia County (Central & Northwest)--DeLand, DeBary Cities & Pierson Town",45861,0.3578 
1212702,1206,FL,"Volusia County (Northeast)--Daytona Beach, Ormond Beach & Holly Hill Cities",148119,0.9922 
1212702,1207,FL,"Volusia County (Northeast)--Daytona Beach, Ormond Beach & Holly Hill Cities",1164,0.0078 
1212703,1206,FL,"Volusia County--Port Orange, Edgewater, New Smyrna Beach (East) & Oak Hill Cities PUM",23661,0.1677 
1212703,1207,FL,"Volusia County--Port Orange, Edgewater, New Smyrna Beach (East) & Oak Hill Cities PUM",117406,0.8323 
1212704,1206,FL,Volusia County (Southwest Central)--Deltona & Lake Helen Cities,1098,0.0081 
1212704,1207,FL,Volusia County (Southwest Central)--Deltona & Lake Helen Cities,133934,0.9919 
1300100,1314,GA,"Northwest Georgia Regional Commission--Walker, Catoosa, Chattooga & Dade Counties PUM",176742,1 
1300200,1314,GA,Northwest Georgia Regional Commission (North Central)--Whitfield County,102864,1 
1300300,1309,GA,Northwest Georgia Regional Commission (Northeast),56672,0.3024 
1300300,1311,GA,Northwest Georgia Regional Commission (Northeast),33216,0.1772 
1300300,1314,GA,Northwest Georgia Regional Commission (Northeast),97517,0.5204 
1300400,1306,GA,Georgia Mountains Regional Commission (North & Northwest),26798,0.1883 
1300400,1309,GA,Georgia Mountains Regional Commission (North & Northwest),115499,0.8117 
1300500,1309,GA,Georgia Mountains Regional Commission (Southeast),140102,1 
1300601,1309,GA,Georgia Mountains Regional Commission--Hall County (West)--Flowery Branch City,102394,1 
1300602,1309,GA,Georgia Mountains Regional Commission--Hall County (East)--Gainesville City,100742,1 
1300701,1306,GA,Atlanta Regional Commission (Northeast)--Forsyth County (North),103318,1 
1300702,1306,GA,Atlanta Regional Commision (Northeast)--Forsyth County (South)--Cumming City,147965,1 
1300801,1306,GA,Atlanta Regional Commission (Northwest)--Cherokee County--Ball Ground City,39355,0.3579 
1300801,1311,GA,Atlanta Regional Commission (Northwest)--Cherokee County--Ball Ground City,70595,0.6421 
1300802,1306,GA,Atlanta Regional Commission (Northwest)--Cherokee County--Woodstock & Canton Cities P,1526,0.0097 
1300802,1311,GA,Atlanta Regional Commission (Northwest)--Cherokee County--Woodstock & Canton Cities P,155144,0.9903 
1300900,1311,GA,Northwest Georgia Regional Commission (East Central)--Bartow County,108901,1 
1301000,1303,GA,"Northwest Georgia Regional Commission (Southwest)--Floyd, Polk & Haralson Counties PU",29919,0.1746 
1301000,1314,GA,"Northwest Georgia Regional Commission (Southwest)--Floyd, Polk & Haralson Counties PU",141437,0.8254 
1301100,1314,GA,Northwest Georgia Regional Commission (Southeast)--Paulding County,168661,1 
1301200,1303,GA,Atlanta Regional Commission (Southwest)--Douglas County,42970,0.2979 
1301200,1313,GA,Atlanta Regional Commission (Southwest)--Douglas County,101267,0.7021 
1301301,1311,GA,Atlanta Regional Commission--Cobb County (Northwest)--Kennesaw & Acworth Cities,136909,1 
1301302,1306,GA,Atlanta Regional Commission (Northwest)--Cobb County (Northeast),134611,0.85 
1301302,1311,GA,Atlanta Regional Commission (Northwest)--Cobb County (Northeast),23751,0.15 
1301303,1306,GA,Atlanta Regional Commission (Northwest)--Cobb County (Central)--Marietta City,31314,0.2046 
1301303,1311,GA,Atlanta Regional Commission (Northwest)--Cobb County (Central)--Marietta City,117568,0.7681 
1301303,1313,GA,Atlanta Regional Commission (Northwest)--Cobb County (Central)--Marietta City,4178,0.0273 
1301304,1311,GA,Atlanta Regional Commission (Northwest)--Cobb County (Southwest)--Powder Springs City,49097,0.3455 
1301304,1313,GA,Atlanta Regional Commission (Northwest)--Cobb County (Southwest)--Powder Springs City,16709,0.1176 
1301304,1314,GA,Atlanta Regional Commission (Northwest)--Cobb County (Southwest)--Powder Springs City,76290,0.5369 
1301305,1311,GA,Atlanta Regional Commission (Northwest)--Cobb County (Southeast)--Smyrna City,69956,0.3981 
1301305,1313,GA,Atlanta Regional Commission (Northwest)--Cobb County (Southeast)--Smyrna City,104142,0.5927 
1301305,1314,GA,Atlanta Regional Commission (Northwest)--Cobb County (Southeast)--Smyrna City,1624,0.0092 
1301401,1306,GA,Atlanta Regional Commission (Central)--Fulton County (Northwest)--Roswell & Milton PU,137016,0.9657 
1301401,1307,GA,Atlanta Regional Commission (Central)--Fulton County (Northwest)--Roswell & Milton PU,4867,0.0343 
1301402,1306,GA,Atlanta Regional Commission--Fulton County (Northeast)--Johns Creek & Alpharetta,54947,0.3895 
1301402,1307,GA,Atlanta Regional Commission--Fulton County (Northeast)--Johns Creek & Alpharetta,86141,0.6105 
1301403,1305,GA,Atlanta Regional Commission (Central)--Fulton County (Central)--Sandy Springs City PU,53240,0.4915 
1301403,1306,GA,Atlanta Regional Commission (Central)--Fulton County (Central)--Sandy Springs City PU,53531,0.4942 
1301403,1307,GA,Atlanta Regional Commission (Central)--Fulton County (Central)--Sandy Springs City PU,1550,0.0143 
1301404,1305,GA,Atlanta Regional Commission--Fulton County (Central)--Atlanta City (North),160790,1 
1301405,1305,GA,Atlanta Regional Commission (Central)--Fulton County (East)--Atlanta City (South) PUM,144940,1 
1301406,1305,GA,Atlanta Regional Commission--Fulton County (Central)--Atlanta City (Southwest),150719,0.9874 
1301406,1313,GA,Atlanta Regional Commission--Fulton County (Central)--Atlanta City (Southwest),1923,0.0126 
1301407,1305,GA,Atlanta Regional Commission (Central)--Fulton County (South)--East Point & Union City,49190,0.4547 
1301407,1313,GA,Atlanta Regional Commission (Central)--Fulton County (South)--East Point & Union City,59000,0.5453 
1301408,1305,GA,Atlanta Regional Commission (Central)--Fulton County (South)--South Fulton & Fairburn,5408,0.0497 
1301408,1313,GA,Atlanta Regional Commission (Central)--Fulton County (South)--South Fulton & Fairburn,103448,0.9503 
1301501,1304,GA,Atlanta Regional Commission--DeKalb County (North)--Brookhaven & Dunwoody Cities,151649,1 
1301502,1304,GA,"Atlanta Regional Commission (Central)--DeKalb County (East)--Tucker, Clarkston Cities",129176,1 
1301503,1304,GA,Atlanta Regional Commission (Central)--DeKalb County (Central),121009,0.973 
1301503,1305,GA,Atlanta Regional Commission (Central)--DeKalb County (Central),3359,0.027 
1301504,1304,GA,Atlanta Regional Commission (Central)--DeKalb County (West)--Atlanta & Decatur Cities,17714,0.158 
1301504,1305,GA,Atlanta Regional Commission (Central)--DeKalb County (West)--Atlanta & Decatur Cities,94380,0.842 
1301505,1304,GA,Atlanta Regional Commission (Central)--DeKalb County (Southwest),53032,0.4486 
1301505,1305,GA,Atlanta Regional Commission (Central)--DeKalb County (Southwest),65192,0.5514 
1301506,1304,GA,Atlanta Regional Commission (Central)--DeKalb County (Southeast)--Stonecrest City PUM,128871,1 
1301601,1307,GA,Atlanta Regional Commission (Northeast)--Gwinnett County (West Central)--Duluth City,151644,0.9664 
1301601,1309,GA,Atlanta Regional Commission (Northeast)--Gwinnett County (West Central)--Duluth City,5272,0.0336 
1301602,1306,GA,Atlanta Regional Commission (Northeast)--Gwinnett County (North)--Sugar Hill City PUM,34755,0.248 
1301602,1307,GA,Atlanta Regional Commission (Northeast)--Gwinnett County (North)--Sugar Hill City PUM,815,0.0058 
1301602,1309,GA,Atlanta Regional Commission (Northeast)--Gwinnett County (North)--Sugar Hill City PUM,104544,0.7461 
1301603,1307,GA,"Atlanta Regional Commission (Northeast)--Gwinnett County (East)--Dacula, Grayson",84029,0.6357 
1301603,1309,GA,"Atlanta Regional Commission (Northeast)--Gwinnett County (East)--Dacula, Grayson",48149,0.3643 
1301604,1307,GA,Atlanta Regional Commission (Northeast)--Gwinnett County (Central)--Lawrenceville PUM,73662,0.5955 
1301604,1309,GA,Atlanta Regional Commission (Northeast)--Gwinnett County (Central)--Lawrenceville PUM,50032,0.4045 
1301605,1307,GA,Atlanta Regional Commission (Northeast)--Gwinnett County (Central),93793,0.6921 
1301605,1309,GA,Atlanta Regional Commission (Northeast)--Gwinnett County (Central),41731,0.3079 
1301606,1307,GA,Atlanta Regional Commission (Northeast)--Gwinnett County (West Central)--Lilburn City,132124,1 
1301607,1307,GA,Atlanta Regional Commission (Northeast)--Gwinnett County (South)--Snellville City PUM,136512,1 
1301700,1310,GA,Northeast Georgia Regional Commission (Northwest)--Barrow & Jackson Counties,159412,1 
1301800,1310,GA,Northeast Georgia Regional Commission (Central)--Clarke County--Athens City,128671,1 
1301900,1310,GA,Northeast Georgia Regional Commission (East),125296,1 
1302000,1310,GA,"Northeast Georgia Regional Commission (Southwest)--Walton, Morgan & Jasper Counties P",131358,1 
1302100,1304,GA,Atlanta & Northeast Georgia Regional Commissions--Newton & Rockdale Counties,163684,0.7944 
1302100,1310,GA,Atlanta & Northeast Georgia Regional Commissions--Newton & Rockdale Counties,42369,0.2056 
1302201,1310,GA,Atlanta Regional Commission (Southeast)--Henry County (North)--Stockbridge City,18317,0.1571 
1302201,1313,GA,Atlanta Regional Commission (Southeast)--Henry County (North)--Stockbridge City,98285,0.8429 
1302202,1303,GA,Atlanta Regional Commission (Southeast)--Henry County (South)--McDonough City,23975,0.1932 
1302202,1310,GA,Atlanta Regional Commission (Southeast)--Henry County (South)--McDonough City,100135,0.8068 
1302301,1305,GA,Atlanta Regional Commission (South Central)--Clayton County (Northwest)--Forest Park,37919,0.2438 
1302301,1313,GA,Atlanta Regional Commission (South Central)--Clayton County (Northwest)--Forest Park,117601,0.7562 
1302302,1313,GA,"Atlanta Regional Commission (South Central)--Clayton County (South, East)--Jonesboro",142075,1 
1302400,1303,GA,Atlanta Regional Commission (South Central)--Fayette County,102685,0.8615 
1302400,1313,GA,Atlanta Regional Commission (South Central)--Fayette County,16509,0.1385 
1302500,1303,GA,Three Rivers Regional Commission (North Central)--Coweta County,146158,1 
1302600,1303,GA,Three Rivers Regional Commission (Northwest)--Carroll County,119148,1 
1302700,1303,GA,"Three Rivers Regional Commission (Southwest)--Troup, Meriwether & Heard Counties",101451,1 
1302800,1303,GA,Three Rivers Regional Commission (East),132395,0.8389 
1302800,1310,GA,Three Rivers Regional Commission (East),25434,0.1611 
1302900,1302,GA,Middle Georgia Regional Commission (North & Outside Bibb County),40111,0.2239 
1302900,1308,GA,Middle Georgia Regional Commission (North & Outside Bibb County),117002,0.6531 
1302900,1310,GA,Middle Georgia Regional Commission (North & Outside Bibb County),22047,0.1231 
1303000,1302,GA,Middle Georgia Regional Commission (Central)--Bibb County--Macon City,108371,0.6887 
1303000,1308,GA,Middle Georgia Regional Commission (Central)--Bibb County--Macon City,48975,0.3113 
1303100,1310,GA,Central Savannah River Area Regional Commission (West & Outside Richmond & Columbia),12096,0.0958 
1303100,1312,GA,Central Savannah River Area Regional Commission (West & Outside Richmond & Columbia),114151,0.9042 
1303200,1312,GA,Central Savannah River Area Regional Commission (East Central)--Columbia County,156010,1 
1303301,1312,GA,Central Savannah River Area Regional Commission--Richmond County (Northeast)--Augusta,101403,1 
1303302,1312,GA,Central Savannah River Area Regional Commission--Richmond County (Southwest)--Augusta,105204,1 
1303400,1301,GA,"Coastal Regional Commission (North)--Bulloch, Effingham & Screven Counties",47208,0.2952 
1303400,1312,GA,"Coastal Regional Commission (North)--Bulloch, Effingham & Screven Counties",112727,0.7048 
1303500,1308,GA,Heart of Georgia Altamaha Regional Commission (North & West),41274,0.2944 
1303500,1312,GA,Heart of Georgia Altamaha Regional Commission (North & West),98914,0.7056 
1303600,1302,GA,Middle Georgia Regional Commission (South)--Houston & Pulaski Counties,48521,0.2797 
1303600,1308,GA,Middle Georgia Regional Commission (South)--Houston & Pulaski Counties,124967,0.7203 
1303700,1302,GA,River Valley Regional Commission (Outside Muscogee & Chattahoochee Counties),97670,0.6406 
1303700,1303,GA,River Valley Regional Commission (Outside Muscogee & Chattahoochee Counties),34668,0.2274 
1303700,1308,GA,River Valley Regional Commission (Outside Muscogee & Chattahoochee Counties),20128,0.132 
1303800,1302,GA,River Valley Regional Commission (West Central)--Muscogee & Chattahoochee Counties PU,184720,0.8533 
1303800,1303,GA,River Valley Regional Commission (West Central)--Muscogee & Chattahoochee Counties PU,31767,0.1467 
1303900,1302,GA,Southwest Georgia Regional Commission (West & Central),120993,1 
1304000,1302,GA,Southwest Georgia Regional Commission (North Central)--Dougherty & Lee Counties,118953,1 
1304100,1302,GA,"Southwest Georgia Regional Commission (East)--Colquitt, Thomas & Worth Counties",45798,0.4072 
1304100,1308,GA,"Southwest Georgia Regional Commission (East)--Colquitt, Thomas & Worth Counties",66682,0.5928 
1304200,1308,GA,Southern Georgia Regional Commission (West),128900,1 
1304300,1308,GA,Southern Georgia Regional Commission (South Central)--Lowndes County--Valdosta City P,118251,1 
1304400,1301,GA,Southern Georgia Regional Commission (East & Central),97646,0.5766 
1304400,1308,GA,Southern Georgia Regional Commission (East & Central),71701,0.4234 
1304500,1301,GA,Heart of Georgia Altamaha Regional Commission (Southeast),48588,0.3185 
1304500,1308,GA,Heart of Georgia Altamaha Regional Commission (Southeast),27256,0.1786 
1304500,1312,GA,Heart of Georgia Altamaha Regional Commission (Southeast),76727,0.5029 
1304600,1301,GA,"Coastal Regional Commission (West)--Liberty, Bryan & Long Counties",126162,1 
1304701,1301,GA,Coastal Regional Commission (East)--Chatham County (West Central)--Savannah City,169493,1 
1304702,1301,GA,Coastal Regional Commission (East)--Chatham County (East & Outside Savannah City) PUM,125798,1 
1304800,1301,GA,Coastal Regional Commission (South)--Glynn Camden & McIntosh Counties,150242,1 
1500100,1502,HI,"Maui, Kalawao & Kauai Counties",238134,1 
1500200,1502,HI,Hawaii County,200629,1 
1500301,1502,HI,Honolulu County--Rural Oahu,104755,1 
1500302,1502,HI,Honolulu County--Koolaupoko,121275,1 
1500303,1501,HI,Honolulu County--East Honolulu to Kapahulu,110577,1 
1500304,1501,HI,Honolulu County--Tantalus to Waikiki,127223,1 
1500305,1501,HI,Honolulu County--Nuuanu to Kalihi,118490,1 
1500306,1501,HI,Honolulu County--Moanalua to Pearl City,147371,1 
1500307,1501,HI,Honolulu County--Central Oahu,114035,0.744 
1500307,1502,HI,Honolulu County--Central Oahu,39243,0.256 
1500308,1501,HI,Honolulu County--Ewa,108699,0.814 
1500308,1502,HI,Honolulu County--Ewa,24840,0.186 
1600100,1601,ID,"Bonner, Latah, Shoshone, Boundary, Benewah & Kootenai (Southeast) Counties",126989,1 
1600200,1601,ID,"Kootenai County (Northeast)--Coeur dAlene, Post Falls & Hayden Cities",165755,1 
1600300,1601,ID,Central Idaho--Lewiston City & Nez Perce Reservation,94633,0.8584 
1600300,1602,ID,Central Idaho--Lewiston City & Nez Perce Reservation,15613,0.1416 
1600400,1601,ID,"Ada (North), Payette, Canyon (North), Gem & Washington Counties--Eagle City",121520,0.9014 
1600400,1602,ID,"Ada (North), Payette, Canyon (North), Gem & Washington Counties--Eagle City",13289,0.0986 
1600500,1601,ID,Canyon (South) & Owyhee Counties--Caldwell & Nampa (South & West) Cities,133790,1 
1600600,1601,ID,Canyon (East) & Ada (West) Counties--Nampa (Central & East) & Meridian (West) Cities,148185,0.9812 
1600600,1602,ID,Canyon (East) & Ada (West) Counties--Nampa (Central & East) & Meridian (West) Cities,2832,0.0188 
1600701,1601,ID,Ada County (Central)--Meridian (Northeast) & Boise (Far West) Cities,90770,0.6817 
1600701,1602,ID,Ada County (Central)--Meridian (Northeast) & Boise (Far West) Cities,42391,0.3183 
1600702,1602,ID,Ada County (Northeast)--Boise (North & West) & Garden City Cities,111336,1 
1600800,1601,ID,Ada County (South)--Boise (South) & Kuna Cities,37911,0.2942 
1600800,1602,ID,Ada County (South)--Boise (South) & Kuna Cities,90970,0.7058 
1600900,1602,ID,Twin Falls & Cassia Counties--Twin Falls City,114701,1 
1601000,1602,ID,"Elmore, Jerome, Blaine, Minidoka, Gooding, Lincoln & Camas Counties",120590,1 
1601100,1602,ID,"Bingham (Outside Fort Hall AIR), Madison, Jefferson, Fremont & Teton Counties",153805,1 
1601200,1602,ID,Bonneville County--Idaho Falls City,123964,1 
1601300,1602,ID,"Southeast Idaho--Pocatello, Chubbuck Cities & Fort Hall Reservation",130062,1 
1700100,1715,IL,"Adams, Fulton, Pike, Mason, Schuyler & Brown Counties",114128,0.8134 
1700100,1717,IL,"Adams, Fulton, Pike, Mason, Schuyler & Brown Counties",26189,0.1866 
1700701,1711,IL,Winnebago (Northeast) & Boone Counties,26446,0.1847 
1700701,1716,IL,Winnebago (Northeast) & Boone Counties,108288,0.7564 
1700701,1717,IL,Winnebago (Northeast) & Boone Counties,8427,0.0589 
1701901,1713,IL,Champaign County (Southwest)--Champaign & Urbana Cities,150188,0.8711 
1701901,1715,IL,Champaign County (Southwest)--Champaign & Urbana Cities,22231,0.1289 
1701902,1702,IL,"Champaign (North & East), Vermilion, Iroquois & Ford Counties",119284,0.8046 
1701902,1715,IL,"Champaign (North & East), Vermilion, Iroquois & Ford Counties",25756,0.1737 
1701902,1716,IL,"Champaign (North & East), Vermilion, Iroquois & Ford Counties",3205,0.0216 
1702900,1712,IL,"Coles, Douglas, Crawford, Edgar, Clark & Cumberland Counties",55779,0.4356 
1702900,1715,IL,"Coles, Douglas, Crawford, Edgar, Clark & Cumberland Counties",72274,0.5644 
1703101,1705,IL,Cook County (Northwest)--Palatine & Barrington Townships,66522,0.5158 
1703101,1708,IL,Cook County (Northwest)--Palatine & Barrington Townships,62458,0.4842 
1703102,1703,IL,Cook County (Northwest)--Hanover & Schaumburg (Northwest) Townships,53765,0.4394 
1703102,1708,IL,Cook County (Northwest)--Hanover & Schaumburg (Northwest) Townships,68584,0.5606 
1703103,1708,IL,Cook County (Northwest)--Schaumburg Township (South & East),112552,1 
1703104,1703,IL,Cook County (Northwest)--Elk Grove & Wheeling (Southwest) Townships,12532,0.0997 
1703104,1705,IL,Cook County (Northwest)--Elk Grove & Wheeling (Southwest) Townships,51378,0.4089 
1703104,1708,IL,Cook County (Northwest)--Elk Grove & Wheeling (Southwest) Townships,61751,0.4914 
1703105,1705,IL,Cook County (North)--Wheeling Township (North & East),33902,0.2623 
1703105,1708,IL,Cook County (North)--Wheeling Township (North & East),1937,0.015 
1703105,1709,IL,Cook County (North)--Wheeling Township (North & East),61298,0.4742 
1703105,1710,IL,Cook County (North)--Wheeling Township (North & East),32134,0.2486 
1703106,1705,IL,Cook County (Northeast)--Northfield & New Trier Townships,5009,0.0336 
1703106,1709,IL,Cook County (Northeast)--Northfield & New Trier Townships,71712,0.4815 
1703106,1710,IL,Cook County (Northeast)--Northfield & New Trier Townships,72215,0.4849 
1703107,1705,IL,Cook County (Northeast)--Evanston & Niles (East) Townships,39,0.0002 
1703107,1709,IL,Cook County (Northeast)--Evanston & Niles (East) Townships,158609,0.9998 
1703108,1703,IL,Cook County (North)--Maine & Niles (West) Townships,2755,0.016 
1703108,1705,IL,Cook County (North)--Maine & Niles (West) Townships,58019,0.337 
1703108,1708,IL,Cook County (North)--Maine & Niles (West) Townships,36073,0.2095 
1703108,1709,IL,Cook County (North)--Maine & Niles (West) Townships,75306,0.4374 
1703109,1703,IL,Cook County (West)--Leyden & Norwood Park Townships,40126,0.3305 
1703109,1704,IL,Cook County (West)--Leyden & Norwood Park Townships,38824,0.3198 
1703109,1705,IL,Cook County (West)--Leyden & Norwood Park Townships,37263,0.3069 
1703109,1707,IL,Cook County (West)--Leyden & Norwood Park Townships,2182,0.018 
1703109,1708,IL,Cook County (West)--Leyden & Norwood Park Townships,3007,0.0248 
1703110,1704,IL,Cook County (West)--Proviso Township (North & West),35047,0.3098 
1703110,1707,IL,Cook County (West)--Proviso Township (North & West),78083,0.6902 
1703111,1704,IL,"Cook County (West)--Oak Park, Riverside, River Forest & Proviso (Southeast) Townships",37796,0.3123 
1703111,1706,IL,"Cook County (West)--Oak Park, Riverside, River Forest & Proviso (Southeast) Townships",552,0.0046 
1703111,1707,IL,"Cook County (West)--Oak Park, Riverside, River Forest & Proviso (Southeast) Townships",82695,0.6832 
1703112,1704,IL,Cook County (Central)--Cicero & Berwyn Townships,142518,1 
1703113,1704,IL,Cook County (West)--Lyons & Stickney Townships,86366,0.5514 
1703113,1706,IL,Cook County (West)--Lyons & Stickney Townships,70253,0.4486 
1703114,1701,IL,Cook County (South Central)--Worth & Calumet Townships,36197,0.211 
1703114,1702,IL,Cook County (South Central)--Worth & Calumet Townships,7859,0.0458 
1703114,1704,IL,Cook County (South Central)--Worth & Calumet Townships,3920,0.0229 
1703114,1706,IL,Cook County (South Central)--Worth & Calumet Townships,123576,0.7203 
1703115,1701,IL,"Cook County (Southwest)--Palos, Lemont & Orland (North & West) Townships",23565,0.1736 
1703115,1706,IL,"Cook County (Southwest)--Palos, Lemont & Orland (North & West) Townships",101704,0.7494 
1703115,1711,IL,"Cook County (Southwest)--Palos, Lemont & Orland (North & West) Townships",10436,0.0769 
1703116,1701,IL,Cook County (South Central)--Bremen & Orland (East) Townships,45630,0.3059 
1703116,1702,IL,Cook County (South Central)--Bremen & Orland (East) Townships,27565,0.1848 
1703116,1706,IL,Cook County (South Central)--Bremen & Orland (East) Townships,75955,0.5093 
1703117,1701,IL,Cook County (Southeast)--Thornton Township,4516,0.0286 
1703117,1702,IL,Cook County (Southeast)--Thornton Township,153349,0.9714 
1703118,1701,IL,Cook County (South)--Bloom & Rich Townships,2787,0.0172 
1703118,1702,IL,Cook County (South)--Bloom & Rich Townships,159390,0.9828 
1703151,1703,IL,"Chicago City (Northwest)--Albany Park, Norwood Park, Forest Glen, North Park & OHare",45185,0.3048 
1703151,1705,IL,"Chicago City (Northwest)--Albany Park, Norwood Park, Forest Glen, North Park & OHare",83726,0.5648 
1703151,1708,IL,"Chicago City (Northwest)--Albany Park, Norwood Park, Forest Glen, North Park & OHare",10797,0.0728 
1703151,1709,IL,"Chicago City (Northwest)--Albany Park, Norwood Park, Forest Glen, North Park & OHare",8540,0.0576 
1703152,1703,IL,"Chicago City (North)--West Ridge, Lincoln Square & North Center",301,0.002 
1703152,1705,IL,"Chicago City (North)--West Ridge, Lincoln Square & North Center",76739,0.5024 
1703152,1709,IL,"Chicago City (North)--West Ridge, Lincoln Square & North Center",75690,0.4956 
1703153,1705,IL,"Chicago City (North)--Uptown, Edgewater & Rogers Park",5142,0.0304 
1703153,1709,IL,"Chicago City (North)--Uptown, Edgewater & Rogers Park",163964,0.9696 
1703154,1705,IL,Chicago City (North)--Lake View & Lincoln Park,163951,0.9447 
1703154,1707,IL,Chicago City (North)--Lake View & Lincoln Park,3068,0.0177 
1703154,1709,IL,Chicago City (North)--Lake View & Lincoln Park,6523,0.0376 
1703155,1703,IL,"Chicago City (Northwest)--Logan Square, Irving Park & Avondale",131477,0.8167 
1703155,1705,IL,"Chicago City (Northwest)--Logan Square, Irving Park & Avondale",29499,0.1833 
1703156,1703,IL,"Chicago City (Northwest)--Portage Park, Dunning & Jefferson Park",89987,0.6797 
1703156,1705,IL,"Chicago City (Northwest)--Portage Park, Dunning & Jefferson Park",42396,0.3203 
1703157,1703,IL,"Chicago City (West)--Belmont Cragin, Humboldt Park, Hermosa & Montclare",157644,0.9232 
1703157,1707,IL,"Chicago City (West)--Belmont Cragin, Humboldt Park, Hermosa & Montclare",13108,0.0768 
1703158,1703,IL,"Chicago City (West)--Austin, North Lawndale & East/West Garfield Park",5526,0.0327 
1703158,1707,IL,"Chicago City (West)--Austin, North Lawndale & East/West Garfield Park",163250,0.9673 
1703159,1703,IL,Chicago City (West)--West Town & Near West Side,20390,0.1319 
1703159,1705,IL,Chicago City (West)--West Town & Near West Side,16177,0.1047 
1703159,1707,IL,Chicago City (West)--West Town & Near West Side,117973,0.7634 
1703160,1701,IL,"Chicago City (Central)--Near North Side, Loop & Near South Side",4399,0.0249 
1703160,1705,IL,"Chicago City (Central)--Near North Side, Loop & Near South Side",41588,0.2355 
1703160,1707,IL,"Chicago City (Central)--Near North Side, Loop & Near South Side",130587,0.7396 
1703161,1701,IL,"Chicago City (South)--Hyde Park, Grand Boulevard, Woodlawn, Douglas & Kenwood",85682,0.6029 
1703161,1702,IL,"Chicago City (South)--Hyde Park, Grand Boulevard, Woodlawn, Douglas & Kenwood",24535,0.1726 
1703161,1707,IL,"Chicago City (South)--Hyde Park, Grand Boulevard, Woodlawn, Douglas & Kenwood",31899,0.2245 
1703162,1701,IL,"Chicago City (Southwest)--New City, Lower West Side, Bridgeport & McKinley Park",41,0.0003 
1703162,1704,IL,"Chicago City (Southwest)--New City, Lower West Side, Bridgeport & McKinley Park",87615,0.6215 
1703162,1707,IL,"Chicago City (Southwest)--New City, Lower West Side, Bridgeport & McKinley Park",53323,0.3782 
1703163,1704,IL,"Chicago City (Southwest)--South Lawndale, Brighton Park & Gage Park",153029,0.981 
1703163,1707,IL,"Chicago City (Southwest)--South Lawndale, Brighton Park & Gage Park",2963,0.019 
1703164,1701,IL,"Chicago City (Southwest)--Ashburn, Garfield Ridge, West Lawn, Clearing & West Elsdon",26728,0.1598 
1703164,1704,IL,"Chicago City (Southwest)--Ashburn, Garfield Ridge, West Lawn, Clearing & West Elsdon",109438,0.6543 
1703164,1706,IL,"Chicago City (Southwest)--Ashburn, Garfield Ridge, West Lawn, Clearing & West Elsdon",31096,0.1859 
1703165,1701,IL,"Chicago City (South)--Chicago Lawn, Greater Grand Crossing & West Englewood/Englewood",45982,0.3251 
1703165,1704,IL,"Chicago City (South)--Chicago Lawn, Greater Grand Crossing & West Englewood/Englewood",20890,0.1477 
1703165,1707,IL,"Chicago City (South)--Chicago Lawn, Greater Grand Crossing & West Englewood/Englewood",74546,0.5271 
1703166,1701,IL,"Chicago City (Southwest)--Auburn Gresham, Washington Heights, Morgan Park & Beverly P",93643,0.7216 
1703166,1706,IL,"Chicago City (Southwest)--Auburn Gresham, Washington Heights, Morgan Park & Beverly P",36132,0.2784 
1703167,1701,IL,"Chicago City (South)--Roseland, Chatham, West Pullman, Calumet Heights & Avalon Park",105343,0.7758 
1703167,1702,IL,"Chicago City (South)--Roseland, Chatham, West Pullman, Calumet Heights & Avalon Park",30442,0.2242 
1703168,1701,IL,"Chicago City (South)--South Shore, South Chicago, East Side & South Deering",43350,0.3471 
1703168,1702,IL,"Chicago City (South)--South Shore, South Chicago, East Side & South Deering",81526,0.6529 
1703700,1711,IL,DeKalb & Ogle Counties,9440,0.062 
1703700,1714,IL,DeKalb & Ogle Counties,87436,0.5745 
1703700,1716,IL,DeKalb & Ogle Counties,55332,0.3635 
1704301,1703,IL,"DuPage County (Northwest)--Wayne, Bloomingdale (South) & Winfield (North) Townships P",71544,0.4098 
1704301,1708,IL,"DuPage County (Northwest)--Wayne, Bloomingdale (South) & Winfield (North) Townships P",103033,0.5902 
1704302,1703,IL,DuPage County (Northeast)--Addison & Bloomingdale (North) Townships,50199,0.4306 
1704302,1706,IL,DuPage County (Northeast)--Addison & Bloomingdale (North) Townships,15146,0.1299 
1704302,1708,IL,DuPage County (Northeast)--Addison & Bloomingdale (North) Townships,51244,0.4395 
1704303,1703,IL,DuPage County (East Central)--York Township,1333,0.0104 
1704303,1704,IL,DuPage County (East Central)--York Township,20165,0.157 
