puma22,cd118,stab,PUMA22name,pop20,afact
1704303,1706,IL,DuPage County (East Central)--York Township,106927,0.8326 
1704304,1703,IL,DuPage County (Central)--Milton Township,58638,0.4879 
1704304,1706,IL,DuPage County (Central)--Milton Township,52547,0.4372 
1704304,1708,IL,DuPage County (Central)--Milton Township,8996,0.0749 
1704305,1703,IL,DuPage County (Southwest)--Naperville & Winfield (South) Townships,12275,0.0989 
1704305,1711,IL,DuPage County (Southwest)--Naperville & Winfield (South) Townships,111869,0.9011 
1704306,1706,IL,DuPage County (South Central)--Lisle Township,25655,0.2155 
1704306,1711,IL,DuPage County (South Central)--Lisle Township,93385,0.7845 
1704307,1704,IL,DuPage County (Southeast)--Downers Grove Township,18069,0.1205 
1704307,1706,IL,DuPage County (Southeast)--Downers Grove Township,114134,0.7613 
1704307,1711,IL,DuPage County (Southeast)--Downers Grove Township,17718,0.1182 
1704900,1712,IL,"Effingham, Fayette, Wayne, Richland, Lawrence, Clay & Jasper Counties",104515,0.8295 
1704900,1715,IL,"Effingham, Fayette, Wayne, Richland, Lawrence, Clay & Jasper Counties",21488,0.1705 
1707300,1715,IL,"Henry, McDonough, Hancock, Warren, Mercer & Henderson Counties",49972,0.3756 
1707300,1716,IL,"Henry, McDonough, Hancock, Warren, Mercer & Henderson Counties",26905,0.2022 
1707300,1717,IL,"Henry, McDonough, Hancock, Warren, Mercer & Henderson Counties",56186,0.4223 
1708901,1708,IL,Kane County (West),36617,0.2754 
1708901,1711,IL,Kane County (West),73886,0.5557 
1708901,1714,IL,Kane County (West),22452,0.1689 
1708902,1708,IL,Kane County (Northeast)--Dundee & Elgin (North & Central) Townships,138572,1 
1708903,1708,IL,"Kane County (East)--St. Charles, Batavia (East) & Geneva (East) Townships",58056,0.4917 
1708903,1711,IL,"Kane County (East)--St. Charles, Batavia (East) & Geneva (East) Townships",60010,0.5083 
1708904,1711,IL,Kane County (Southeast)--Aurora Township,83990,0.6617 
1708904,1714,IL,Kane County (Southeast)--Aurora Township,42939,0.3383 
1709100,1701,IL,Kankakee & Grundy Counties,36976,0.231 
1709100,1702,IL,Kankakee & Grundy Counties,70526,0.4407 
1709100,1716,IL,Kankakee & Grundy Counties,52533,0.3283 
1709300,1714,IL,Kendall County,131869,1 
1709500,1714,IL,"Knox, Woodford, Bureau, Marshall, Putnam & Stark Counties",16000,0.1108 
1709500,1716,IL,"Knox, Woodford, Bureau, Marshall, Putnam & Stark Counties",78490,0.5433 
1709500,1717,IL,"Knox, Woodford, Bureau, Marshall, Putnam & Stark Counties",49967,0.3459 
1709701,1710,IL,"Lake County (Northwest)--Avon, Lake Villa, Grant & Antioch Townships",156163,0.9815 
1709701,1711,IL,"Lake County (Northwest)--Avon, Lake Villa, Grant & Antioch Townships",2939,0.0185 
1709702,1710,IL,"Lake County (Northeast)--Waukegan, Zion, Benton & Newport Townships",140954,1 
1709703,1710,IL,"Lake County (East Central)--Warren, Shields & Libertyville (North & West) Townships P",156052,1 
1709704,1705,IL,"Lake County (Southwest)--Ela, Fremont, Wauconda & Cuba Townships",41074,0.3433 
1709704,1709,IL,"Lake County (Southwest)--Ela, Fremont, Wauconda & Cuba Townships",31645,0.2645 
1709704,1710,IL,"Lake County (Southwest)--Ela, Fremont, Wauconda & Cuba Townships",27522,0.2301 
1709704,1711,IL,"Lake County (Southwest)--Ela, Fremont, Wauconda & Cuba Townships",19388,0.1621 
1709705,1705,IL,"Lake County (Southeast)--Vernon, Moraine & West Deerfield Townships",1253,0.009 
1709705,1709,IL,"Lake County (Southeast)--Vernon, Moraine & West Deerfield Townships",12757,0.092 
1709705,1710,IL,"Lake County (Southeast)--Vernon, Moraine & West Deerfield Townships",124595,0.8989 
1709900,1702,IL,LaSalle & Livingston Counties,27946,0.1921 
1709900,1714,IL,LaSalle & Livingston Counties,86838,0.5969 
1709900,1716,IL,LaSalle & Livingston Counties,30689,0.211 
1711101,1710,IL,"McHenry County (North, West & Central)",19323,0.14 
1711101,1711,IL,"McHenry County (North, West & Central)",104158,0.7549 
1711101,1716,IL,"McHenry County (North, West & Central)",14503,0.1051 
1711102,1709,IL,"McHenry County (Southeast)--Algonquin, McHenry & Nunda Townships",87633,0.5088 
1711102,1710,IL,"McHenry County (Southeast)--Algonquin, McHenry & Nunda Townships",24719,0.1435 
1711102,1711,IL,"McHenry County (Southeast)--Algonquin, McHenry & Nunda Townships",59893,0.3477 
1711300,1716,IL,McLean County--Bloomington City & Normal Town,86107,0.5037 
1711300,1717,IL,McLean County--Bloomington City & Normal Town,84847,0.4963 
1711500,1713,IL,Macon & Christian Counties--Decatur City,53352,0.3865 
1711500,1715,IL,Macon & Christian Counties--Decatur City,84678,0.6135 
1711700,1713,IL,"Macoupin, Morgan, Jersey, Cass, Greene, Scott & Calhoun Counties",44967,0.3361 
1711700,1715,IL,"Macoupin, Morgan, Jersey, Cass, Greene, Scott & Calhoun Counties",88840,0.6639 
1711901,1713,IL,Madison County (West),116132,0.8328 
1711901,1715,IL,Madison County (West),23309,0.1672 
1711902,1713,IL,Madison County (East),65967,0.5218 
1711902,1715,IL,Madison County (East),60451,0.4782 
1712100,1712,IL,"Marion, Jefferson, Clinton, Randolph, Bond & Washington Counties",155665,0.903 
1712100,1715,IL,"Marion, Jefferson, Clinton, Randolph, Bond & Washington Counties",16725,0.097 
1713500,1713,IL,"Montgomery, Logan, Shelby, Piatt, De Witt, Moultrie & Menard Counties",10294,0.0755 
1713500,1715,IL,"Montgomery, Logan, Shelby, Piatt, De Witt, Moultrie & Menard Counties",125983,0.9245 
1714300,1716,IL,Peoria County--Peoria City,59757,0.3286 
1714300,1717,IL,Peoria County--Peoria City,122073,0.6714 
1716100,1717,IL,Rock Island County,144672,1 
1716301,1712,IL,St. Clair County (Northwest),16925,0.1018 
1716301,1713,IL,St. Clair County (Northwest),149288,0.8982 
1716302,1712,IL,St. Clair (South & East) & Monroe Counties,111161,0.8812 
1716302,1713,IL,St. Clair (South & East) & Monroe Counties,14988,0.1188 
1716500,1712,IL,"South & Southeast Illinois--Saline, Union & Massac Counties",130756,1 
1716700,1713,IL,Sangamon County--Springfield City,148501,0.7563 
1716700,1715,IL,Sangamon County--Springfield City,47842,0.2437 
1717900,1716,IL,Tazewell County,119741,0.9117 
1717900,1717,IL,Tazewell County,11602,0.0883 
1719500,1716,IL,"Whiteside, Stephenson, Lee, Jo Daviess & Carroll Counties",67682,0.393 
1719500,1717,IL,"Whiteside, Stephenson, Lee, Jo Daviess & Carroll Counties",104521,0.607 
1719701,1711,IL,Will County (Northwest)--Wheatland & DuPage Townships,78040,0.4428 
1719701,1714,IL,Will County (Northwest)--Wheatland & DuPage Townships,98202,0.5572 
1719702,1701,IL,Will County (Northwest)--Plainfield & Lockport Townships,8261,0.0586 
1719702,1711,IL,Will County (Northwest)--Plainfield & Lockport Townships,2079,0.0147 
1719702,1714,IL,Will County (Northwest)--Plainfield & Lockport Townships,130740,0.9267 
1719703,1701,IL,Will County (West Central)--Joliet & Troy Townships,1603,0.0119 
1719703,1714,IL,Will County (West Central)--Joliet & Troy Townships,133303,0.9881 
1719704,1701,IL,"Will County (Northeast)--Frankfort, Homer & New Lenox (North) Townships",128787,1 
1719705,1701,IL,Will County (South),60187,0.5218 
1719705,1702,IL,Will County (South),51255,0.4444 
1719705,1714,IL,Will County (South),3898,0.0338 
1719900,1712,IL,"Williamson, Jackson, Franklin & Perry Counties",178876,1 
1720101,1716,IL,Winnebago County (Southeast & West)--Rockford City,50445,0.2578 
1720101,1717,IL,Winnebago County (Southeast & West)--Rockford City,145192,0.7421 
1800101,1801,IN,Lake County (Northwest)--Hammond & East Chicago Cities,108808,1 
1800102,1801,IN,Lake County (Northeast)--Gary City & Griffith Town,119070,1 
1800103,1801,IN,Lake County (Central),121541,1 
1800104,1801,IN,Lake County (South),149281,1 
1800200,1801,IN,Porter County,173215,1 
1800300,1801,IN,LaPorte County,82032,0.7297 
1800300,1802,IN,LaPorte County,30385,0.2703 
1800401,1802,IN,St. Joseph County (North)--South Bend City,117392,1 
1800402,1802,IN,St. Joseph County (Outside South Bend City)--Mishawaka City,155520,1 
1800501,1802,IN,Elkhart County--Elkhart City,107003,1 
1800502,1802,IN,Elkhart County (Outside Elkhart City)--Goshen City,100044,1 
1800600,1803,IN,"Noble, DeKalb, LaGrange & Steuben Counties",165603,1 
1800700,1802,IN,"Jasper, Starke, Fulton, Newton & Pulaski Counties",56365,0.5466 
1800700,1804,IN,"Jasper, Starke, Fulton, Newton & Pulaski Counties",46748,0.4534 
1800800,1802,IN,Kosciusko & Marshall Counties,108061,0.8554 
1800800,1803,IN,Kosciusko & Marshall Counties,18274,0.1446 
1800900,1803,IN,"Huntington, Whitley, Adams & Wells Counties",134842,1 
1801001,1803,IN,Allen County (Central)--Fort Wayne City (South),134471,1 
1801002,1803,IN,Allen County (Central)--Fort Wayne City (North),126299,1 
1801003,1803,IN,Allen County (Outside Fort Wayne City),124640,1 
1801100,1804,IN,"Montgomery, Clinton, White, Carroll & Benton Counties",124839,1 
1801200,1804,IN,Tippecanoe County--Lafayette & West Lafayette Cities,186251,1 
1801300,1802,IN,"Howard, Cass & Tipton Counties--Kokomo City",12239,0.0894 
1801300,1804,IN,"Howard, Cass & Tipton Counties--Kokomo City",26874,0.1963 
1801300,1805,IN,"Howard, Cass & Tipton Counties--Kokomo City",97774,0.7143 
1801400,1802,IN,"Grant, Miami & Wabash Counties",66938,0.501 
1801400,1805,IN,"Grant, Miami & Wabash Counties",66674,0.499 
1801500,1803,IN,"Henry, Randolph, Jay & Blackford Counties",49818,0.47 
1801500,1806,IN,"Henry, Randolph, Jay & Blackford Counties",56188,0.53 
1801600,1804,IN,"Clay, Sullivan, Parke, Fountain, Vermillion & Warren Counties",15129,0.1458 
1801600,1808,IN,"Clay, Sullivan, Parke, Fountain, Vermillion & Warren Counties",88668,0.8542 
1801700,1808,IN,Vigo County--Terre Haute City,106153,1 
1801801,1804,IN,Boone & Hamilton (Northwest) Counties,70812,0.4956 
1801801,1805,IN,Boone & Hamilton (Northwest) Counties,72071,0.5044 
1801901,1805,IN,Hamilton County (Central)--Carmel City & Fishers Town (West),133816,1 
1801902,1805,IN,Hamilton County (East)--Noblesville City & Fishers Town (East),141580,1 
1802000,1805,IN,Madison County--Anderson City,130129,1 
1802100,1805,IN,Delaware County--Muncie City,111903,1 
1802200,1804,IN,"Morgan, Putnam & Brown Counties",108506,0.8752 
1802200,1809,IN,"Morgan, Putnam & Brown Counties",15475,0.1248 
1802300,1804,IN,Hendricks County,174788,1 
1802401,1807,IN,Marion County--Pike & Washington (Northwest) Townships & Indianapolis City (Northwest,109582,1 
1802402,1807,IN,Marion County--Washington Township (South & East) & Indianapolis City (North),112126,1 
1802403,1807,IN,"Marion County--Lawrence Township, Indianapolis (Northeast) & Lawrence Cities",122321,1 
1802404,1806,IN,Marion County--Wayne & Decatur (Northwest) Townships & Indianapolis City (West),4898,0.0319 
1802404,1807,IN,Marion County--Wayne & Decatur (Northwest) Townships & Indianapolis City (West),148444,0.9681 
1802405,1807,IN,Marion County--Center Township & Indianapolis City (Central),153549,1 
1802406,1806,IN,Marion County--Warren & Franklin Townships & Indianapolis City (East & Southeast) PUM,66271,0.3843 
1802406,1807,IN,Marion County--Warren & Franklin Townships & Indianapolis City (East & Southeast) PUM,106191,0.6157 
1802407,1806,IN,Marion County--Perry & Decatur (South & East) Townships & Indianapolis City (South) P,152085,0.9887 
1802407,1807,IN,Marion County--Perry & Decatur (South & East) Townships & Indianapolis City (South) P,1736,0.0113 
1802500,1806,IN,Johnson County--Greenwood City,161765,1 
1802600,1806,IN,Hancock & Shelby Counties,124895,1 
1802700,1806,IN,"Wayne, Fayette, Rush & Union Counties",113790,1 
1802800,1808,IN,"Greene, Daviess, Owen, Orange & Martin Counties",115184,0.719 
1802800,1809,IN,"Greene, Daviess, Owen, Orange & Martin Counties",45011,0.281 
1802900,1809,IN,Monroe County--Bloomington City,139718,1 
1803000,1806,IN,Bartholomew & Jackson Counties--Columbus City,74057,0.5757 
1803000,1809,IN,Bartholomew & Jackson Counties--Columbus City,54579,0.4243 
1803100,1809,IN,"Jefferson, Jennings, Decatur & Scott Counties",111616,1 
1803200,1809,IN,"Dearborn, Franklin, Ripley, Switzerland & Ohio Counties",118136,1 
1803300,1808,IN,"Warrick, Gibson & Posey Counties",122131,1 
1803400,1808,IN,Vanderburgh County--Evansville City,180136,1 
1803500,1808,IN,"Dubois, Knox, Spencer, Perry, Pike & Crawford Counties",141675,1 
1803600,1809,IN,"Floyd, Harrison & Washington Counties",148320,1 
1803700,1809,IN,Clark County--Jeffersonville City,121093,1 
1900100,1904,IA,"Sioux, Clay, Dickinson, OBrien, Lyon, Emmet, Palo Alto & Osceola Counties",120651,1 
1900200,1902,IA,"Cerro Gordo, Floyd, Kossuth, Hancock, Winnebago, Mitchell & Worth Counties",76762,0.6789 
1900200,1904,IA,"Cerro Gordo, Floyd, Kossuth, Hancock, Winnebago, Mitchell & Worth Counties",36302,0.3211 
1900301,1902,IA,Linn County outside Cedar Rapids City,109706,1 
1900302,1902,IA,Cedar Rapids City,120593,1 
1900400,1902,IA,"Bremer, Winneshiek, Fayette, Clayton, Allamakee, Chickasaw & Howard Counties",117152,1 
1900500,1902,IA,Black Hawk County--Waterloo & Cedar Falls Cities,131144,1 
1900600,1902,IA,"Webster, Hardin, Hamilton, Butler, Wright, Grundy, Franklin & Humboldt Counties",43541,0.3398 
1900600,1904,IA,"Webster, Hardin, Hamilton, Butler, Wright, Grundy, Franklin & Humboldt Counties",84597,0.6602 
1900700,1901,IA,"Dubuque, Buchanan, Jackson & Delaware Counties--Dubuque City",19485,0.1243 
1900700,1902,IA,"Dubuque, Buchanan, Jackson & Delaware Counties--Dubuque City",137319,0.8757 
1900800,1901,IA,"Clinton, Muscatine, Jones & Cedar Counties",128846,1 
1900900,1901,IA,Scott County--Davenport City,174669,1 
1901100,1901,IA,Johnson County--Iowa City,152854,1 
1901200,1901,IA,"Marshall, Benton, Poweshiek, Tama & Iowa Counties",16662,0.141 
1901200,1902,IA,"Marshall, Benton, Poweshiek, Tama & Iowa Counties",61372,0.5195 
1901200,1904,IA,"Marshall, Benton, Poweshiek, Tama & Iowa Counties",40105,0.3395 
1901300,1904,IA,Story & Boone Counties,125252,1 
1901400,1901,IA,"Jasper, Marion, Warren Counties",123630,1 
1901501,1903,IA,Polk County (West),165760,1 
1901502,1903,IA,Polk County (East)--Ankeny & Altoona Cities,137794,1 
1901503,1903,IA,Des Moines City,188847,1 
1901600,1903,IA,"Dallas, Madison Counties",116226,1 
1901800,1903,IA,Southern Iowa,104360,0.9405 
1901800,1904,IA,Southern Iowa,6605,0.0595 
1901900,1903,IA,"Northwest Central Iowa--Storm Lake, Denison & Cherokee Region",8771,0.0724 
1901900,1904,IA,"Northwest Central Iowa--Storm Lake, Denison & Cherokee Region",112341,0.9276 
1902000,1904,IA,Woodbury & Plymouth Counties--Sioux City,131639,1 
1902100,1903,IA,Southwest Iowa--Council Bluffs City,31246,0.1823 
1902100,1904,IA,Southwest Iowa--Council Bluffs City,140153,0.8177 
1902200,1901,IA,"Wapello, Mahaska, Washington, Jefferson, Keokuk, Davis & Van Buren Counties",77654,0.6355 
1902200,1903,IA,"Wapello, Mahaska, Washington, Jefferson, Keokuk, Davis & Van Buren Counties",44547,0.3645 
1902300,1901,IA,"Des Moines, Lee, Henry & Louisa Counties",103784,1 
2000100,2001,KS,Northwest Kansas,107362,1 
2000200,2001,KS,North Central Kansas--Salina City,133874,0.9287 
2000200,2002,KS,North Central Kansas--Salina City,10273,0.0713 
2000300,2001,KS,"Riley, Geary & Pottawatomie Counties--Manhattan City",97307,0.7259 
2000300,2002,KS,"Riley, Geary & Pottawatomie Counties--Manhattan City",36739,0.2741 
2000400,2002,KS,Wyandotte County--Kansas City,112661,0.6657 
2000400,2003,KS,Wyandotte County--Kansas City,56584,0.3343 
2000501,2002,KS,Shawnee County (Central)--Topeka City,131988,1 
2000601,2001,KS,Shawnee (Outside Topeka City) & Northeast Kansas,30910,0.2298 
2000601,2002,KS,Shawnee (Outside Topeka City) & Northeast Kansas,103620,0.7702 
2000700,2001,KS,Douglas County--Lawrence City,95921,0.8075 
2000700,2002,KS,Douglas County--Lawrence City,22864,0.1925 
2000801,2003,KS,"Johnson County (Northwest)--Shawnee, Lenexa & De Soto Cities",125546,1 
2000802,2003,KS,"Johnson County (Northeast)--Overland Park (North), Prairie Village & Merriam",154945,1 
2000803,2003,KS,Johnson County (Southeast)--Blue Valley Region,158255,1 
2000804,2003,KS,"Johnson County (Southwest)--Olathe, Gardner, Spring Hill & Edgerton Cities",171117,1 
2000900,2002,KS,"Leavenworth, Miami & Linn County",91472,0.7279 
2000900,2003,KS,"Leavenworth, Miami & Linn County",34191,0.2721 
2001000,2002,KS,Southeast Kansas,121308,0.7819 
2001000,2003,KS,Southeast Kansas,33832,0.2181 
2001101,2002,KS,Flint Hills Region--Emporia City,103545,0.7663 
2001101,2004,KS,Flint Hills Region--Emporia City,31574,0.2337 
2001201,2004,KS,Sedgwick (Northeast) & Butler (North & East) Counties--Wichita City (Northeast),168554,1 
2001301,2004,KS,Sedgwick (Northwest) & Harvey Counties--Wichita (Northwest) & Newton Cities,168184,1 
2001401,2004,KS,Sedgwick County (Central)--Wichita City (Central),120404,1 
2001501,2004,KS,Sedgwick (South) & Butler (Southwest) Counties--Wichita (South) & Derby Cities,168086,1 
2001600,2001,KS,Central Kansas--Hutchinson City,101548,1 
2001701,2001,KS,South Central Kansas,31737,0.2901 
2001701,2004,KS,South Central Kansas,77668,0.7099 
2001800,2001,KS,"Southwest Kansas--Dodge City, Garden City & Liberal City",135811,1 
2100100,2101,KY,Purchase Area Development District,196876,1 
2100200,2101,KY,Pennyrile Area Development District (North),75950,0.7106 
2100200,2102,KY,Pennyrile Area Development District (North),30928,0.2894 
