state,puma22,stab,PUMA22name,pop20,afact
42,4203112,PA,Montgomery County (Eastern Upper),105712,1 
42,4203113,PA,Montgomery County (Northern Central)--Lansdale Borough,105278,1 
42,4203114,PA,Montgomery County (Southern Central)--Norristown Borough,149136,1 
42,4203115,PA,Montgomery County (Northeastern Lower)--Willow Grove & Horsham,141988,1 
42,4203116,PA,Montgomery County (Southern Lower)--King of Prussia,108246,1 
42,4203117,PA,Montgomery County (Eastern Lower),124125,1 
42,4203216,PA,Philadelphia City (Northwest),140234,1 
42,4203221,PA,Philadelphia City (Far Northeast),144439,1 
42,4203222,PA,Philadelphia City (Central and Lower Northeast),188302,1 
42,4203223,PA,Philadelphia City (North Delaware),105079,1 
42,4203224,PA,Philadelphia City (Upper North),141920,1 
42,4203225,PA,Philadelphia City (North),131905,1 
42,4203227,PA,Philadelphia City (West and West Park),151109,1 
42,4203228,PA,Philadelphia City (Lower North and River Wards),174661,1 
42,4203229,PA,Philadelphia City (University-Southwest and Lower Southwest),128308,1 
42,4203230,PA,Philadelphia City (Central),151916,1 
42,4203231,PA,Philadelphia City (South and Lower South),145924,1 
42,4203311,PA,Delaware County (North)--Broomall,161827,1 
42,4203312,PA,"Delaware County (East)--Yeadon, Lansdowne, Darby Boroughs & Drexel Hill",162324,1 
42,4203313,PA,Delaware County (Southeast)--Chester City,148392,1 
42,4203314,PA,Delaware County (West),104287,1 
42,4203411,PA,Chester County (North),101500,1 
42,4203412,PA,Chester County (West)--Phoenixville Borough,104903,1 
42,4203413,PA,Chester County (East Central)--West Chester Borough,121781,1 
42,4203414,PA,Chester County (West Central)--Coatesville City,101284,1 
42,4203415,PA,Chester County (South),104945,1 
42,4203501,PA,"Lancaster County--Lancaster City, East Lampeter, Lancaster & West Lampeter Townships PUM",122271,1 
42,4203502,PA,Lancaster County (Northwest)--Elizabethtown Borough,114820,1 
42,4203503,PA,Lancaster County (East)--Ephrata Borough,176865,1 
42,4203504,PA,Lancaster County (Southwest)--Columbia Borough,139028,1 
42,4203601,PA,York County (Central)--York City & Shiloh,173037,1 
42,4203602,PA,York County (North)--Weigelstown,131663,1 
42,4203603,PA,York County (South),151738,1 
42,4203701,PA,Adams & Franklin (Southeast) Counties,129700,1 
42,4203702,PA,Franklin County (Outside Washington Township & Waynesboro Borough),130084,1 
42,4203800,PA,"Somerset, Bedford & Fulton Counties",136262,1 
42,4203900,PA,Fayette County,128804,1 
42,4204011,PA,Washington County (North)--Washington City,134970,1 
42,4204012,PA,Washington (South) & Greene Counties,110333,1 
44,4400103,RI,Providence City,190934,1 
44,4400105,RI,Northern Providence County & Woonsocket City,177865,1 
44,4400106,RI,Northeast RI (Providence County)--Pawtucket Central Falls & E Providence Cities,145326,1 
44,4400107,RI,Central Providence County--Providence Inner Ring,146616,1 
44,4400200,RI,Central Rhode Island (Kent County)--Warwick City,170363,1 
44,4400300,RI,Southeast Rhode Island (Newport & Bristol Counties)--Newport City,136436,1 
44,4400400,RI,South Rhode Island--Washington County,129839,1 
45,4500101,SC,"Pickens (Southwest Corner) & Oconee (West, Central) Counties--Seneca & Clemson Cities PU",103514,1 
45,4500201,SC,"Pickens (East, Central, North) & Oconee (Northeast) Counties--Easley",106497,1 
45,4500301,SC,Greenville County (North)--Greer (North & West) & Travelers Rest Cities,103447,1 
45,4500302,SC,Greenville County (South & West)--Outside Greenville City,100817,1 
45,4500303,SC,Greenville County (Central)--Greenville & Mauldin Cities,100440,1 
45,4500304,SC,Greenville County (Central East)--Greer City (South & West),108194,1 
45,4500305,SC,Greenville (South & East)--Outside Greenville & Greer (South) Cities,112636,1 
45,4500401,SC,Spartanburg County (North)--Landrum City,112848,1 
45,4500402,SC,Spartanburg County (West and South)--Greer & Woodruff Cities,108517,1 
45,4500403,SC,Spartanburg County (Central)--Spartanburg City,106632,1 
45,4500501,SC,Union and York (West) Counties--York City,116595,1 
45,4500601,SC,York County (North & East)--Fort Mill Town,113521,1 
45,4500602,SC,York County (East & South)--Fort Mill Town,108190,1 
45,4500700,SC,"Chester, Fairfield & Lancaster Counties",149258,1 
45,4500800,SC,"Laurens, Newberry & Union Counties",132502,1 
45,4500901,SC,Anderson (Central & Northeast) County--Anderson City,123746,1 
45,4501001,SC,Abbeville & Anderson (South) Counties--Belton City,104267,1 
45,4501100,SC,"Edgefield, Greenwood, McCormick & Saluda Counties",123396,1 
45,4501200,SC,Aiken County--Aiken & North Augusta Cities,168808,1 
45,4501301,SC,Lexington (North and East) County--Irmo (West) & West Columbia Cities,156341,1 
45,4501302,SC,Lexington (South & West) County and Cayce,137650,1 
45,4501401,SC,Richland County (Northwest and North Central)--Irmo (East) and Blythewood Cities,122193,1 
45,4501402,SC,Richland County (Central)--Columbia City,119781,1 
45,4501403,SC,Richland County (South & Central)--Forest Acres & Dentsville Cities,102223,1 
45,4501501,SC,Richland (Northeast and North Central) & Kershaw Counties,137353,1 
45,4501600,SC,"Chesterfield, Darlington & Marlboro Counties",132845,1 
45,4501700,SC,Lee & Sumter Counties,122087,1 
45,4501800,SC,"Barnwell, Calhoun & Orangeburg Counties",118931,1 
45,4501901,SC,"Allendale, Bamberg, Colleton, Hampton & Beaufort (East) Counties--Port Royal Cities",154595,1 
45,4502001,SC,Jasper and Beaufort (West) Counties--Bluffton and Hilton Head Cities,139828,1 
45,4502100,SC,Dorchester County,161540,1 
45,4502201,SC,Berkeley (North & East) County--Moncks Corner City,102316,1 
45,4502202,SC,Berkeley (South) County--Goose Creek &portions of Charleston Cities,127545,1 
45,4502301,SC,Charleston (West) County--Kiawah Island & Charleston Cities,151114,1 
45,4502302,SC,Charleston (North) County--North Charleston City,148638,1 
45,4502303,SC,Charleston (Northeast) County--Mount Pleasant Town,108483,1 
45,4502400,SC,"Clarendon, Georgetown & Williamsburg Counties",125574,1 
45,4502500,SC,Florence County,137059,1 
45,4502601,SC,"Dillon, Marion and Horry (North) Counties--Loris City",106833,1 
45,4502701,SC,Horry (Central and North) County--North Myrtle Beach City,140041,1 
45,4502702,SC,Horry (Central and South) County--Myrtle Beach City,161630,1 
46,4600100,SD,West South Dakota--Rapid City,187549,1 
46,4600200,SD,Lakota Region,100522,1 
46,4600300,SD,Northeast South Dakota,132560,1 
46,4600400,SD,Jackrabbit Region,134218,1 
46,4600501,SD,Southeast South Dakota (Outside Sioux Falls City),143190,1 
46,4600601,SD,Sioux Falls City,188628,1 
47,4700100,TN,"Dyer, Weakely and Obion Counties--Dyersburg, Union City and Martin cities",107495,1 
47,4700200,TN,"Henry, Carol & Humphreys Counties--Paris city",117433,1 
47,4700301,TN,Montgomery County--Clarksville city (South),105777,1 
47,4700302,TN,Clarksville city (North),114292,1 
47,4700401,TN,Robertson & Sumner Counties--Springfield & Portland cities,149367,1 
47,4700501,TN,"Hendersonville, Gallatin & Goodlettsville cities",119717,1 
47,4700600,TN,"Macon, Dekalb & Cannon Counties",102938,1 
47,4700700,TN,Putnam & Overton Counties--Cookeville city,114947,1 
47,4700800,TN,"Campbell, Claiborne & Scott Counties",119629,1 
47,4700900,TN,Greene & Hawkins Counties--Greenville town,126873,1 
47,4701000,TN,Sullivan County--Kingsport & Bristol cities,158163,1 
47,4701101,TN,Washington (South) & Carter Counties--Elizabethton city,105762,1 
47,4701201,TN,Washington County--Johnson City,119471,1 
47,4701300,TN,"Hamblen, Jefferson & Grainger Counties--Morristown city",142709,1 
47,4701400,TN,Sevier & Cocke Counties--Sevierville city,134379,1 
47,4701501,TN,Knoxville city (Central),133547,1 
47,4701502,TN,Knox County (Southwest),103187,1 
47,4701503,TN,Knox County (Northwest),123449,1 
47,4701504,TN,"Knox County (North, East & South)",118788,1 
47,4701600,TN,Blount County--Maryville & Alcoa cities,135280,1 
47,4701700,TN,"Anderson, Roane & Morgan Counties--Oak Ridge city",151562,1 
47,4701800,TN,"Cumberland, White & Fentress Counties--Crossville city",106985,1 
47,4701900,TN,Wilson County--Lebanon & Mount Juliet cities,147737,1 
47,4702001,TN,Murfreesboro city,133107,1 
47,4702002,TN,Rutherford County--Smyrna town & La Vergne city,105532,1 
47,4702003,TN,"Rutherford County (North, East and South)",102847,1 
47,4702101,TN,"Williamson County--Brentwood & Franklin cities, Nolensville town (west)",133848,1 
47,4702102,TN,Williamson County--Thompson Station town & Fairview city,113878,1 
47,4702200,TN,Maury County--Columbia & Spring Hill cities,100974,1 
47,4702300,TN,"Dickson, Cheatham & Hickman Counties",120312,1 
47,4702401,TN,"Nashville/Davidson County--Downtown, East & North Nashville",146254,1 
47,4702402,TN,Nashville/Davidson County--South & Southeast Nashville,125789,1 
47,4702403,TN,"Nashville/Davidson County--Donelson, Hermitage & Old Hickory",100069,1 
47,4702404,TN,Nashville/Davidson County (North),102733,1 
47,4702405,TN,"Nashville/Davidson County--Antioch, South Nashville",103501,1 
47,4702406,TN,"Nashville/Davidson County--West Nashville, Green Hills & Bellevue",137538,1 
47,4702501,TN,Memphis City (Central Riverside),129770,1 
47,4702502,TN,Memphis City (Central Midtown),127323,1 
47,4702503,TN,Memphis (North) & Bartlett (Southwest) cities,111045,1 
47,4702504,TN,"Shelby County (North)--Bartlett (North & East), Millington & Lakeland cities",111526,1 
47,4702505,TN,Shelby County (East)--Memphis city (East) & Arlington town (South),109250,1 
47,4702506,TN,Shelby County (Southeast)--Collierville town & Germantown city,129295,1 
47,4702507,TN,Memphis City (Southeast),104135,1 
47,4702508,TN,Memphis City (Southwest),107400,1 
47,4702600,TN,Tipton & Fayette Counties,102960,1 
47,4702700,TN,"Gibson, Lauderdale & Haywood Counties--Brownsville city",107347,1 
47,4702800,TN,Madison & Chester Counties--Jackson city,116164,1 
47,4702900,TN,"Henderson, Hardin & McNairy Counties",117436,1 
47,4703000,TN,"Lawrence, Giles & Wayne Counties--Lawrenceburg city",111685,1 
47,4703100,TN,"Bedford, Lincoln & Marshall Counties--Shelbyville & Lewisburg cities",119874,1 
47,4703200,TN,"Coffee, Franklin & Moore Counties--Tullahoma & Manchester cities",107124,1 
47,4703300,TN,"Warren, Marion & Sequatchie Counties--McMinnville city",105313,1 
47,4703401,TN,Chattanooga city (South & Central),119392,1 
47,4703402,TN,Hamilton County (South)--Chattanooga (North) & Red Bank cities,115794,1 
47,4703403,TN,Hamilton County (North)--Soddy-Daisy city,131021,1 
47,4703500,TN,"McMinn, Rhea & Bledsoe Counties--Athens city",113817,1 
47,4703600,TN,Bradley & Polk Counties--Cleveland city,126164,1 
47,4703700,TN,Loudon & Monroe Counties--Lenoir City,101136,1 
48,4800100,TX,Panhandle Regional Planning Commission--Outside Potter & Randall Counties,175080,1 
48,4800200,TX,Panhandle Regional Planning Commission (Potter County)--Amarillo City (North),118525,1 
48,4800300,TX,Panhandle Regional Planning Commission (Randall County)--Amarillo City (South),140753,1 
48,4800400,TX,South Plains Association of Governments--Outside Lubbock County,121125,1 
48,4800501,TX,"South Plains Association of Governments--Lubbock County, Lubbock City (Central)",156648,1 
48,4800502,TX,"South Plains Association of Governments--Lubbock County, Lubbock City (Outer)",153991,1 
48,4800600,TX,North Texas Regional Planning Commission--Outside Wichita County & Wise County,156090,1 
48,4800700,TX,North Texas Regional Planning Commission (Wichita County)--Wichita Falls City,129350,1 
48,4800800,TX,"Texoma COG--Grayson, Cooke & Fannin Counties",212873,1 
48,4800900,TX,"Hunt & Rockwall Counties--Rockwall, Greenville & Dallas (Far Northeast) Cities",207775,1 
48,4801000,TX,Ark-Tex COG (West),157271,1 
48,4801100,TX,Ark-Tex COG (East)--Bowie & Cass Counties,121347,1 
48,4801200,TX,"East Texas COG (Northeast)--Harrison, Upshur & Marion Counties",119456,1 
48,4801300,TX,"East Texas COG (Northwest)--Van Zandt, Wood, Camp & Rains Counties",129012,1 
48,4801400,TX,Kaufman County,145310,1 
48,4801501,TX,East Texas COG (Central)--Smith County (Outside Tyler City),113973,1 
48,4801502,TX,East Texas COG (Central)--Smith County (West) (Tyler City),119506,1 
48,4801600,TX,East Texas COG (Central)--Gregg County (Longview City),124239,1 
48,4801700,TX,"East Texas COG (Southeast)--Rusk, Cherokee & Panola Counties",125117,1 
48,4801800,TX,East Texas COG (Southwest)--Henderson & Anderson Counties,140072,1 
48,4801901,TX,"Collin County (Southwest)--Dallas (North), Plano (South) & Richardson (North) Cities PUM",134556,1 
48,4801902,TX,Collin County (Southwest)--Plano City (West),120540,1 
48,4801903,TX,Collin County (Southwest)--Plano City (Central),107033,1 
48,4801904,TX,"Collin County (South Central)--Allen, Murphy, Plano (East) & Parker Cities",151305,1 
48,4801905,TX,Collin County (Central)--McKinney City,157125,1 
48,4801907,TX,Collin County (East),189499,1 
48,4801908,TX,Collin County (Northwest)--Celina City & Prosper Town,101147,1 
48,4801909,TX,Collin County (Northwest)--Frisco City (East),103260,1 
48,4802001,TX,Denton County (Far Southeast)--Carrollton (North) & Dallas (North) Cities,132680,1 
48,4802002,TX,Denton County (Southeast)--Lewisville City,117263,1 
48,4802003,TX,Denton County (South Central)--Flower Mound Town & Highland Village City,152796,1 
48,4802004,TX,"Denton County (East Central)--Frisco (West), The Colony & Little Elm Cities",187002,1 
48,4802005,TX,Denton County (Central)--Denton (Central) & Corinth Cities,126464,1 
48,4802006,TX,Denton County (North & West)--Denton City (Outer),190217,1 
48,4802101,TX,Ellis County,192455,1 
48,4802102,TX,Johnson County,179927,1 
48,4802200,TX,"North Central Texas COG (West)--Hood, Erath, Palo Pinto & Somervell Counties",141757,1 
48,4802301,TX,Dallas County (Northeast)--Rowlett & Garland (Northeast) Cities,115131,1 
48,4802302,TX,Dallas County (Northeast)--Garland City (South),105855,1 
48,4802303,TX,Dallas County (East)--Mesquite City (Central & Southeast),128587,1 
48,4802304,TX,Dallas County (Southeast)--Dallas City (Southeast),122212,1 
48,4802305,TX,Dallas (East) & Mesquite (West) Cities--South of I-30 & West of I-635,137067,1 
48,4802306,TX,Dallas (Northeast) & Mesquite (North) Cities--North of I-30 & West of I-635,129335,1 
48,4802307,TX,Dallas City (Northeast)--East of US-75,126484,1 
48,4802308,TX,Dallas County (Northeast)--Garland (Northwest) & Richardson (East) Cities,114899,1 
48,4802309,TX,Dallas (Far North) & Richardson (Southwest) Cities,113717,1 
48,4802310,TX,"Dallas (Far North)--Carrollton (Southeast) Cities & Addison Town, North of I-635",114977,1 
48,4802311,TX,Dallas City (North)--South of I-635 & West of US-75,113225,1 
48,4802312,TX,"Dallas (West Central), University Park Cities & Highland Park Town",114098,1 
48,4802313,TX,Dallas City (Downtown)--North of I-30,134056,1 
48,4802314,TX,Dallas City (East Central)--South of I-30 & East of I-35E,125989,1 
48,4802315,TX,Dallas City (West Central)--East of Loop TX-12 & West of I-35E,109022,1 
48,4802316,TX,Dallas City (South Central)--North of I-20 & West of I-35E,103887,1 
48,4802317,TX,Dallas County (South)--DeSoto & Lancaster Cities,116056,1 
48,4802318,TX,Dallas County (Southwest)--Cedar Hill & Duncanville Cities,113002,1 
48,4802319,TX,Dallas County (West)--Grand Prairie (Central) & Dallas (Southwest) Cities,114627,1 
48,4802320,TX,Dallas County (West)--Irving (South) & Grand Prairie (North) Cities,115317,1 
48,4802321,TX,Dallas County (Northwest)--Irving (Central) & Dallas (Northwest) Cities,117195,1 
48,4802322,TX,"Dallas County (Northwest)--Irving (North), Coppell & Carrollton (Southwest) Cities",128801,1 
48,4802400,TX,Parker County,148222,1 
48,4802501,TX,"Tarrant County (Northeast)--Grapevine, Southlake & Colleyville Cities",121237,1 
48,4802502,TX,Tarrant County (East)--Euless (South & West) & Arlington (North) Cities,136414,1 
48,4802503,TX,Tarrant County (East)--Arlington (East) & Grand Prairie (West Central) Cities,136796,1 
48,4802504,TX,Tarrant County (Southeast)--Arlington (Southeast) & Grand Prairie (Southwest) Cities PUM,116980,1 
48,4802505,TX,Tarrant County (Southeast)--Mansfield (North) & Arlington (Southwest) Cities,125152,1 
48,4802506,TX,Tarrant County (South Central)--Fort Worth City (Southeast)-South of I-20,134859,1 
48,4802507,TX,Tarrant County (East)--Arlington City (West)-South of I-30 & East of Loop I-820,121038,1 
48,4802508,TX,"Fort Worth City (East Central)-South of I-30, East of I-35W & Inside Loop I-820",119054,1 
48,4802509,TX,"Fort Worth (Northeast)--Hurst (South) Cities, North of I-30",146410,1 
48,4802510,TX,Tarrant County (North)--North Richland Hills (North) & Keller Cities,125530,1 
48,4802511,TX,Fort Worth City (North)--East of I-35W & West of US-377,130477,1 
48,4802512,TX,Fort Worth City (North Central) & Haltom City (North)--Inside Loop I-820,114919,1 
48,4802513,TX,Fort Worth City (South Central) & Edgecliff Village Town,131615,1 
48,4802514,TX,Tarrant County (Southwest)--Fort Worth (Southwest) & Benbrook Cities,147878,1 
48,4802515,TX,Tarrant County (West)--Fort Worth City (West),121165,1 
48,4802516,TX,Tarrant County (Northwest)--Fort Worth (Northwest) & Saginaw Cities,181116,1 
48,4802600,TX,West Central Texas COG (Outside Taylor County),189114,1 
48,4802700,TX,"West Central Texas COG--Taylor County, Abilene City",143208,1 
48,4802900,TX,"Concho Valley COG--Tom Green County, San Angelo City",120003,1 
48,4803000,TX,"Permian Basin Regional Planning Commission (Central)--Midland County, Midland City",169983,1 
48,4803100,TX,"Permian Basin Regional Planning Commission (Central)--Ector County, Odessa City",165171,1 
48,4803305,TX,El Paso City (North),133123,1 
48,4803306,TX,El Paso City (Northwest),145558,1 
48,4803307,TX,El Paso County (Outside El Paso City)--Horizon City,136933,1 
48,4803308,TX,El Paso City (East),183228,1 
48,4803309,TX,El Paso City (Southeast)--Socorro City,121068,1 
48,4803310,TX,El Paso City (Central),145747,1 
48,4803400,TX,"Central Texas COG (West), Burnet & Llano Counties",193501,1 
48,4803501,TX,"Central Texas COG--Bell County (West), Killeen & Harker Heights Cities",181451,1 
48,4803502,TX,"Central Texas COG--Bell County (North, East & South), Temple & Belton Cities",189196,1 
48,4803600,TX,Brazos Valley COG (Outside Brazos County) & Milam County,153400,1 
48,4803700,TX,Heart of Texas COG--Outside McLennan County & Navarro County,165282,1 
48,4803801,TX,Heart of Texas COG--McLennan County-Waco City (Central),108500,1 
48,4803802,TX,"Heart of Texas COG--McLennan County-Waco (Outer), Hewitt & Robinson Cities",152079,1 
48,4803900,TX,Deep East Texas COG (West) & Walker County,189593,1 
48,4804000,TX,Deep East Texas COG (Central)--Angelina & Nacogdoches Counties,151048,1 
48,4804100,TX,Deep East Texas COG (East) & Jasper County,106829,1 
48,4804200,TX,Orange & Hardin Counties,141039,1 
48,4804301,TX,Jefferson County (North Central)--Beaumont City,115008,1 
48,4804302,TX,Jefferson County (Outside Beaumont City)--Port Arthur City,141518,1 
48,4804400,TX,Houston-Galveston Area Council--Liberty & Chambers Counties,138199,1 
48,4804501,TX,"Houston-Galveston Area Council--Montgomery County (Northeast), Conroe City (East)",173848,1 
48,4804502,TX,"Houston-Galveston Area Council--Montgomery County (West), Conroe City (West)",169385,1 
48,4804503,TX,"Houston-Galveston Area Council--Montgomery County (South), The Woodlands (North)",118570,1 
48,4804504,TX,Houston-Galveston Area Council--Montgomery County (Southeast),158640,1 
48,4804601,TX,Houston City (North Central)--North of I-10 & Inside Loop I-610,120759,1 
48,4804602,TX,Houston City (East Central)--East of I-45 & Inside Loop I-610,113181,1 
48,4804603,TX,"Houston City (South Central)--South of US-59, West of I-45 & Inside Loop I-610",133134,1 
48,4804604,TX,Houston City (West Central)--South of I-10 & Inside Loop I-610,153502,1 
48,4804605,TX,Harris County (Southeast)--Pasadena City (North & Central)-Inside Beltway TX-8,116402,1 
48,4804606,TX,"Houston (East), Galena Park, Jacinto Cities & Cloverleaf",112087,1 
48,4804607,TX,Houston City (Northeast)--Between Loop I-610 & Beltway TX-8,129639,1 
48,4804608,TX,Houston City (North) & Aldine--Between Loop I-610 & Beltway TX-8,103320,1 
48,4804609,TX,Houston City (North)--South of Aldine & Inside Beltway TX-8,129596,1 
48,4804610,TX,Houston City (North)--West of Aldine & Inside Beltway TX-8,114161,1 
48,4804611,TX,Houston City (Northwest)--Between Loop I-610 & Beltway TX-8,109145,1 
48,4804612,TX,Houston (West) & Spring Valley Village Cities--Between Loop I-610 & Beltway TX-8,107527,1 
48,4804613,TX,Houston (West) & Hunters Creek Village Cities--Between Loop I-610 & Beltway TX-8,120576,1 
48,4804614,TX,"Houston City (West)--Westpark Tollway, Between Loop I-610 & Beltway TX-8",110884,1 
48,4804615,TX,Houston (Southwest) & Bellaire (Southeast) Cities--Between Loop I-610 & Beltway TX-8 PUM,105200,1 
48,4804616,TX,Houston City (Southwest)--Between Loop I-610 & Beltway TX-8,111447,1 
48,4804617,TX,Houston City (South)--Between Loop I-610 & Beltway TX-8,110607,1 
48,4804618,TX,Houston City (Southeast)--West of Pasadena City & Outside Loop I-610,120157,1 
48,4804619,TX,Houston (Southeast) & South Houston Cities--Inside Beltway TX-8,106098,1 
48,4804620,TX,Houston (Southeast) & Webster Cities,115337,1 
48,4804621,TX,"Houston (Southeast), Pasadena (Southeast), La Porte (South) & Seabrook (East) Cities PUM",113742,1 
48,4804622,TX,"Harris County (East)--Deer Park, La Porte (North) Cities & Channelview",119715,1 
48,4804623,TX,Harris County (East)--Baytown City,125250,1 
48,4804624,TX,Harris County (Northeast)--Houston City (Far Northeast),133081,1 
48,4804625,TX,"Harris County (North)--Houston (North), Humble Cities & Atascocita",145350,1 
48,4804626,TX,"Harris County (North)--Houston City (North)-I-45, Between Beltway TX-8 & FM-1960",138807,1 
48,4804627,TX,Harris County (Far North)--Spring,139765,1 
48,4804628,TX,Harris County (Northwest)--Jersey Village City-Between Beltway TX-8 & FM-1960,113802,1 
48,4804629,TX,"Harris County (North)--North of FM-1960, West of I-45 & East of TX-249",127122,1 
48,4804630,TX,Harris County (Far North)--Tomball City & The Woodlands (Southwest),170352,1 
48,4804631,TX,Harris County (Northwest)--North of US-290 & North of FM-1960,131582,1 
48,4804633,TX,Harris County (Northwest)--South of US-290 & West of TX-6,111541,1 
48,4804634,TX,Harris County (West)--Houston City (West)-North of US-90 & West of TX-6,123401,1 
48,4804635,TX,Houston City (West)--South of I-10 & West of TX-6,120317,1 
48,4804636,TX,Houston City (West)--East of TX-6 & West of Beltway TX-8,120753,1 
48,4804637,TX,"Houston City (West)--Westpark Tollway, West of Beltway TX-8",127234,1 
48,4804638,TX,Houston City (Southwest)--East of TX-6 & West of Beltway TX-8,107815,1 
48,4804639,TX,Harris County (Far Northwest),107261,1 
48,4804640,TX,Harris County (Far Northwest)--Katy City (Northeast),111496,1 
48,4804701,TX,"Galveston County (Central, South & East)--Galveston, Texas City & La Marque Cities",174342,1 
48,4804702,TX,Galveston County (Northwest)--League City & Friendswood City,176340,1 
48,4804801,TX,"Houston-Galveston Area Council--Brazoria County (North), Pearland City",136993,1 
48,4804802,TX,"Houston-Galveston Area Council--Brazoria County (Central), Alvin City",130360,1 
48,4804803,TX,"Houston-Galveston Area Council--Brazoria County (Southwest), Lake Jackson City",104678,1 
48,4804901,TX,Fort Bend County (East)--Missouri City,119965,1 
48,4804902,TX,Fort Bend County (Northeast)--Sugar Land & Stafford Cities,130960,1 
48,4804903,TX,"Fort Bend County (Central)--Rosenberg City, Pecan Grove & New Territory",122983,1 
48,4804904,TX,"Fort Bend County (North)--Mission Bend (Southwest), Cinco Ranch & Four Corners",175880,1 
48,4804906,TX,Fort Bend County (Northwest),155550,1 
48,4804907,TX,Fort Bend County (South),117441,1 
48,4805000,TX,Houston-Galveston Area Council (West),185343,1 
48,4805100,TX,"Capital Area COG (East)--Bastrop, Caldwell, Fayette & Lee Counties",185012,1 
48,4805201,TX,"Capital Area COG--Williamson County (North), Georgetown (East) & Taylor Cities",154637,1 
48,4805202,TX,"Capital Area COG--Williamson County (Southeast), Round Rock City",138149,1 
48,4805203,TX,"Williamson County (South)--Austin City (Far North), Brushy Creek & Jollyville",136069,1 
48,4805204,TX,"Capital Area COG--Williamson County (West), Cedar Park & Leander Cities",180162,1 
48,4805301,TX,"Travis County (Northeast)--Pflugerville, Manor Cities & Wells Branch",177964,1 
48,4805302,TX,Austin City (North),114491,1 
48,4805303,TX,Austin City (Northeast),155620,1 
48,4805304,TX,Austin City (Southeast),141887,1 
48,4805305,TX,Austin City (Northwest),121231,1 
48,4805306,TX,Austin City (Central),156235,1 
48,4805307,TX,Austin City (South),125784,1 
48,4805308,TX,"Austin City (Southwest), Lost Creek & Barton Creek",126313,1 
48,4805309,TX,"Travis County (West, South & Outside Austin City)",170663,1 
48,4805401,TX,Capital Area COG (Southwest)--Hays County (West),105205,1 
48,4805402,TX,Capital Area COG (Southwest)--Hays County (East),135862,1 
48,4805500,TX,Golden Crescent Regional Planning Commission (North) & Wilson & Karnes Counties,146277,1 
48,4805600,TX,Golden Crescent Regional Planning Commission (Southeast)--Victoria & Calhoun Counties PU,111425,1 
48,4805700,TX,Alamo Area COG (Northeast)--Guadalupe County,172706,1 
48,4805800,TX,Alamo Area COG (Northeast)--Comal County,161501,1 
48,4805901,TX,San Antonio City (Central),104712,1 
48,4805902,TX,San Antonio City (Northeast)--Inside Loop I-410,114671,1 
48,4805903,TX,San Antonio City (Southeast)--Inside Loop I-410,116043,1 
48,4805904,TX,San Antonio City (Northwest)--Inside Loop I-410,104877,1 
48,4805905,TX,San Antonio City (West)--Inside Loop I-410,114681,1 
48,4805906,TX,San Antonio City (Southwest)--Inside Loop I-410,117486,1 
48,4805907,TX,Bexar County (South)--San Antonio City (Far South),156318,1 
48,4805908,TX,San Antonio City (West)--Between Loop TX-1604 & Loop I-410,125562,1 
48,4805909,TX,San Antonio (Northwest) & Leon Valley Cities,108463,1 
48,4805910,TX,San Antonio City (Northwest)--Between Loop TX-1604 & Loop I-410,121711,1 
48,4805911,TX,San Antonio City (North)--Hollywood Park Town & Shavano Park City,120615,1 
48,4805912,TX,San Antonio City (Northeast)--Between Loop TX-1604 & Loop I-410,104481,1 
48,4805913,TX,"San Antonio (Northeast), Kirby & Windcrest Cities",134978,1 
48,4805914,TX,Bexar County (Northwest)--San Antonio (Far Northwest) & Helotes Cities,194945,1 
48,4805915,TX,Bexar County (North)--San Antonio City (Far North) & Timberwood Park,149118,1 
48,4805916,TX,"Bexar County (Northeast)--San Antonio (Northeast), Universal City & Converse Cities",120663,1 
48,4806000,TX,Alamo Area COG (Northwest) & Blanco County,134976,1 
48,4806100,TX,Alamo Area COG (Southwest),138965,1 
48,4806301,TX,"South Texas Development Council (North)--Webb County, Laredo City (Central)",123681,1 
48,4806302,TX,South Texas Development Council-Webb County (North & East)-Laredo City (Outer),143433,1 
48,4806500,TX,Coastal Bend COG (Northeast),130373,1 
48,4806601,TX,"Coastal Bend COG--Nueces County, Corpus Christi City (Outer)",116200,1 
48,4806603,TX,"Coastal Bend COG--Nueces County (Central), Corpus Christi City (South Central)",114310,1 
48,4806604,TX,"Coastal Bend COG--Nueces County (Central), Corpus Christi City (Northwest)",122668,1 
48,4806701,TX,Cameron County (East)--Brownsville City (North),120981,1 
48,4806702,TX,Cameron County (West)--Harlingen & San Benito Cities,150693,1 
48,4806703,TX,Cameron County (South)--Brownsville City (Central),149343,1 
48,4806801,TX,Hidalgo County (Southeast)--Weslaco & Mercedes Cities,110324,1 
48,4806802,TX,Hidalgo County (East)--Alamo & Donna Cities,119470,1 
48,4806803,TX,"Hidalgo County (South Central)--Pharr, San Juan & Hidalgo Cities",133846,1 
48,4806804,TX,Hidalgo County (North Central)--Edinburg City,136243,1 
48,4806805,TX,Hidalgo County (Central)--McAllen City,139627,1 
48,4806806,TX,Hidalgo County (Southwest)--Mission City,114104,1 
48,4806807,TX,Hidalgo County (North & West),117167,1 
48,4807200,TX,Concho Valley COG & Permian Basin Regional Planning Commission (East),113171,1 
48,4807300,TX,Rio Grande COG & Permian Basin Regional Planning Commission (West),102193,1 
48,4807401,TX,Brazos County--College Station & Bryan Cities (Central),125229,1 
