state,puma22,stab,PUMA22name,pop20,afact
12,1210305,FL,Pinellas County (West Central)--Greater Seminole City,110420,1 
12,1210306,FL,Pinellas County (Central)--Greater Pinellas Park City,116704,1 
12,1210307,FL,Pinellas County (Southeast)--St. Petersburg City (East),161306,1 
12,1210308,FL,Pinellas County (South Central)--St. Petersburg City (West),112834,1 
12,1210501,FL,Polk County (Northwest),106678,1 
12,1210502,FL,Polk County (Northeast),181376,1 
12,1210503,FL,Polk County (Central),152010,1 
12,1210504,FL,Polk County (South),159498,1 
12,1210505,FL,Polk County (North),125484,1 
12,1210799,FL,Putnam & St. Johns (South) Counties,106362,1 
12,1210902,FL,St. Johns County (Northwest),102475,1 
12,1210903,FL,St. Johns County (Northeast),137909,1 
12,1211101,FL,St. Lucie County (North),105460,1 
12,1211102,FL,St. Lucie County (Southeast),104116,1 
12,1211103,FL,St. Lucie County (Southwest),119650,1 
12,1211300,FL,Santa Rosa County,188000,1 
12,1211501,FL,Sarasota County (North),130579,1 
12,1211502,FL,Sarasota County (Central & Gulf Coast),145821,1 
12,1211503,FL,Sarasota County (East),157606,1 
12,1211701,FL,Seminole County (West),120891,1 
12,1211702,FL,Seminole County (North Central),114488,1 
12,1211703,FL,Seminole County (South Central),113467,1 
12,1211704,FL,Seminole County (East),122010,1 
12,1211900,FL,Sumter County,129752,1 
12,1212701,FL,"Volusia County (Central & Northwest)--DeLand, DeBary Cities & Pierson Town",128161,1 
12,1212702,FL,"Volusia County (Northeast)--Daytona Beach, Ormond Beach & Holly Hill Cities",149283,1 
12,1212703,FL,"Volusia County--Port Orange, Edgewater, New Smyrna Beach (East) & Oak Hill Cities PUM",141067,1 
12,1212704,FL,Volusia County (Southwest Central)--Deltona & Lake Helen Cities,135032,1 
13,1300100,GA,"Northwest Georgia Regional Commission--Walker, Catoosa, Chattooga & Dade Counties PUM",176742,1 
13,1300200,GA,Northwest Georgia Regional Commission (North Central)--Whitfield County,102864,1 
13,1300300,GA,Northwest Georgia Regional Commission (Northeast),187405,1 
13,1300400,GA,Georgia Mountains Regional Commission (North & Northwest),142297,1 
13,1300500,GA,Georgia Mountains Regional Commission (Southeast),140102,1 
13,1300601,GA,Georgia Mountains Regional Commission--Hall County (West)--Flowery Branch City,102394,1 
13,1300602,GA,Georgia Mountains Regional Commission--Hall County (East)--Gainesville City,100742,1 
13,1300701,GA,Atlanta Regional Commission (Northeast)--Forsyth County (North),103318,1 
13,1300702,GA,Atlanta Regional Commision (Northeast)--Forsyth County (South)--Cumming City,147965,1 
13,1300801,GA,Atlanta Regional Commission (Northwest)--Cherokee County--Ball Ground City,109950,1 
13,1300802,GA,Atlanta Regional Commission (Northwest)--Cherokee County--Woodstock & Canton Cities P,156670,1 
13,1300900,GA,Northwest Georgia Regional Commission (East Central)--Bartow County,108901,1 
13,1301000,GA,"Northwest Georgia Regional Commission (Southwest)--Floyd, Polk & Haralson Counties PU",171356,1 
13,1301100,GA,Northwest Georgia Regional Commission (Southeast)--Paulding County,168661,1 
13,1301200,GA,Atlanta Regional Commission (Southwest)--Douglas County,144237,1 
13,1301301,GA,Atlanta Regional Commission--Cobb County (Northwest)--Kennesaw & Acworth Cities,136909,1 
13,1301302,GA,Atlanta Regional Commission (Northwest)--Cobb County (Northeast),158362,1 
13,1301303,GA,Atlanta Regional Commission (Northwest)--Cobb County (Central)--Marietta City,153060,1 
13,1301304,GA,Atlanta Regional Commission (Northwest)--Cobb County (Southwest)--Powder Springs City,142096,1 
13,1301305,GA,Atlanta Regional Commission (Northwest)--Cobb County (Southeast)--Smyrna City,175722,1 
13,1301401,GA,Atlanta Regional Commission (Central)--Fulton County (Northwest)--Roswell & Milton PU,141883,1 
13,1301402,GA,Atlanta Regional Commission--Fulton County (Northeast)--Johns Creek & Alpharetta,141088,1 
13,1301403,GA,Atlanta Regional Commission (Central)--Fulton County (Central)--Sandy Springs City PU,108321,1 
13,1301404,GA,Atlanta Regional Commission--Fulton County (Central)--Atlanta City (North),160790,1 
13,1301405,GA,Atlanta Regional Commission (Central)--Fulton County (East)--Atlanta City (South) PUM,144940,1 
13,1301406,GA,Atlanta Regional Commission--Fulton County (Central)--Atlanta City (Southwest),152642,1 
13,1301407,GA,Atlanta Regional Commission (Central)--Fulton County (South)--East Point & Union City,108190,1 
13,1301408,GA,Atlanta Regional Commission (Central)--Fulton County (South)--South Fulton & Fairburn,108856,1 
13,1301501,GA,Atlanta Regional Commission--DeKalb County (North)--Brookhaven & Dunwoody Cities,151649,1 
13,1301502,GA,"Atlanta Regional Commission (Central)--DeKalb County (East)--Tucker, Clarkston Cities",129176,1 
13,1301503,GA,Atlanta Regional Commission (Central)--DeKalb County (Central),124368,1 
13,1301504,GA,Atlanta Regional Commission (Central)--DeKalb County (West)--Atlanta & Decatur Cities,112094,1 
13,1301505,GA,Atlanta Regional Commission (Central)--DeKalb County (Southwest),118224,1 
13,1301506,GA,Atlanta Regional Commission (Central)--DeKalb County (Southeast)--Stonecrest City PUM,128871,1 
13,1301601,GA,Atlanta Regional Commission (Northeast)--Gwinnett County (West Central)--Duluth City,156916,1 
13,1301602,GA,Atlanta Regional Commission (Northeast)--Gwinnett County (North)--Sugar Hill City PUM,140114,1 
13,1301603,GA,"Atlanta Regional Commission (Northeast)--Gwinnett County (East)--Dacula, Grayson",132178,1 
13,1301604,GA,Atlanta Regional Commission (Northeast)--Gwinnett County (Central)--Lawrenceville PUM,123694,1 
13,1301605,GA,Atlanta Regional Commission (Northeast)--Gwinnett County (Central),135524,1 
13,1301606,GA,Atlanta Regional Commission (Northeast)--Gwinnett County (West Central)--Lilburn City,132124,1 
13,1301607,GA,Atlanta Regional Commission (Northeast)--Gwinnett County (South)--Snellville City PUM,136512,1 
13,1301700,GA,Northeast Georgia Regional Commission (Northwest)--Barrow & Jackson Counties,159412,1 
13,1301800,GA,Northeast Georgia Regional Commission (Central)--Clarke County--Athens City,128671,1 
13,1301900,GA,Northeast Georgia Regional Commission (East),125296,1 
13,1302000,GA,"Northeast Georgia Regional Commission (Southwest)--Walton, Morgan & Jasper Counties P",131358,1 
13,1302100,GA,Atlanta & Northeast Georgia Regional Commissions--Newton & Rockdale Counties,206053,1 
13,1302201,GA,Atlanta Regional Commission (Southeast)--Henry County (North)--Stockbridge City,116602,1 
13,1302202,GA,Atlanta Regional Commission (Southeast)--Henry County (South)--McDonough City,124110,1 
13,1302301,GA,Atlanta Regional Commission (South Central)--Clayton County (Northwest)--Forest Park,155520,1 
13,1302302,GA,"Atlanta Regional Commission (South Central)--Clayton County (South, East)--Jonesboro",142075,1 
13,1302400,GA,Atlanta Regional Commission (South Central)--Fayette County,119194,1 
13,1302500,GA,Three Rivers Regional Commission (North Central)--Coweta County,146158,1 
13,1302600,GA,Three Rivers Regional Commission (Northwest)--Carroll County,119148,1 
13,1302700,GA,"Three Rivers Regional Commission (Southwest)--Troup, Meriwether & Heard Counties",101451,1 
13,1302800,GA,Three Rivers Regional Commission (East),157829,1 
13,1302900,GA,Middle Georgia Regional Commission (North & Outside Bibb County),179160,1 
13,1303000,GA,Middle Georgia Regional Commission (Central)--Bibb County--Macon City,157346,1 
13,1303100,GA,Central Savannah River Area Regional Commission (West & Outside Richmond & Columbia),126247,1 
13,1303200,GA,Central Savannah River Area Regional Commission (East Central)--Columbia County,156010,1 
13,1303301,GA,Central Savannah River Area Regional Commission--Richmond County (Northeast)--Augusta,101403,1 
13,1303302,GA,Central Savannah River Area Regional Commission--Richmond County (Southwest)--Augusta,105204,1 
13,1303400,GA,"Coastal Regional Commission (North)--Bulloch, Effingham & Screven Counties",159935,1 
13,1303500,GA,Heart of Georgia Altamaha Regional Commission (North & West),140188,1 
13,1303600,GA,Middle Georgia Regional Commission (South)--Houston & Pulaski Counties,173488,1 
13,1303700,GA,River Valley Regional Commission (Outside Muscogee & Chattahoochee Counties),152466,1 
13,1303800,GA,River Valley Regional Commission (West Central)--Muscogee & Chattahoochee Counties PU,216487,1 
13,1303900,GA,Southwest Georgia Regional Commission (West & Central),120993,1 
13,1304000,GA,Southwest Georgia Regional Commission (North Central)--Dougherty & Lee Counties,118953,1 
13,1304100,GA,"Southwest Georgia Regional Commission (East)--Colquitt, Thomas & Worth Counties",112480,1 
13,1304200,GA,Southern Georgia Regional Commission (West),128900,1 
13,1304300,GA,Southern Georgia Regional Commission (South Central)--Lowndes County--Valdosta City P,118251,1 
13,1304400,GA,Southern Georgia Regional Commission (East & Central),169347,1 
13,1304500,GA,Heart of Georgia Altamaha Regional Commission (Southeast),152571,1 
13,1304600,GA,"Coastal Regional Commission (West)--Liberty, Bryan & Long Counties",126162,1 
13,1304701,GA,Coastal Regional Commission (East)--Chatham County (West Central)--Savannah City,169493,1 
13,1304702,GA,Coastal Regional Commission (East)--Chatham County (East & Outside Savannah City) PUM,125798,1 
13,1304800,GA,Coastal Regional Commission (South)--Glynn Camden & McIntosh Counties,150242,1 
15,1500100,HI,"Maui, Kalawao & Kauai Counties",238134,1 
15,1500200,HI,Hawaii County,200629,1 
15,1500301,HI,Honolulu County--Rural Oahu,104755,1 
15,1500302,HI,Honolulu County--Koolaupoko,121275,1 
15,1500303,HI,Honolulu County--East Honolulu to Kapahulu,110577,1 
15,1500304,HI,Honolulu County--Tantalus to Waikiki,127223,1 
15,1500305,HI,Honolulu County--Nuuanu to Kalihi,118490,1 
15,1500306,HI,Honolulu County--Moanalua to Pearl City,147371,1 
15,1500307,HI,Honolulu County--Central Oahu,153278,1 
15,1500308,HI,Honolulu County--Ewa,133539,1 
16,1600100,ID,"Bonner, Latah, Shoshone, Boundary, Benewah & Kootenai (Southeast) Counties",126989,1 
16,1600200,ID,"Kootenai County (Northeast)--Coeur dAlene, Post Falls & Hayden Cities",165755,1 
16,1600300,ID,Central Idaho--Lewiston City & Nez Perce Reservation,110246,1 
16,1600400,ID,"Ada (North), Payette, Canyon (North), Gem & Washington Counties--Eagle City",134809,1 
16,1600500,ID,Canyon (South) & Owyhee Counties--Caldwell & Nampa (South & West) Cities,133790,1 
16,1600600,ID,Canyon (East) & Ada (West) Counties--Nampa (Central & East) & Meridian (West) Cities,151017,1 
16,1600701,ID,Ada County (Central)--Meridian (Northeast) & Boise (Far West) Cities,133161,1 
16,1600702,ID,Ada County (Northeast)--Boise (North & West) & Garden City Cities,111336,1 
16,1600800,ID,Ada County (South)--Boise (South) & Kuna Cities,128881,1 
16,1600900,ID,Twin Falls & Cassia Counties--Twin Falls City,114701,1 
16,1601000,ID,"Elmore, Jerome, Blaine, Minidoka, Gooding, Lincoln & Camas Counties",120590,1 
16,1601100,ID,"Bingham (Outside Fort Hall AIR), Madison, Jefferson, Fremont & Teton Counties",153805,1 
16,1601200,ID,Bonneville County--Idaho Falls City,123964,1 
16,1601300,ID,"Southeast Idaho--Pocatello, Chubbuck Cities & Fort Hall Reservation",130062,1 
17,1700100,IL,"Adams, Fulton, Pike, Mason, Schuyler & Brown Counties",140317,1 
17,1700701,IL,Winnebago (Northeast) & Boone Counties,143161,1 
17,1701901,IL,Champaign County (Southwest)--Champaign & Urbana Cities,172419,1 
17,1701902,IL,"Champaign (North & East), Vermilion, Iroquois & Ford Counties",148245,1 
17,1702900,IL,"Coles, Douglas, Crawford, Edgar, Clark & Cumberland Counties",128053,1 
17,1703101,IL,Cook County (Northwest)--Palatine & Barrington Townships,128980,1 
17,1703102,IL,Cook County (Northwest)--Hanover & Schaumburg (Northwest) Townships,122349,1 
17,1703103,IL,Cook County (Northwest)--Schaumburg Township (South & East),112552,1 
17,1703104,IL,Cook County (Northwest)--Elk Grove & Wheeling (Southwest) Townships,125661,1 
17,1703105,IL,Cook County (North)--Wheeling Township (North & East),129271,1 
17,1703106,IL,Cook County (Northeast)--Northfield & New Trier Townships,148936,1 
17,1703107,IL,Cook County (Northeast)--Evanston & Niles (East) Townships,158648,1 
17,1703108,IL,Cook County (North)--Maine & Niles (West) Townships,172153,1 
17,1703109,IL,Cook County (West)--Leyden & Norwood Park Townships,121402,1 
17,1703110,IL,Cook County (West)--Proviso Township (North & West),113130,1 
17,1703111,IL,"Cook County (West)--Oak Park, Riverside, River Forest & Proviso (Southeast) Townships",121043,1 
17,1703112,IL,Cook County (Central)--Cicero & Berwyn Townships,142518,1 
17,1703113,IL,Cook County (West)--Lyons & Stickney Townships,156619,1 
17,1703114,IL,Cook County (South Central)--Worth & Calumet Townships,171552,1 
17,1703115,IL,"Cook County (Southwest)--Palos, Lemont & Orland (North & West) Townships",135705,1 
17,1703116,IL,Cook County (South Central)--Bremen & Orland (East) Townships,149150,1 
17,1703117,IL,Cook County (Southeast)--Thornton Township,157865,1 
17,1703118,IL,Cook County (South)--Bloom & Rich Townships,162177,1 
17,1703151,IL,"Chicago City (Northwest)--Albany Park, Norwood Park, Forest Glen, North Park & OHare",148248,1 
17,1703152,IL,"Chicago City (North)--West Ridge, Lincoln Square & North Center",152730,1 
17,1703153,IL,"Chicago City (North)--Uptown, Edgewater & Rogers Park",169106,1 
17,1703154,IL,Chicago City (North)--Lake View & Lincoln Park,173542,1 
17,1703155,IL,"Chicago City (Northwest)--Logan Square, Irving Park & Avondale",160976,1 
17,1703156,IL,"Chicago City (Northwest)--Portage Park, Dunning & Jefferson Park",132383,1 
17,1703157,IL,"Chicago City (West)--Belmont Cragin, Humboldt Park, Hermosa & Montclare",170752,1 
17,1703158,IL,"Chicago City (West)--Austin, North Lawndale & East/West Garfield Park",168776,1 
17,1703159,IL,Chicago City (West)--West Town & Near West Side,154540,1 
17,1703160,IL,"Chicago City (Central)--Near North Side, Loop & Near South Side",176574,1 
17,1703161,IL,"Chicago City (South)--Hyde Park, Grand Boulevard, Woodlawn, Douglas & Kenwood",142116,1 
17,1703162,IL,"Chicago City (Southwest)--New City, Lower West Side, Bridgeport & McKinley Park",140979,1 
17,1703163,IL,"Chicago City (Southwest)--South Lawndale, Brighton Park & Gage Park",155992,1 
17,1703164,IL,"Chicago City (Southwest)--Ashburn, Garfield Ridge, West Lawn, Clearing & West Elsdon",167262,1 
17,1703165,IL,"Chicago City (South)--Chicago Lawn, Greater Grand Crossing & West Englewood/Englewood",141418,1 
17,1703166,IL,"Chicago City (Southwest)--Auburn Gresham, Washington Heights, Morgan Park & Beverly P",129775,1 
17,1703167,IL,"Chicago City (South)--Roseland, Chatham, West Pullman, Calumet Heights & Avalon Park",135785,1 
17,1703168,IL,"Chicago City (South)--South Shore, South Chicago, East Side & South Deering",124876,1 
17,1703700,IL,DeKalb & Ogle Counties,152208,1 
17,1704301,IL,"DuPage County (Northwest)--Wayne, Bloomingdale (South) & Winfield (North) Townships P",174577,1 
17,1704302,IL,DuPage County (Northeast)--Addison & Bloomingdale (North) Townships,116589,1 
17,1704303,IL,DuPage County (East Central)--York Township,128425,1 
17,1704304,IL,DuPage County (Central)--Milton Township,120181,1 
17,1704305,IL,DuPage County (Southwest)--Naperville & Winfield (South) Townships,124144,1 
17,1704306,IL,DuPage County (South Central)--Lisle Township,119040,1 
17,1704307,IL,DuPage County (Southeast)--Downers Grove Township,149921,1 
17,1704900,IL,"Effingham, Fayette, Wayne, Richland, Lawrence, Clay & Jasper Counties",126003,1 
17,1707300,IL,"Henry, McDonough, Hancock, Warren, Mercer & Henderson Counties",133063,1 
17,1708901,IL,Kane County (West),132955,1 
17,1708902,IL,Kane County (Northeast)--Dundee & Elgin (North & Central) Townships,138572,1 
17,1708903,IL,"Kane County (East)--St. Charles, Batavia (East) & Geneva (East) Townships",118066,1 
17,1708904,IL,Kane County (Southeast)--Aurora Township,126929,1 
17,1709100,IL,Kankakee & Grundy Counties,160035,1 
17,1709300,IL,Kendall County,131869,1 
17,1709500,IL,"Knox, Woodford, Bureau, Marshall, Putnam & Stark Counties",144457,1 
17,1709701,IL,"Lake County (Northwest)--Avon, Lake Villa, Grant & Antioch Townships",159102,1 
17,1709702,IL,"Lake County (Northeast)--Waukegan, Zion, Benton & Newport Townships",140954,1 
17,1709703,IL,"Lake County (East Central)--Warren, Shields & Libertyville (North & West) Townships P",156052,1 
17,1709704,IL,"Lake County (Southwest)--Ela, Fremont, Wauconda & Cuba Townships",119629,1 
17,1709705,IL,"Lake County (Southeast)--Vernon, Moraine & West Deerfield Townships",138605,1 
17,1709900,IL,LaSalle & Livingston Counties,145473,1 
17,1711101,IL,"McHenry County (North, West & Central)",137984,1 
17,1711102,IL,"McHenry County (Southeast)--Algonquin, McHenry & Nunda Townships",172245,1 
17,1711300,IL,McLean County--Bloomington City & Normal Town,170954,1 
17,1711500,IL,Macon & Christian Counties--Decatur City,138030,1 
17,1711700,IL,"Macoupin, Morgan, Jersey, Cass, Greene, Scott & Calhoun Counties",133807,1 
17,1711901,IL,Madison County (West),139441,1 
17,1711902,IL,Madison County (East),126418,1 
17,1712100,IL,"Marion, Jefferson, Clinton, Randolph, Bond & Washington Counties",172390,1 
17,1713500,IL,"Montgomery, Logan, Shelby, Piatt, De Witt, Moultrie & Menard Counties",136277,1 
17,1714300,IL,Peoria County--Peoria City,181830,1 
17,1716100,IL,Rock Island County,144672,1 
17,1716301,IL,St. Clair County (Northwest),166213,1 
17,1716302,IL,St. Clair (South & East) & Monroe Counties,126149,1 
17,1716500,IL,"South & Southeast Illinois--Saline, Union & Massac Counties",130756,1 
17,1716700,IL,Sangamon County--Springfield City,196343,1 
17,1717900,IL,Tazewell County,131343,1 
17,1719500,IL,"Whiteside, Stephenson, Lee, Jo Daviess & Carroll Counties",172203,1 
17,1719701,IL,Will County (Northwest)--Wheatland & DuPage Townships,176242,1 
17,1719702,IL,Will County (Northwest)--Plainfield & Lockport Townships,141080,1 
17,1719703,IL,Will County (West Central)--Joliet & Troy Townships,134906,1 
17,1719704,IL,"Will County (Northeast)--Frankfort, Homer & New Lenox (North) Townships",128787,1 
17,1719705,IL,Will County (South),115340,1 
17,1719900,IL,"Williamson, Jackson, Franklin & Perry Counties",178876,1 
17,1720101,IL,Winnebago County (Southeast & West)--Rockford City,195637,1 
18,1800101,IN,Lake County (Northwest)--Hammond & East Chicago Cities,108808,1 
18,1800102,IN,Lake County (Northeast)--Gary City & Griffith Town,119070,1 
18,1800103,IN,Lake County (Central),121541,1 
18,1800104,IN,Lake County (South),149281,1 
18,1800200,IN,Porter County,173215,1 
18,1800300,IN,LaPorte County,112417,1 
18,1800401,IN,St. Joseph County (North)--South Bend City,117392,1 
18,1800402,IN,St. Joseph County (Outside South Bend City)--Mishawaka City,155520,1 
18,1800501,IN,Elkhart County--Elkhart City,107003,1 
18,1800502,IN,Elkhart County (Outside Elkhart City)--Goshen City,100044,1 
18,1800600,IN,"Noble, DeKalb, LaGrange & Steuben Counties",165603,1 
18,1800700,IN,"Jasper, Starke, Fulton, Newton & Pulaski Counties",103113,1 
18,1800800,IN,Kosciusko & Marshall Counties,126335,1 
18,1800900,IN,"Huntington, Whitley, Adams & Wells Counties",134842,1 
18,1801001,IN,Allen County (Central)--Fort Wayne City (South),134471,1 
18,1801002,IN,Allen County (Central)--Fort Wayne City (North),126299,1 
18,1801003,IN,Allen County (Outside Fort Wayne City),124640,1 
18,1801100,IN,"Montgomery, Clinton, White, Carroll & Benton Counties",124839,1 
18,1801200,IN,Tippecanoe County--Lafayette & West Lafayette Cities,186251,1 
18,1801300,IN,"Howard, Cass & Tipton Counties--Kokomo City",136887,1 
18,1801400,IN,"Grant, Miami & Wabash Counties",133612,1 
18,1801500,IN,"Henry, Randolph, Jay & Blackford Counties",106006,1 
18,1801600,IN,"Clay, Sullivan, Parke, Fountain, Vermillion & Warren Counties",103797,1 
18,1801700,IN,Vigo County--Terre Haute City,106153,1 
18,1801801,IN,Boone & Hamilton (Northwest) Counties,142883,1 
18,1801901,IN,Hamilton County (Central)--Carmel City & Fishers Town (West),133816,1 
18,1801902,IN,Hamilton County (East)--Noblesville City & Fishers Town (East),141580,1 
18,1802000,IN,Madison County--Anderson City,130129,1 
18,1802100,IN,Delaware County--Muncie City,111903,1 
18,1802200,IN,"Morgan, Putnam & Brown Counties",123981,1 
18,1802300,IN,Hendricks County,174788,1 
18,1802401,IN,Marion County--Pike & Washington (Northwest) Townships & Indianapolis City (Northwest,109582,1 
18,1802402,IN,Marion County--Washington Township (South & East) & Indianapolis City (North),112126,1 
18,1802403,IN,"Marion County--Lawrence Township, Indianapolis (Northeast) & Lawrence Cities",122321,1 
18,1802404,IN,Marion County--Wayne & Decatur (Northwest) Townships & Indianapolis City (West),153342,1 
18,1802405,IN,Marion County--Center Township & Indianapolis City (Central),153549,1 
18,1802406,IN,Marion County--Warren & Franklin Townships & Indianapolis City (East & Southeast) PUM,172462,1 
18,1802407,IN,Marion County--Perry & Decatur (South & East) Townships & Indianapolis City (South) P,153821,1 
18,1802500,IN,Johnson County--Greenwood City,161765,1 
18,1802600,IN,Hancock & Shelby Counties,124895,1 
18,1802700,IN,"Wayne, Fayette, Rush & Union Counties",113790,1 
18,1802800,IN,"Greene, Daviess, Owen, Orange & Martin Counties",160195,1 
18,1802900,IN,Monroe County--Bloomington City,139718,1 
18,1803000,IN,Bartholomew & Jackson Counties--Columbus City,128636,1 
18,1803100,IN,"Jefferson, Jennings, Decatur & Scott Counties",111616,1 
18,1803200,IN,"Dearborn, Franklin, Ripley, Switzerland & Ohio Counties",118136,1 
18,1803300,IN,"Warrick, Gibson & Posey Counties",122131,1 
18,1803400,IN,Vanderburgh County--Evansville City,180136,1 
18,1803500,IN,"Dubois, Knox, Spencer, Perry, Pike & Crawford Counties",141675,1 
18,1803600,IN,"Floyd, Harrison & Washington Counties",148320,1 
18,1803700,IN,Clark County--Jeffersonville City,121093,1 
19,1900100,IA,"Sioux, Clay, Dickinson, OBrien, Lyon, Emmet, Palo Alto & Osceola Counties",120651,1 
19,1900200,IA,"Cerro Gordo, Floyd, Kossuth, Hancock, Winnebago, Mitchell & Worth Counties",113064,1 
19,1900301,IA,Linn County outside Cedar Rapids City,109706,1 
19,1900302,IA,Cedar Rapids City,120593,1 
19,1900400,IA,"Bremer, Winneshiek, Fayette, Clayton, Allamakee, Chickasaw & Howard Counties",117152,1 
19,1900500,IA,Black Hawk County--Waterloo & Cedar Falls Cities,131144,1 
19,1900600,IA,"Webster, Hardin, Hamilton, Butler, Wright, Grundy, Franklin & Humboldt Counties",128138,1 
19,1900700,IA,"Dubuque, Buchanan, Jackson & Delaware Counties--Dubuque City",156804,1 
19,1900800,IA,"Clinton, Muscatine, Jones & Cedar Counties",128846,1 
19,1900900,IA,Scott County--Davenport City,174669,1 
19,1901100,IA,Johnson County--Iowa City,152854,1 
19,1901200,IA,"Marshall, Benton, Poweshiek, Tama & Iowa Counties",118139,1 
19,1901300,IA,Story & Boone Counties,125252,1 
19,1901400,IA,"Jasper, Marion, Warren Counties",123630,1 
19,1901501,IA,Polk County (West),165760,1 
19,1901502,IA,Polk County (East)--Ankeny & Altoona Cities,137794,1 
19,1901503,IA,Des Moines City,188847,1 
19,1901600,IA,"Dallas, Madison Counties",116226,1 
19,1901800,IA,Southern Iowa,110965,1 
19,1901900,IA,"Northwest Central Iowa--Storm Lake, Denison & Cherokee Region",121112,1 
19,1902000,IA,Woodbury & Plymouth Counties--Sioux City,131639,1 
19,1902100,IA,Southwest Iowa--Council Bluffs City,171399,1 
19,1902200,IA,"Wapello, Mahaska, Washington, Jefferson, Keokuk, Davis & Van Buren Counties",122201,1 
19,1902300,IA,"Des Moines, Lee, Henry & Louisa Counties",103784,1 
20,2000100,KS,Northwest Kansas,107362,1 
20,2000200,KS,North Central Kansas--Salina City,144147,1 
20,2000300,KS,"Riley, Geary & Pottawatomie Counties--Manhattan City",134046,1 
20,2000400,KS,Wyandotte County--Kansas City,169245,1 
20,2000501,KS,Shawnee County (Central)--Topeka City,131988,1 
20,2000601,KS,Shawnee (Outside Topeka City) & Northeast Kansas,134530,1 
20,2000700,KS,Douglas County--Lawrence City,118785,1 
20,2000801,KS,"Johnson County (Northwest)--Shawnee, Lenexa & De Soto Cities",125546,1 
20,2000802,KS,"Johnson County (Northeast)--Overland Park (North), Prairie Village & Merriam",154945,1 
20,2000803,KS,Johnson County (Southeast)--Blue Valley Region,158255,1 
20,2000804,KS,"Johnson County (Southwest)--Olathe, Gardner, Spring Hill & Edgerton Cities",171117,1 
20,2000900,KS,"Leavenworth, Miami & Linn County",125663,1 
20,2001000,KS,Southeast Kansas,155140,1 
20,2001101,KS,Flint Hills Region--Emporia City,135119,1 
20,2001201,KS,Sedgwick (Northeast) & Butler (North & East) Counties--Wichita City (Northeast),168554,1 
20,2001301,KS,Sedgwick (Northwest) & Harvey Counties--Wichita (Northwest) & Newton Cities,168184,1 
20,2001401,KS,Sedgwick County (Central)--Wichita City (Central),120404,1 
20,2001501,KS,Sedgwick (South) & Butler (Southwest) Counties--Wichita (South) & Derby Cities,168086,1 
20,2001600,KS,Central Kansas--Hutchinson City,101548,1 
20,2001701,KS,South Central Kansas,109405,1 
20,2001800,KS,"Southwest Kansas--Dodge City, Garden City & Liberal City",135811,1 
21,2100100,KY,Purchase Area Development District,196876,1 
21,2100200,KY,Pennyrile Area Development District (North),106878,1 
21,2100300,KY,Pennyrile Area Development District (South),107732,1 
21,2100400,KY,Barren River Area Development District (Outer),177508,1 
21,2100500,KY,Barren River Area Development District (Central)--Warren County,134554,1 
21,2100600,KY,Lake Cumberland Area Development District (West),105106,1 
21,2100700,KY,Lake Cumberland Area Development District (East),101477,1 
21,2100800,KY,Cumberland Valley Area Development District (North),111950,1 
21,2100900,KY,Cumberland Valley Area Development District (South),117833,1 
21,2101000,KY,Kentucky River Area Development District,106511,1 
21,2101100,KY,Big Sandy Area Development District,140215,1 
21,2101200,KY,Lincoln Trail Area Development District (East/West),170068,1 
21,2101300,KY,Lincoln Trail Area Development District (Central)--Hardin County,110702,1 
21,2101400,KY,Green River Area Development District (Outer),113497,1 
21,2101500,KY,Green River Area Development District (Central)--Daviess County,103312,1 
21,2101600,KY,KIPDA Area Development District (South),101707,1 
21,2101701,KY,KIPDA Area Development District (Central)--Louisville/Jefferson Co (Northwest),139656,1 
21,2101702,KY,KIPDA Area Development District (Central)--Louisville/Jefferson Co (North Central),102528,1 
21,2101703,KY,KIPDA Area Development District (Central)--Louisville/Jefferson Co (Northeast),118162,1 
21,2101704,KY,KIPDA Area Development District (Central)--Louisville/Jefferson Co (Southeast),139866,1 
21,2101705,KY,KIPDA Area Development District (Central)--Louisville/Jefferson Co (South Central),134847,1 
21,2101706,KY,KIPDA Area Development District (Central)--Louisville/Jefferson Co (Southwest),147910,1 
21,2101800,KY,KIPDA Area Development District (Northeast),139824,1 
21,2101901,KY,Bluegrass Area Development District (Central)--Lexington-Fayette County (Central),113590,1 
21,2101902,KY,Bluegrass Area Development District (Central)--Lexington-Fayette County (North),107462,1 
21,2101903,KY,Blugrass Area Development District (Central)--Lexington-Fayette County (South),101518,1 
21,2102000,KY,Bluegrass Area Development District (West),124905,1 
21,2102100,KY,Bluegrass Area Development District (South),124833,1 
21,2102200,KY,Bluegrass Area Development District (Southeast),119993,1 
21,2102300,KY,Bluegrass Area Development District (Northeast),140608,1 
21,2102400,KY,Northern Kentucky Area Development District (North Central)--Kenton County,169064,1 
21,2102500,KY,Northern Kentucky Area Development District (Northwest)--Boone County,135968,1 
21,2102600,KY,Northern Kentucky Area Development District (Outer),163439,1 
21,2102700,KY,Buffalo Trace & Gateway Area Development Districts,141240,1 
21,2102800,KY,FIVCO Area Development District,134497,1 
22,2200101,LA,Coordinating & Development Corporation 1--Shreveport City (North),116543,1 
22,2200102,LA,Coordinating & Development Corporation 2--Shreveport City (South),121305,1 
22,2200200,LA,Coordinating & Development Corporation 3--Bossier & Webster Parishes,165713,1 
22,2200300,LA,Coordinating & Development Corporation 4--Northwest Louisiana,169649,1 
