puma22,metdiv20,stab,MetDivName,PUMA22name,pop20,afact
5119100,99999,VA,[not in any metro division],Mount Rogers Planning District Commission,186722,1 
5151000,47894,VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Alexandria City,159467,1 
5154001,99999,VA,[not in any metro division],Thomas Jefferson Planning District Commission (North),138869,1 
5155001,99999,VA,[not in any metro division],Chesapeake City (Northeast),110932,1 
5155002,99999,VA,[not in any metro division],Chesapeake City (South & West),126040,1 
5160001,47894,VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Fairfax County (Central)--Fairfax City & Burke,160436,1 
5161001,47894,VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Fairfax County (Northeast)--McLean & Idylwood,121000,1 
5165000,99999,VA,[not in any metro division],Hampton City,137148,1 
5168000,99999,VA,[not in any metro division],Virginias Region 2000 (South)--Campbell County & Lynchburg City,134705,1 
5168701,47894,VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV","Manassas, Manassas Park Cities & Prince William County (Central)--Buckhall & Sudley",135081,1 
5170000,99999,VA,[not in any metro division],Newport News City,186247,1 
5171001,99999,VA,[not in any metro division],Norfolk City (North),104087,1 
5171002,99999,VA,[not in any metro division],Norfolk City (South),133918,1 
5174001,99999,VA,[not in any metro division],Portsmouth & Northern Chesapeake Cities,110365,1 
5176001,99999,VA,[not in any metro division],Richmond City (North & West),115546,1 
5176002,99999,VA,[not in any metro division],Richmond City (South & East),111064,1 
5177001,99999,VA,[not in any metro division],"Roanoke Valley-Alleghany Regional Commission (Roanoke, Salem Cities & Vinton Town)",133399,1 
5180000,99999,VA,[not in any metro division],"Isle of Wight, Southampton Counties, Suffolk & Franklin Cities",159106,1 
5181001,99999,VA,[not in any metro division],Virginia Beach City (North),148847,1 
5181002,99999,VA,[not in any metro division],Virginia Beach City (Central),179008,1 
5181003,99999,VA,[not in any metro division],Virginia Beach City (South),131615,1 
5320501,99999,WA,[not in any metro division],"Walla Walla, Benton (Outer) & Franklin (Outer) Counties",116996,1 
5320502,99999,WA,[not in any metro division],Benton County (East Central)--Kennewick & Richland (South) Cities,124186,1 
5320503,99999,WA,[not in any metro division],"Franklin & Benton Counties--Pasco, Richland (North) & West Richland Cities",125024,1 
5320700,99999,WA,[not in any metro division],Chelan & Douglas Counties,122012,1 
5320900,99999,WA,[not in any metro division],Clallam & Jefferson Counties,110132,1 
5321101,99999,WA,[not in any metro division],Clark County (North)--Battle Ground City & Orchards,136605,1 
5321102,99999,WA,[not in any metro division],"Clark County (Southeast)--Vancouver (East), Camas & Washougal Cities",119034,1 
5321103,99999,WA,[not in any metro division],Clark County (Southwest)--Vancouver City (West & Central),121148,1 
5321104,99999,WA,[not in any metro division],Clark County (West Central)--Salmon Creek & Hazel Dell,126524,1 
5321500,99999,WA,[not in any metro division],"Cowlitz, Pacific, & Wahkiakum Counties",138517,1 
5322500,99999,WA,[not in any metro division],Grant & Kittitas Counties,143460,1 
5322700,99999,WA,[not in any metro division],Grays Harbor & Mason Counties,141362,1 
5322900,99999,WA,[not in any metro division],Island & San Juan Counties,104645,1 
5323301,42644,WA,"Seattle-Bellevue-Kent, WA","King County (Northwest)--Shoreline, Kenmore & Bothell (South) Cities",128948,1 
5323302,42644,WA,"Seattle-Bellevue-Kent, WA","King County (Northeast)--Snoqualmie City, Cottage Lake, Union Hill & Novelty Hill",121656,1 
5323303,42644,WA,"Seattle-Bellevue-Kent, WA","King County (Northwest)--Redmond, Kirkland Cities, Ingelwood & Finn Hill",157802,1 
5323304,42644,WA,"Seattle-Bellevue-Kent, WA",King County (Northwest Central)--Greater Bellevue City,154624,1 
5323305,42644,WA,"Seattle-Bellevue-Kent, WA","King County (Central)--Sammamish, Issaquah, Mercer Island & Newcastle Cities",158004,1 
5323306,42644,WA,"Seattle-Bellevue-Kent, WA","King County (Southeast)--Maple Valley, Covington & Enumclaw Cities",128296,1 
5323307,42644,WA,"Seattle-Bellevue-Kent, WA",King County (Southwest)--Auburn City & Lakeland,127864,1 
5323308,42644,WA,"Seattle-Bellevue-Kent, WA","King County (Far Southwest)--Federal Way, Des Moines Cities & Vashon Island",135262,1 
5323309,42644,WA,"Seattle-Bellevue-Kent, WA",King County (Southwest Central)--Kent City,137026,1 
5323310,42644,WA,"Seattle-Bellevue-Kent, WA","King County (Central)--Renton City, Fairwood, Bryn Mawr & Skyway",143320,1 
5323311,42644,WA,"Seattle-Bellevue-Kent, WA","King County (West Central)--Burien, SeaTac, Tukwila Cities & White Center",139846,1 
5323312,42644,WA,"Seattle-Bellevue-Kent, WA",Seatle City (West Seattle-Industrial),104706,1 
5323313,42644,WA,"Seattle-Bellevue-Kent, WA",Seattle City (Southeast),100338,1 
5323314,42644,WA,"Seattle-Bellevue-Kent, WA",Seattle City (Central),102741,1 
5323315,42644,WA,"Seattle-Bellevue-Kent, WA",Seattle City (Lake Union-Downtown),101111,1 
5323316,42644,WA,"Seattle-Bellevue-Kent, WA",Seattle City (Northwest),104424,1 
5323317,42644,WA,"Seattle-Bellevue-Kent, WA",Seattle City (Northeast),114016,1 
5323318,42644,WA,"Seattle-Bellevue-Kent, WA",Seattle City (North),109691,1 
5323501,99999,WA,[not in any metro division],Kitsap County (North)--Bainbridge Island City & Silverdale,133368,1 
5323502,99999,WA,[not in any metro division],Kitsap County (South)--Bremerton & Port Orchard Cities,142243,1 
5324100,99999,WA,[not in any metro division],"Lewis, Klickitat & Skamania Counties",116920,1 
5325301,45104,WA,"Tacoma-Lakewood, WA",Tacoma City (North),116310,1 
5325302,45104,WA,"Tacoma-Lakewood, WA",Tacoma City (South),100645,1 
5325303,45104,WA,"Tacoma-Lakewood, WA","Pierce County (North Central)--Bonney Lake, Edgewood, Fife & Sumner Cities",103643,1 
5325304,45104,WA,"Tacoma-Lakewood, WA","Pierce County (Southeast)--Graham, Elk Plain & Prairie Ridge",128920,1 
5325305,45104,WA,"Tacoma-Lakewood, WA",Pierce County (East Central)--Puyallup City & South Hill,139409,1 
5325306,45104,WA,"Tacoma-Lakewood, WA",Pierce County (South Central)--Parkland & Spanaway,108181,1 
5325307,45104,WA,"Tacoma-Lakewood, WA",Pierce County (West Central)--Lakewood & University Place Cities,111218,1 
5325308,45104,WA,"Tacoma-Lakewood, WA",Pierce County (Northwest)--Peninsula Region & JBLM,112804,1 
5325701,99999,WA,[not in any metro division],Skagit County,129523,1 
5326101,42644,WA,"Seattle-Bellevue-Kent, WA",Snohomish County (North)--Marysville & Arlington Cities,152934,1 
5326102,42644,WA,"Seattle-Bellevue-Kent, WA",Snohomish County (Central & Southeast)--Lake Stevens & Monroe Cities,146525,1 
5326103,42644,WA,"Seattle-Bellevue-Kent, WA","Snohomish County (South Central)--Bothell (North), Mill Creek Cities & Silver Firs",143321,1 
5326104,42644,WA,"Seattle-Bellevue-Kent, WA","Snohomish County (Southwest)--Edmonds, Lynnwood & Mountlake Terrace Cities",123039,1 
5326105,42644,WA,"Seattle-Bellevue-Kent, WA",Snohomish County (West Central)--Mukilteo & Martha Lake,107454,1 
5326106,42644,WA,"Seattle-Bellevue-Kent, WA",Snohomish County (Central)--Everett City & Eastmont,154684,1 
5326301,99999,WA,[not in any metro division],Spokane County (Outer)--Cheney City,117429,1 
5326302,99999,WA,[not in any metro division],Spokane County (East Central)--Greater Spokane Valley City,146504,1 
5326303,99999,WA,[not in any metro division],Spokane County (South Central)--Spokane City (South),138026,1 
5326304,99999,WA,[not in any metro division],Spokane County (North Central)--Spokane City (North),137380,1 
5326500,99999,WA,[not in any metro division],"Stevens, Okanogan, Pend Oreille & Ferry Counties",109128,1 
5326701,99999,WA,[not in any metro division],Thurston County (Outer),116153,1 
5326702,99999,WA,[not in any metro division],"Thurston County (Central)--Olympia, Lacey, & Tumwater Cities",178640,1 
5327301,99999,WA,[not in any metro division],"Whatcom County (Outer)--Lynden, Ferndale & Blaine Cities",113025,1 
5327302,99999,WA,[not in any metro division],Whatcom County (South)--Greater Bellingham City,113822,1 
5327500,99999,WA,[not in any metro division],"Whitman, Asotin, Adams, Lincoln, Columbia & Garfield Counties",107985,1 
5327701,99999,WA,[not in any metro division],Yakima County (Outer)--Sunnyside & Grandview Cities,126924,1 
5327702,99999,WA,[not in any metro division],Yakima County (Central)--Greater Yakima City,129804,1 
5400100,99999,WV,[not in any metro division],"Ohio, Marshall, Hancock, Brooke Counties",124670,1 
5400200,99999,WV,[not in any metro division],"Wood, Wetzel, Ritchie, Tyler, Doddridge, Pleasants, Wirt Counties",136150,1 
5400300,99999,WV,[not in any metro division],"Monongalia, Marion, Preston Counties",196243,1 
5400400,47894,WV,"Washington-Arlington-Alexandria, DC-VA-MD-WV","Berkeley, Jefferson Counties",57701,0.321 
5400400,99999,WV,[not in any metro division],"Berkeley, Jefferson Counties",122076,0.679 
5400500,99999,WV,[not in any metro division],"Mineral, Hampshire, Morgan, Hardy, Grant, Tucker, Pendleton Counties",105274,1 
5400600,99999,WV,[not in any metro division],"Harrison, Randolph, Upshur, Lewis, Taylor, Barbour Counties",166872,1 
5400700,99999,WV,[not in any metro division],"Jackson, Nicholas, Roane, Braxton, Clay, Gilmer, Calhoun Counties",100558,1 
5400800,99999,WV,[not in any metro division],"Cabell, Putnam, Mason Counties",177243,1 
5400900,99999,WV,[not in any metro division],Kanawha County,180745,1 
5401000,99999,WV,[not in any metro division],"Raleigh, Fayette Counties",115079,1 
5401100,99999,WV,[not in any metro division],"Mercer, Greenbrier, Monroe, Summers, Webster, Pocahontas Counties",133223,1 
5401200,99999,WV,[not in any metro division],"Wayne, Logan, Mingo, Boone, Wyoming, Lincoln, McDowell Counties",177882,1 
5500100,99999,WI,[not in any metro division],Northwest Wisconsin Counties,182057,1 
5500200,99999,WI,[not in any metro division],"Oneida, Lincoln, Vilas, Langlade & Forest Counties",117977,1 
5500300,99999,WI,[not in any metro division],"Marinette, Shawano, Oconto, Florence & Menominee Counties",130531,1 
5500400,99999,WI,[not in any metro division],Outagamie County,190705,1 
5500501,99999,WI,[not in any metro division],Brown County--City of Green Bay,108403,1 
5500502,99999,WI,[not in any metro division],Brown County--Outer Ring of Green Bay City,160337,1 
5500600,99999,WI,[not in any metro division],"Manitowoc, Door & Kewaunee Counties",131988,1 
5500700,99999,WI,[not in any metro division],Sheboygan County,118034,1 
5500800,99999,WI,[not in any metro division],Fond du Lac & Calumet Counties,156596,1 
5500900,99999,WI,[not in any metro division],Winnebago County,171730,1 
5501000,99999,WI,[not in any metro division],"Waupaca, Waushara, Green Lake & Marquette Counties",110942,1 
5501100,99999,WI,[not in any metro division],"Wood, Portage & Adams Counties",165238,1 
5501200,99999,WI,[not in any metro division],Marathon County,138013,1 
5501300,99999,WI,[not in any metro division],"Barron, Polk, Clark & Chippewa (Eastern, North & NW Towns) Counties",157441,1 
5501400,99999,WI,[not in any metro division],Eau Claire County & SW Chippewa County,140913,1 
5501500,99999,WI,[not in any metro division],St. Croix & Dunn Counties,138976,1 
5501600,99999,WI,[not in any metro division],"Pierce, Trempealeau, Jackson, Buffalo & Pepin Counties",114752,1 
5501700,99999,WI,[not in any metro division],La Crosse County,120784,1 
5501800,99999,WI,[not in any metro division],"Monroe, Vernon, Juneau & Crawford Counties",119819,1 
5501900,99999,WI,[not in any metro division],"Grant, Green, Iowa, Richland & Lafayette Counties",146655,1 
5502000,99999,WI,[not in any metro division],Sauk & Columbia Counties,124253,1 
5502101,99999,WI,[not in any metro division],Dane County--City of Madison (Central),104115,1 
5502102,99999,WI,[not in any metro division],"Dane County--Cities of Madison/Middleton/Monona, Villages of Shorewood/Maple Bluff",128721,1 
5502103,99999,WI,[not in any metro division],Dane County--Cities of Fitchburg & Verona and other near-S/SW/W/NW suburban MCDs,108135,1 
5502104,99999,WI,[not in any metro division],"Dane County--Sun Prairie, Waunakee, McFarland & other near-N/NE/E/SE suburban MCDs",100199,1 
5502105,99999,WI,[not in any metro division],Dane County--Rural & Outlying MCDs,120334,1 
5502200,99999,WI,[not in any metro division],Rock County,163687,1 
5502300,99999,WI,[not in any metro division],Dodge & Jefferson Counties,174296,1 
5502400,99999,WI,[not in any metro division],Walworth County,106478,1 
5502501,99999,WI,[not in any metro division],"Waukesha County--West and South Cities, Towns and Villages",118650,1 
5502502,99999,WI,[not in any metro division],"Waukesha County--Waukesha, Pewaukee, Sussex Area",124315,1 
5502503,99999,WI,[not in any metro division],"Waukesha County--Brookfield, New Berlin, Menomonee Falls, Muskego, Elm Grove & Butler PU",164013,1 
5502600,99999,WI,[not in any metro division],Washington & Ozaukee Counties,228264,1 
5502801,99999,WI,[not in any metro division],Milwaukee County--City of Milwaukee Northwest,104248,1 
5502802,99999,WI,[not in any metro division],Milwaukee County--City of Milwaukee East Side & Northern Suburbs,117113,1 
5502803,99999,WI,[not in any metro division],Milwaukee County--City of Milwaukee Central,101315,1 
5502804,99999,WI,[not in any metro division],Milwaukee County--City of Milwaukee North Central,103279,1 
5502805,99999,WI,[not in any metro division],Milwaukee County--City of Milwaukee South Central,104125,1 
5502806,99999,WI,[not in any metro division],Milwaukee County--City of Milwaukee South,114988,1 
5502807,99999,WI,[not in any metro division],Milwaukee County--Western Suburbs,172948,1 
5502808,99999,WI,[not in any metro division],Milwaukee County--Southern Suburbs,121473,1 
5502900,99999,WI,[not in any metro division],Racine County,197727,1 
5503000,29404,WI,"Lake County-Kenosha County, IL-WI",Kenosha County,169151,1 
5600100,99999,WY,[not in any metro division],"Sheridan, Park, Teton, Lincoln & Big Horn Counties",114978,1 
5600200,99999,WY,[not in any metro division],"Campbell, Goshen, Platte, Johnson, Washakie, Weston, Crook & Niobrara Counties",100747,1 
5600300,99999,WY,[not in any metro division],Laramie County,100512,1 
5600400,99999,WY,[not in any metro division],"Natrona, Carbon, Converse & Albany Counties",145309,1 
5600500,99999,WY,[not in any metro division],"Sweetwater, Fremont, Uinta, Sublette & Hot Springs Counties--Wind River Reservation",115305,1 
7200100,99999,PR,[not in any metro division],"Aguadilla, Aguada & Moca",145884,1 
7200200,99999,PR,[not in any metro division],"MayagÃ¼ez, AÃ±asco & Hormigueros",114327,1 
