puma22,metdiv23,stab,MetDivName,PUMA22name,hus20,afact
0605924,11244,CA,"Anaheim-Santa Ana-Irvine, CA",Orange County (Central)--Irvine City (South),40383,1 
0605925,11244,CA,"Anaheim-Santa Ana-Irvine, CA","Orange County (West Central)--Newport Beach, Aliso Viejo & Laguna Woods Cities",89752,1 
0605926,11244,CA,"Anaheim-Santa Ana-Irvine, CA",Orange County (South Central)--Mission Viejo and Laguna Hills Cities,43916,1 
0605927,11244,CA,"Anaheim-Santa Ana-Irvine, CA",Orange County (Southeast)--Rancho Santa Margarita City & Ladera Ranch,39087,1 
0605928,11244,CA,"Anaheim-Santa Ana-Irvine, CA","Orange County (Southwest)--San Clemente, Laguna Niguel & San Juan Capistrano Cities P",78296,1 
0606101,99999,CA,[not in any metro division],Placer County (Southwest)--Roseville City,59652,1 
0606102,99999,CA,[not in any metro division],"Placer County (Central)--Rocklin, Lincoln Cities & Loomis Town",50369,1 
0606103,99999,CA,[not in any metro division],Placer County (East/High Country Region)--Auburn & Colfax Cities,62335,1 
0606501,99999,CA,[not in any metro division],"Riverside County (East)--Indio, Coachella, Blythe & La Quinta (East) Cities",66080,1 
0606502,99999,CA,[not in any metro division],"Riverside County (Central)--Cathedral City, Palm Springs & Rancho Mirage Cities",84406,1 
0606507,99999,CA,[not in any metro division],"Riverside County (North Central)--San Jacinto, Beaumont, Banning & Calimesa Cities PU",59955,1 
0606509,99999,CA,[not in any metro division],"Riverside County (West Central)--Perris City, Temescal Valley & Mead Valley",36346,1 
0606511,99999,CA,[not in any metro division],Riverside County (Northwest)--Riverside City (West),52712,1 
0606514,99999,CA,[not in any metro division],Riverside County (Northwest)--Jurupa Valley & Eastvale Cities,46867,1 
0606515,99999,CA,[not in any metro division],"Riverside County (Central)--Palm Desert, La Quinta (West) & Desert Hot Springs Cities",90369,1 
0606516,99999,CA,[not in any metro division],Riverside County (Southwest)--Lake Elsinore & Canyon Lake Cities,33604,1 
0606517,99999,CA,[not in any metro division],Riverside County (Southwest)--Menifee City,40444,1 
0606518,99999,CA,[not in any metro division],Riverside County (Northwest)--Moreno Valley City (North),30237,1 
0606519,99999,CA,[not in any metro division],Riverside County (Northwest)--Moreno Valley City (South),27169,1 
0606520,99999,CA,[not in any metro division],Riverside County (Northwest)--Riverside City (East),49738,1 
0606521,99999,CA,[not in any metro division],"Riverside County (West Central)--Corona City (South), Woodcrest & Home Gardens",31582,1 
0606522,99999,CA,[not in any metro division],Riverside County (West Central)--Corona (Northwest) & Norco Cities,42816,1 
0606523,99999,CA,[not in any metro division],Riverside County (Southwest)--Temecula City,47726,1 
0606524,99999,CA,[not in any metro division],Riverside County (Southwest)--Murrieta & Wildomar Cities,59376,1 
0606525,99999,CA,[not in any metro division],Riverside County (Southwest)--Hemet City & East Hemet,49122,1 
0606701,99999,CA,[not in any metro division],Sacramento County (North Central)--Citrus Heights City,45714,1 
0606703,99999,CA,[not in any metro division],"Sacramento County (North Central)--Arden-Arcade, Carmichael & Fair Oaks (West)",50080,1 
0606704,99999,CA,[not in any metro division],"Sacramento County (North Central)--North Highlands, Foothill Farms & McClellan Park P",52525,1 
0606705,99999,CA,[not in any metro division],Sacramento County (Northwest)--Sacramento City (Northwest/Natomas),45801,1 
0606706,99999,CA,[not in any metro division],"Sacramento County (North)--Sacramento City (North), Antelope & Rio Linda",39260,1 
0606707,99999,CA,[not in any metro division],Sacramento County (West)--Sacramento City (Central/Downtown & Midtown),63979,1 
0606709,99999,CA,[not in any metro division],"Sacramento County--Sacramento City (Southwest/Pocket, Meadowview & North Laguna)",51716,1 
0606712,99999,CA,[not in any metro division],"Sacramento County (Northeast)--Folsom City, Orangevale & Fair Oaks (East)",45113,1 
0606713,99999,CA,[not in any metro division],Sacramento County (Central)--Rancho Cordova City,41194,1 
0606714,99999,CA,[not in any metro division],"Sacramento County--Sacramento City (Southeast/Fruitridge, Avondale & Depot Park)",49648,1 
0606715,99999,CA,[not in any metro division],Sacramento County (Central)--Elk Grove City (West),34279,1 
0606716,99999,CA,[not in any metro division],Sacramento County (Central)--Elk Grove City (East),33066,1 
0606717,99999,CA,[not in any metro division],"Sacramento County--Galt, Isleton Cities, Delta Region & Rural",35176,1 
0607101,99999,CA,[not in any metro division],San Bernardino County (Northeast)--Twentynine Palms & Barstow Cities,64590,1 
0607102,99999,CA,[not in any metro division],San Bernardino County (West Central)--Victorville & Adelanto Cities,54767,1 
0607103,99999,CA,[not in any metro division],San Bernardino County (West Central)--Hesperia City & Apple Valley Town,60200,1 
0607104,99999,CA,[not in any metro division],"San Bernardino County (Southwest)--Phelan, Lake Arrowhead & Big Bear City",73978,1 
0607105,99999,CA,[not in any metro division],San Bernardino County (Southwest)--Redlands & Yucaipa Cities,54939,1 
0607107,99999,CA,[not in any metro division],San Bernardino County (Southwest)--San Bernardino City (East),33882,1 
0607108,99999,CA,[not in any metro division],San Bernardino County (Southwest)--San Bernardino City (West),51270,1 
0607110,99999,CA,[not in any metro division],San Bernardino County (Southwest)--Fontana City (East),29910,1 
0607111,99999,CA,[not in any metro division],San Bernardino County (Southwest)--Rancho Cucamonga City,60130,1 
0607112,99999,CA,[not in any metro division],San Bernardino County (Southwest)--Upland & Montclair Cities,42508,1 
0607115,99999,CA,[not in any metro division],San Bernardino County (Southwest)--Fontana City (West),31539,1 
0607116,99999,CA,[not in any metro division],"San Bernardino County (Southwest)--Colton, Loma Linda & Grand Terrace Cities",36623,1 
0607117,99999,CA,[not in any metro division],San Bernardino County (Southwest)--Rialto City,29446,1 
0607118,99999,CA,[not in any metro division],San Bernardino County (Southwest)--Ontario City,55011,1 
0607119,99999,CA,[not in any metro division],San Bernardino County (Southwest)--Chino & Chino Hills Cities,53106,1 
0607301,99999,CA,[not in any metro division],San Diego County (Northwest)--Oceanside City & Camp Pendleton,68478,1 
0607302,99999,CA,[not in any metro division],"San Diego County (North & East)--Fallbrook, Alpine & Valley Center",49852,1 
0607306,99999,CA,[not in any metro division],San Diego County (Northwest)--Escondido City (East),46222,1 
0607307,99999,CA,[not in any metro division],"San Diego County (Central)--Lakeside, Winter Gardens & Ramona",40230,1 
0607308,99999,CA,[not in any metro division],San Diego County (Central)--San Diego (Northeast/Rancho Bernardo) & Poway Cities,48880,1 
0607310,99999,CA,[not in any metro division],San Diego County (West)--San Diego City (Southwest/Central Coastal),82199,1 
0607311,99999,CA,[not in any metro division],San Diego County (West Central)--San Diego City (Northwest/Del Mar Mesa),44350,1 
0607312,99999,CA,[not in any metro division],San Diego County (Central)--San Diego City (Central/Mira Mesa & University Heights) P,45081,1 
0607313,99999,CA,[not in any metro division],San Diego County (Central)--El Cajon & Santee Cities,66703,1 
0607314,99999,CA,[not in any metro division],San Diego County (Central)--San Diego (East Central/Navajo) & La Mesa Cities,66275,1 
0607315,99999,CA,[not in any metro division],San Diego County (West Central)--San Diego City (Central/Clairemont & Kearny Mesa) PU,69070,1 
0607316,99999,CA,[not in any metro division],San Diego County (South Central)--San Diego City (Central/Centre City & Balboa Park),95224,1 
0607317,99999,CA,[not in any metro division],San Diego County (South Central)--San Diego City (Central/Mid-City),61328,1 
0607322,99999,CA,[not in any metro division],San Diego County (South)--San Diego City (South/Otay Mesa & South Bay),41331,1 
0607323,99999,CA,[not in any metro division],San Diego County (Northwest)--Vista City,38914,1 
0607324,99999,CA,[not in any metro division],San Diego County (Northwest)--Carlsbad City,54359,1 
0607325,99999,CA,[not in any metro division],San Diego County (Northwest)--San Marcos & Escondido (West) Cities,44884,1 
0607326,99999,CA,[not in any metro division],San Diego County (West)--San Diego (Northwest/San Dieguito) & Encinitas Cities,68160,1 
0607327,99999,CA,[not in any metro division],San Diego County (South)--San Diego City (Southeast/Encanto & Skyline),42420,1 
0607328,99999,CA,[not in any metro division],"San Diego County (South Central)--Lemon Grove City, La Presa & Spring Valley",43835,1 
0607329,99999,CA,[not in any metro division],San Diego County (Southwest)--Sweetwater Region--Chula Vista City (East),52118,1 
0607330,99999,CA,[not in any metro division],San Diego County (Southwest)--Chula Vista (West) & National City Cities,58592,1 
0607507,41884,CA,"San Francisco-San Mateo-Redwood City, CA",San Francisco County (South Central)--Bayview & Hunters Point,34560,1 
0607508,41884,CA,"San Francisco-San Mateo-Redwood City, CA","San Francisco County (Northwest)--Richmond, Western Addition & Presidio",45236,1 
0607509,41884,CA,"San Francisco-San Mateo-Redwood City, CA","San Francisco County (Northeast)--Chinatown, North Beach & Russian Hill",70103,1 
0607510,41884,CA,"San Francisco-San Mateo-Redwood City, CA",San Francisco County (Southeast)--South of Market & Mission,55624,1 
0607511,41884,CA,"San Francisco-San Mateo-Redwood City, CA",San Francisco County (Southwest)--Central & Bernal Heights,63983,1 
0607512,41884,CA,"San Francisco-San Mateo-Redwood City, CA",San Francisco County (Southwest)--Outer Sunset & Inner Sunset,40165,1 
0607513,41884,CA,"San Francisco-San Mateo-Redwood City, CA",San Francisco County (Southwest)--Ingleside & South Central,37696,1 
0607514,41884,CA,"San Francisco-San Mateo-Redwood City, CA",San Francisco County (Northwest)--Western Addition & Marina,59261,1 
0607705,99999,CA,[not in any metro division],San Joaquin County (Central)--Stockton City (North),65127,1 
0607706,99999,CA,[not in any metro division],San Joaquin County (Central)--Stockton City (South),52213,1 
0607707,99999,CA,[not in any metro division],San Joaquin County (West)--Tracy City,38303,1 
0607708,99999,CA,[not in any metro division],"San Joaquin County (East)--Lodi, Ripon & Escalon Cities",57485,1 
0607709,99999,CA,[not in any metro division],San Joaquin County (South)--Lathrop & Manteca Cities,38325,1 
0607901,99999,CA,[not in any metro division],San Luis Obispo County (West)--Coastal Region,77745,1 
0607902,99999,CA,[not in any metro division],San Luis Obispo County (East)--Inland Region,45970,1 
0608101,41884,CA,"San Francisco-San Mateo-Redwood City, CA","San Mateo County (North Central)--Daly City, Pacifica Cities & Colma Town",48124,1 
0608102,41884,CA,"San Francisco-San Mateo-Redwood City, CA","San Mateo County (North Central)--South San Francisco, San Bruno & Brisbane Cities PU",43981,1 
0608103,41884,CA,"San Francisco-San Mateo-Redwood City, CA","San Mateo County (Central)--San Mateo (North), Burlingame & Millbrae Cities",43678,1 
0608104,41884,CA,"San Francisco-San Mateo-Redwood City, CA",San Mateo County (South & West)--San Mateo (South) & Half Moon Bay Cities,51908,1 
0608105,41884,CA,"San Francisco-San Mateo-Redwood City, CA","San Mateo County (East Central)--Redwood City, San Carlos & Belmont Cities",54730,1 
0608106,41884,CA,"San Francisco-San Mateo-Redwood City, CA","San Mateo County (Southeast)--Menlo Park, East Palo Alto Cities & Atherton Town",41272,1 
0608301,99999,CA,[not in any metro division],Santa Barbara County (Northwest)--Santa Maria City & Orcutt,39427,1 
0608302,99999,CA,[not in any metro division],"Santa Barbara County (North)--Lompoc, Guadalupe, Solvang & Buellton Cities",37866,1 
0608303,99999,CA,[not in any metro division],Santa Barbara County--South Coast Region,80986,1 
0608505,99999,CA,[not in any metro division],Santa Clara County (North Central)--San Jose City (East Central) & Alum Rock,29703,1 
0608506,99999,CA,[not in any metro division],"Santa Clara County (East)--Gilroy, Morgan Hill & San Jose (South) Cities",41485,1 
0608507,99999,CA,[not in any metro division],"Santa Clara County (Southwest)--Cupertino, Saratoga Cities & Los Gatos Town",53227,1 
0608508,99999,CA,[not in any metro division],Santa Clara County (Central)--San Jose (West Central) & Campbell Cities,54864,1 
0608510,99999,CA,[not in any metro division],Santa Clara County (Central)--San Jose City (Central),56415,1 
0608511,99999,CA,[not in any metro division],Santa Clara County (Central)--San Jose City (South Central/Branham) & Cambrian Park P,38583,1 
0608512,99999,CA,[not in any metro division],Santa Clara County (Central)--San Jose City (Southwest/Almaden Valley),39196,1 
0608515,99999,CA,[not in any metro division],Santa Clara County (Northwest)--Palo Alto City & Los Altos Hills Town,38563,1 
0608516,99999,CA,[not in any metro division],Santa Clara County (Northwest)--Sunnyvale City,64016,1 
0608517,99999,CA,[not in any metro division],Santa Clara County (Northwest)--Santa Clara City,49056,1 
0608518,99999,CA,[not in any metro division],Santa Clara County (Northwest)--San Jose (Berryessa) & Milpitas Cities,33184,1 
0608519,99999,CA,[not in any metro division],Santa Clara County (Central)--San Jose City (North),68730,1 
0608520,99999,CA,[not in any metro division],Santa Clara County (Central)--San Jose City (Southeast/Evergreen),33715,1 
0608521,99999,CA,[not in any metro division],Santa Clara County (North)--San Jose City (North Valley/East San Jose),37630,1 
0608522,99999,CA,[not in any metro division],Santa Clara County (Northwest)--Mountain View & Los Altos Cities,49668,1 
0608701,99999,CA,[not in any metro division],Santa Cruz County (North)--Watsonville & Scotts Valley Cities,54550,1 
0608702,99999,CA,[not in any metro division],Santa Cruz County (South & Coastal)--Santa Cruz City,51795,1 
0608900,99999,CA,[not in any metro division],Shasta County--Redding City,79380,1 
0609501,99999,CA,[not in any metro division],Solano County (Southwest)--Vallejo & Benicia Cities,57371,1 
0609502,99999,CA,[not in any metro division],Solano County (Central)--Fairfield & Suisun City Cities,52563,1 
0609503,99999,CA,[not in any metro division],Solano County (Northeast)--Vacaville & Dixon Cities,52303,1 
0609702,99999,CA,[not in any metro division],"Sonoma County (South)--Petaluma, Rohnert Park & Cotati Cities",49993,1 
0609704,99999,CA,[not in any metro division],"Sonoma County (North)--Windsor Town, Healdsburg & Cloverdale Cities",56414,1 
0609705,99999,CA,[not in any metro division],Sonoma County (Central)--Santa Rosa City (West),35258,1 
0609706,99999,CA,[not in any metro division],Sonoma County (East)--Santa Rosa City (East),63077,1 
0609901,99999,CA,[not in any metro division],"Stanislaus County (Southwest)--Ceres, Patterson & Newman Cities",36136,1 
0609902,99999,CA,[not in any metro division],Stanislaus County (Central)--Modesto City (West),40894,1 
0609903,99999,CA,[not in any metro division],"Stanislaus County (Northeast)--Turlock, Riverbank, Oakdale & Waterford Cities",63680,1 
0609904,99999,CA,[not in any metro division],Stanislaus County (Central)--Modesto City (East),42430,1 
0610100,99999,CA,[not in any metro division],Sutter & Yuba Counties--Yuba City & Marysville Cities,63957,1 
0610701,99999,CA,[not in any metro division],Tulare County (Northwest)--Visalia City,52106,1 
0610702,99999,CA,[not in any metro division],Tulare County (West Central)--Tulare & Porterville Cities,49421,1 
0610703,99999,CA,[not in any metro division],"Tulare County (Outside Visalia, Tulare & Porterville Cities)",49125,1 
0611102,99999,CA,[not in any metro division],Ventura County (Southeast)--Thousand Oaks City,56876,1 
0611103,99999,CA,[not in any metro division],Ventura County (Southwest)--Oxnard & Port Hueneme Cities,57621,1 
0611104,99999,CA,[not in any metro division],Ventura County (Southwest)--San Buenaventura (Ventura) City,50466,1 
0611107,99999,CA,[not in any metro division],"Ventura County (North)--Santa Paula, Fillmore & Ojai Cities",36752,1 
0611108,99999,CA,[not in any metro division],Ventura County (Southeast)--Simi Valley City,44978,1 
