puma22,cd118,stab,PUMA22name,hus20,afact
1206901,1206,FL,Lake County (Northeast),39315,0.8239 
1206901,1211,FL,Lake County (Northeast),8403,0.1761 
1206902,1206,FL,Lake County (Northwest),19087,0.2718 
1206902,1211,FL,Lake County (Northwest),51138,0.7282 
1206903,1211,FL,Lake County (South),59685,1 
1207101,1219,FL,Lee County (South & West)--Barrier Islands Region,99162,1 
1207102,1219,FL,Lee County (North)--Cape Coral City (South),52065,1 
1207103,1217,FL,Lee County (Northeast)--Lehigh Acres & North Fort Myers,56619,0.7541 
1207103,1219,FL,Lee County (Northeast)--Lehigh Acres & North Fort Myers,18465,0.2459 
1207104,1217,FL,Lee County (Central)--Greater Fort Myers City,8694,0.135 
1207104,1219,FL,Lee County (Central)--Greater Fort Myers City,55693,0.865 
1207105,1219,FL,Lee County (Southeast)--Bonita Springs City & Estero (East),78663,1 
1207106,1219,FL,Lee County (North)--Cape Coral City (North),46971,1 
1207301,1202,FL,Leon County (Outer),62133,1 
1207302,1202,FL,Leon County (Central)--Tallahassee City (Central),71345,1 
1208101,1216,FL,Manatee County (North),65071,1 
1208102,1216,FL,Manatee County (West Central),70365,1 
1208103,1216,FL,Manatee County (South),71197,1 
1208301,1203,FL,Marion County (North),30171,0.5439 
1208301,1206,FL,Marion County (North),25299,0.4561 
1208302,1203,FL,Marion County (Central)--Ocala City,43656,0.8442 
1208302,1206,FL,Marion County (Central)--Ocala City,8055,0.1558 
1208303,1203,FL,Marion County (South Central),21692,0.309 
1208303,1206,FL,Marion County (South Central),48507,0.691 
1208500,1221,FL,Martin County,81371,1 
1208601,1226,FL,Miami-Dade County (North Central)--Greater Miami Lakes Town,39696,1 
1208602,1224,FL,Miami-Dade County (North Central)--Miami Gardens City,29794,0.8279 
1208602,1226,FL,Miami-Dade County (North Central)--Miami Gardens City,6195,0.1721 
1208603,1224,FL,Miami-Dade County (Northeast)--Greater North Miami Beach City (West),37199,1 
1208604,1224,FL,"Miami-Dade County (NE)--Aventura, Sunny Isles Beach, North Miami Beach (East) Cities",67464,1 
1208605,1224,FL,Miami-Dade County--North Miami City & Miami Shores & Biscayne Park Villages,37923,1 
1208606,1224,FL,"Miami-Dade County (Northeast)--Opa-Locka City, West Little River & Brownsville",35781,0.8325 
1208606,1226,FL,"Miami-Dade County (Northeast)--Opa-Locka City, West Little River & Brownsville",7200,0.1675 
1208607,1226,FL,Miami-Dade County (Northeast)--Greater Hialeah City (North),37428,1 
1208608,1226,FL,Miami-Dade County (North Central)--Sweetwater City & Fontainebleau,87,0.0024 
1208608,1227,FL,Miami-Dade County (North Central)--Sweetwater City & Fontainebleau,18108,0.4996 
1208608,1228,FL,Miami-Dade County (North Central)--Sweetwater City & Fontainebleau,18053,0.498 
1208609,1226,FL,Miami-Dade County (Northeast)--Hialeah City (South),43126,1 
1208610,1226,FL,"Miami-Dade County (Central)--MIA, Miami Springs & Doral Cities",34890,0.9105 
1208610,1227,FL,"Miami-Dade County (Central)--MIA, Miami Springs & Doral Cities",3359,0.0877 
1208610,1228,FL,"Miami-Dade County (Central)--MIA, Miami Springs & Doral Cities",70,0.0018 
1208611,1224,FL,Miami-Dade County (Northeast Central)--Miami City (North),37950,0.6848 
1208611,1226,FL,Miami-Dade County (Northeast Central)--Miami City (North),15641,0.2822 
1208611,1227,FL,Miami-Dade County (Northeast Central)--Miami City (North),1828,0.033 
1208612,1224,FL,"Miami-Dade County (Northeast)--Miami Beach City, Surfside & Bay Harbor Islands Towns",77390,1 
1208613,1224,FL,Miami-Dade County (Northeast Central)--Miami City (Downtown),1895,0.0338 
1208613,1226,FL,Miami-Dade County (Northeast Central)--Miami City (Downtown),14721,0.2624 
1208613,1227,FL,Miami-Dade County (Northeast Central)--Miami City (Downtown),39489,0.7038 
1208614,1227,FL,Miami-Dade County (East)--Miami City (South) & Key Biscayne Village,64074,1 
1208615,1226,FL,Miami-Dade County (East Central)--Miami City (West),1072,0.0262 
1208615,1227,FL,Miami-Dade County (East Central)--Miami City (West),39790,0.9738 
1208616,1227,FL,"Miami-Dade County (East)--Coral Gables City, Pinecrest Village & Kendall (South)",43883,1 
1208617,1227,FL,"Miami-Dade County (East Central)--South Miami City, Westchester & Coral Terrace",41474,1 
1208618,1227,FL,"Miami-Dade County (North Central)--Tamiami Trail Region (South), Tamiami",402,0.0123 
1208618,1228,FL,"Miami-Dade County (North Central)--Tamiami Trail Region (South), Tamiami",32397,0.9877 
1208619,1228,FL,Miami-Dade County (Central)--Kendale Lakes (Southwest) & Kendall West (South),36006,1 
1208620,1227,FL,"Miami-Dade County (East Central)--Kendall (North), Sunset & Westwood Lakes",37046,0.916 
1208620,1228,FL,"Miami-Dade County (East Central)--Kendall (North), Sunset & Westwood Lakes",3397,0.084 
1208621,1228,FL,"Miami-Dade County (Central)--The Hammocks (West), Richmond West (West) & Country Walk",45851,1 
1208622,1227,FL,Miami-Dade County (Southwest)--South Miami Heights,1110,0.0266 
1208622,1228,FL,Miami-Dade County (Southwest)--South Miami Heights,40558,0.9734 
1208623,1227,FL,Miami-Dade County (Southeast)--Cutler Bay Town & Palmetto Bay Village,36994,0.9639 
1208623,1228,FL,Miami-Dade County (Southeast)--Cutler Bay Town & Palmetto Bay Village,1387,0.0361 
1208624,1228,FL,Miami-Dade County (South)--Homestead City (North) & Florida City (North),32589,1 
1208625,1228,FL,Miami-Dade (South/Outside Urban Development Boundary) & Monroe Counties,65329,1 
1209101,1201,FL,Okaloosa County (North),44098,1 
1209102,1201,FL,Okaloosa County (South),57099,1 
1209501,1210,FL,Orange County (Northwest),14088,0.2612 
1209501,1211,FL,Orange County (Northwest),39850,0.7388 
1209502,1210,FL,"Orange County (West Central)--Winter Garden, Ocoee Cities & Oakland Town",10646,0.2041 
1209502,1211,FL,"Orange County (West Central)--Winter Garden, Ocoee Cities & Oakland Town",41504,0.7959 
1209503,1209,FL,Orange County (Southwest)--Disney-International Drive Region,18745,0.262 
1209503,1210,FL,Orange County (Southwest)--Disney-International Drive Region,10140,0.1417 
1209503,1211,FL,Orange County (Southwest)--Disney-International Drive Region,42659,0.5963 
1209504,1209,FL,"Orange County (South Central)--Orlando City (South Central), Conway & Pine Castle PUM",45381,0.6639 
1209504,1210,FL,"Orange County (South Central)--Orlando City (South Central), Conway & Pine Castle PUM",22970,0.3361 
1209505,1209,FL,Orange County (Central)--Orlando City (East Downtown) & Azalea Park,8924,0.1421 
1209505,1210,FL,Orange County (Central)--Orlando City (East Downtown) & Azalea Park,53880,0.8579 
1209506,1210,FL,Orange County (Central)--Orlando City (West Downtown) & Pine Hills (Southeast),47355,1 
1209507,1210,FL,"Orange County (North Central)--Orlando (North), Winter Park & Maitland Cities",56569,1 
1209508,1210,FL,Orange County (North Central)--Orlando City (Univ. of Central Florida) & Union Park P,46830,1 
1209509,1208,FL,Orange County (Southeast),21,0.0004 
1209509,1209,FL,Orange County (Southeast),52728,0.9996 
1209510,1208,FL,Orange County (Northeast),1165,0.0235 
1209510,1210,FL,Orange County (Northeast),48396,0.9765 
1209701,1209,FL,Osceola County (West),48007,1 
1209702,1209,FL,Osceola County (East),37280,1 
1209703,1209,FL,Osceola County (West)--Kissimmee,69393,1 
1209901,1221,FL,Palm Beach County (Northeast),56651,1 
1209902,1220,FL,Palm Beach County (Northeast)--Palm Beach Gardens & Riviera Beach Cities,16483,0.2541 
1209902,1221,FL,Palm Beach County (Northeast)--Palm Beach Gardens & Riviera Beach Cities,48376,0.7459 
1209903,1220,FL,Palm Beach County (East)--West Palm Beach City (Southeast) & Palm Beach Town,40555,0.4889 
1209903,1221,FL,Palm Beach County (East)--West Palm Beach City (Southeast) & Palm Beach Town,14976,0.1805 
1209903,1222,FL,Palm Beach County (East)--West Palm Beach City (Southeast) & Palm Beach Town,27421,0.3306 
1209904,1222,FL,Palm Beach County (East)--Greenacres City (North) & Palm Springs Village (North),57078,1 
1209905,1222,FL,"Palm Beach County (East Central)--Lake Worth City, Lantana Town & Atlantis City",55267,1 
1209906,1222,FL,Palm Beach County (East Central)--Greater Boynton Beach City (North),86539,1 
1209907,1222,FL,Palm Beach County (Southeast)--Greater Delray Beach City,80070,1 
1209908,1222,FL,Palm Beach County (Southeast)--Boca Raton City & Highland Beach Town,4207,0.0638 
1209908,1223,FL,Palm Beach County (Southeast)--Boca Raton City & Highland Beach Town,61722,0.9362 
1209909,1220,FL,Palm Beach County (West of Boca Raton City),2,0 
1209909,1222,FL,Palm Beach County (West of Boca Raton City),9227,0.1784 
1209909,1223,FL,Palm Beach County (West of Boca Raton City),42496,0.8216 
1209910,1220,FL,Palm Beach County (Central)--Wellington Village & Agricultural Reserve,1778,0.0362 
1209910,1222,FL,Palm Beach County (Central)--Wellington Village & Agricultural Reserve,47332,0.9638 
1209911,1220,FL,Palm Beach County (West)--Glades & Western Communities,33064,0.5925 
1209911,1221,FL,Palm Beach County (West)--Glades & Western Communities,22744,0.4075 
1210101,1212,FL,Pasco County (East Central),30332,0.4854 
1210101,1215,FL,Pasco County (East Central),32153,0.5146 
1210102,1212,FL,Pasco County (West Central),58433,1 
1210103,1212,FL,Pasco County (Gulf Coast),73381,1 
1210104,1212,FL,Pasco County (South),28686,0.4591 
1210104,1215,FL,Pasco County (South),33798,0.5409 
1210301,1213,FL,Pinellas County (North),61925,1 
1210302,1213,FL,Pinellas County (North Central),60715,1 
1210303,1213,FL,Pinellas County (Central)--Clearwater City (South & Central),59673,1 
1210304,1213,FL,Pinellas County (Central)--Greater Largo City,57500,0.9695 
1210304,1214,FL,Pinellas County (Central)--Greater Largo City,1811,0.0305 
1210305,1213,FL,Pinellas County (West Central)--Greater Seminole City,66166,1 
1210306,1213,FL,Pinellas County (Central)--Greater Pinellas Park City,45373,0.7764 
1210306,1214,FL,Pinellas County (Central)--Greater Pinellas Park City,13065,0.2236 
1210307,1214,FL,Pinellas County (Southeast)--St. Petersburg City (East),86384,1 
1210308,1213,FL,Pinellas County (South Central)--St. Petersburg City (West),63430,0.9956 
1210308,1214,FL,Pinellas County (South Central)--St. Petersburg City (West),282,0.0044 
1210501,1215,FL,Polk County (Northwest),22078,0.4684 
1210501,1218,FL,Polk County (Northwest),25059,0.5316 
1210502,1209,FL,Polk County (Northeast),3899,0.0482 
1210502,1211,FL,Polk County (Northeast),1,0 
1210502,1218,FL,Polk County (Northeast),77008,0.9518 
1210503,1215,FL,Polk County (Central),7441,0.1223 
1210503,1218,FL,Polk County (Central),53384,0.8777 
1210504,1209,FL,Polk County (South),14216,0.1932 
1210504,1218,FL,Polk County (South),59350,0.8068 
1210505,1209,FL,Polk County (North),5398,0.1001 
1210505,1211,FL,Polk County (North),18064,0.3349 
1210505,1215,FL,Polk County (North),20999,0.3893 
1210505,1218,FL,Polk County (North),9484,0.1758 
1210799,1205,FL,Putnam & St. Johns (South) Counties,1283,0.0244 
1210799,1206,FL,Putnam & St. Johns (South) Counties,51343,0.9756 
1210902,1205,FL,St. Johns County (Northwest),35418,1 
1210903,1205,FL,St. Johns County (Northeast),60751,0.9059 
1210903,1206,FL,St. Johns County (Northeast),6309,0.0941 
1211101,1221,FL,St. Lucie County (North),57625,1 
1211102,1221,FL,St. Lucie County (Southeast),42150,1 
1211103,1221,FL,St. Lucie County (Southwest),48109,1 
1211300,1201,FL,Santa Rosa County,75854,1 
1211501,1217,FL,Sarasota County (North),79833,1 
1211502,1217,FL,Sarasota County (Central & Gulf Coast),89161,1 
1211503,1217,FL,Sarasota County (East),84237,1 
1211701,1207,FL,Seminole County (West),51947,1 
1211702,1207,FL,Seminole County (North Central),47286,1 
1211703,1207,FL,Seminole County (South Central),49322,1 
1211704,1207,FL,Seminole County (East),45235,1 
1211900,1211,FL,Sumter County,75304,1 
1212701,1206,FL,"Volusia County (Central & Northwest)--DeLand, DeBary Cities & Pierson Town",35637,0.6332 
1212701,1207,FL,"Volusia County (Central & Northwest)--DeLand, DeBary Cities & Pierson Town",20647,0.3668 
1212702,1206,FL,"Volusia County (Northeast)--Daytona Beach, Ormond Beach & Holly Hill Cities",77031,0.9767 
1212702,1207,FL,"Volusia County (Northeast)--Daytona Beach, Ormond Beach & Holly Hill Cities",1839,0.0233 
1212703,1206,FL,"Volusia County--Port Orange, Edgewater, New Smyrna Beach (East) & Oak Hill Cities PUM",13113,0.1585 
1212703,1207,FL,"Volusia County--Port Orange, Edgewater, New Smyrna Beach (East) & Oak Hill Cities PUM",69620,0.8415 
1212704,1206,FL,Volusia County (Southwest Central)--Deltona & Lake Helen Cities,452,0.0083 
1212704,1207,FL,Volusia County (Southwest Central)--Deltona & Lake Helen Cities,53986,0.9917 
1300100,1314,GA,"Northwest Georgia Regional Commission--Walker, Catoosa, Chattooga & Dade Counties PUM",75349,1 
1300200,1314,GA,Northwest Georgia Regional Commission (North Central)--Whitfield County,38876,1 
1300300,1309,GA,Northwest Georgia Regional Commission (Northeast),35360,0.3972 
1300300,1311,GA,Northwest Georgia Regional Commission (Northeast),14896,0.1673 
1300300,1314,GA,Northwest Georgia Regional Commission (Northeast),38774,0.4355 
1300400,1306,GA,Georgia Mountains Regional Commission (North & Northwest),11926,0.1619 
1300400,1309,GA,Georgia Mountains Regional Commission (North & Northwest),61756,0.8381 
1300500,1309,GA,Georgia Mountains Regional Commission (Southeast),61217,1 
1300601,1309,GA,Georgia Mountains Regional Commission--Hall County (West)--Flowery Branch City,40385,1 
1300602,1309,GA,Georgia Mountains Regional Commission--Hall County (East)--Gainesville City,36480,1 
1300701,1306,GA,Atlanta Regional Commission (Northeast)--Forsyth County (North),36090,1 
1300702,1306,GA,Atlanta Regional Commision (Northeast)--Forsyth County (South)--Cumming City,51491,1 
1300801,1306,GA,Atlanta Regional Commission (Northwest)--Cherokee County--Ball Ground City,14253,0.3552 
1300801,1311,GA,Atlanta Regional Commission (Northwest)--Cherokee County--Ball Ground City,25874,0.6448 
1300802,1306,GA,Atlanta Regional Commission (Northwest)--Cherokee County--Woodstock & Canton Cities P,655,0.0108 
1300802,1311,GA,Atlanta Regional Commission (Northwest)--Cherokee County--Woodstock & Canton Cities P,60031,0.9892 
1300900,1311,GA,Northwest Georgia Regional Commission (East Central)--Bartow County,42435,1 
1301000,1303,GA,"Northwest Georgia Regional Commission (Southwest)--Floyd, Polk & Haralson Counties PU",12292,0.1755 
1301000,1314,GA,"Northwest Georgia Regional Commission (Southwest)--Floyd, Polk & Haralson Counties PU",57749,0.8245 
1301100,1314,GA,Northwest Georgia Regional Commission (Southeast)--Paulding County,59172,1 
1301200,1303,GA,Atlanta Regional Commission (Southwest)--Douglas County,15590,0.2893 
1301200,1313,GA,Atlanta Regional Commission (Southwest)--Douglas County,38295,0.7107 
1301301,1311,GA,Atlanta Regional Commission--Cobb County (Northwest)--Kennesaw & Acworth Cities,52345,1 
1301302,1306,GA,Atlanta Regional Commission (Northwest)--Cobb County (Northeast),47425,0.8257 
1301302,1311,GA,Atlanta Regional Commission (Northwest)--Cobb County (Northeast),10014,0.1743 
1301303,1306,GA,Atlanta Regional Commission (Northwest)--Cobb County (Central)--Marietta City,13738,0.1993 
1301303,1311,GA,Atlanta Regional Commission (Northwest)--Cobb County (Central)--Marietta City,53833,0.781 
1301303,1313,GA,Atlanta Regional Commission (Northwest)--Cobb County (Central)--Marietta City,1361,0.0197 
1301304,1311,GA,Atlanta Regional Commission (Northwest)--Cobb County (Southwest)--Powder Springs City,16831,0.3311 
1301304,1313,GA,Atlanta Regional Commission (Northwest)--Cobb County (Southwest)--Powder Springs City,6660,0.131 
1301304,1314,GA,Atlanta Regional Commission (Northwest)--Cobb County (Southwest)--Powder Springs City,27336,0.5378 
1301305,1311,GA,Atlanta Regional Commission (Northwest)--Cobb County (Southeast)--Smyrna City,36863,0.4669 
1301305,1313,GA,Atlanta Regional Commission (Northwest)--Cobb County (Southeast)--Smyrna City,41487,0.5254 
1301305,1314,GA,Atlanta Regional Commission (Northwest)--Cobb County (Southeast)--Smyrna City,611,0.0077 
1301401,1306,GA,Atlanta Regional Commission (Central)--Fulton County (Northwest)--Roswell & Milton PU,53630,0.9641 
1301401,1307,GA,Atlanta Regional Commission (Central)--Fulton County (Northwest)--Roswell & Milton PU,1997,0.0359 
1301402,1306,GA,Atlanta Regional Commission--Fulton County (Northeast)--Johns Creek & Alpharetta,22620,0.428 
1301402,1307,GA,Atlanta Regional Commission--Fulton County (Northeast)--Johns Creek & Alpharetta,30229,0.572 
1301403,1305,GA,Atlanta Regional Commission (Central)--Fulton County (Central)--Sandy Springs City PU,25471,0.4749 
1301403,1306,GA,Atlanta Regional Commission (Central)--Fulton County (Central)--Sandy Springs City PU,27488,0.5125 
1301403,1307,GA,Atlanta Regional Commission (Central)--Fulton County (Central)--Sandy Springs City PU,679,0.0127 
1301404,1305,GA,Atlanta Regional Commission--Fulton County (Central)--Atlanta City (North),93256,1 
1301405,1305,GA,Atlanta Regional Commission (Central)--Fulton County (East)--Atlanta City (South) PUM,77947,1 
1301406,1305,GA,Atlanta Regional Commission--Fulton County (Central)--Atlanta City (Southwest),68814,0.9843 
1301406,1313,GA,Atlanta Regional Commission--Fulton County (Central)--Atlanta City (Southwest),1096,0.0157 
1301407,1305,GA,Atlanta Regional Commission (Central)--Fulton County (South)--East Point & Union City,23686,0.4939 
1301407,1313,GA,Atlanta Regional Commission (Central)--Fulton County (South)--East Point & Union City,24274,0.5061 
1301408,1305,GA,Atlanta Regional Commission (Central)--Fulton County (South)--South Fulton & Fairburn,2465,0.0576 
1301408,1313,GA,Atlanta Regional Commission (Central)--Fulton County (South)--South Fulton & Fairburn,40354,0.9424 
1301501,1304,GA,Atlanta Regional Commission--DeKalb County (North)--Brookhaven & Dunwoody Cities,66279,1 
1301502,1304,GA,"Atlanta Regional Commission (Central)--DeKalb County (East)--Tucker, Clarkston Cities",53087,1 
1301503,1304,GA,Atlanta Regional Commission (Central)--DeKalb County (Central),53885,0.9648 
1301503,1305,GA,Atlanta Regional Commission (Central)--DeKalb County (Central),1967,0.0352 
1301504,1304,GA,Atlanta Regional Commission (Central)--DeKalb County (West)--Atlanta & Decatur Cities,9810,0.1858 
1301504,1305,GA,Atlanta Regional Commission (Central)--DeKalb County (West)--Atlanta & Decatur Cities,42985,0.8142 
1301505,1304,GA,Atlanta Regional Commission (Central)--DeKalb County (Southwest),20095,0.4166 
1301505,1305,GA,Atlanta Regional Commission (Central)--DeKalb County (Southwest),28143,0.5834 
1301506,1304,GA,Atlanta Regional Commission (Central)--DeKalb County (Southeast)--Stonecrest City PUM,49850,1 
1301601,1307,GA,Atlanta Regional Commission (Northeast)--Gwinnett County (West Central)--Duluth City,59829,0.9684 
1301601,1309,GA,Atlanta Regional Commission (Northeast)--Gwinnett County (West Central)--Duluth City,1951,0.0316 
1301602,1306,GA,Atlanta Regional Commission (Northeast)--Gwinnett County (North)--Sugar Hill City PUM,11479,0.2437 
1301602,1307,GA,Atlanta Regional Commission (Northeast)--Gwinnett County (North)--Sugar Hill City PUM,275,0.0058 
1301602,1309,GA,Atlanta Regional Commission (Northeast)--Gwinnett County (North)--Sugar Hill City PUM,35348,0.7505 
1301603,1307,GA,"Atlanta Regional Commission (Northeast)--Gwinnett County (East)--Dacula, Grayson",26230,0.6321 
1301603,1309,GA,"Atlanta Regional Commission (Northeast)--Gwinnett County (East)--Dacula, Grayson",15268,0.3679 
1301604,1307,GA,Atlanta Regional Commission (Northeast)--Gwinnett County (Central)--Lawrenceville PUM,24638,0.5946 
1301604,1309,GA,Atlanta Regional Commission (Northeast)--Gwinnett County (Central)--Lawrenceville PUM,16795,0.4054 
1301605,1307,GA,Atlanta Regional Commission (Northeast)--Gwinnett County (Central),32810,0.6935 
1301605,1309,GA,Atlanta Regional Commission (Northeast)--Gwinnett County (Central),14499,0.3065 
1301606,1307,GA,Atlanta Regional Commission (Northeast)--Gwinnett County (West Central)--Lilburn City,45515,1 
1301607,1307,GA,Atlanta Regional Commission (Northeast)--Gwinnett County (South)--Snellville City PUM,45932,1 
1301700,1310,GA,Northeast Georgia Regional Commission (Northwest)--Barrow & Jackson Counties,57718,1 
1301800,1310,GA,Northeast Georgia Regional Commission (Central)--Clarke County--Athens City,55802,1 
1301900,1310,GA,Northeast Georgia Regional Commission (East),52790,1 
1302000,1310,GA,"Northeast Georgia Regional Commission (Southwest)--Walton, Morgan & Jasper Counties P",50061,1 
1302100,1304,GA,Atlanta & Northeast Georgia Regional Commissions--Newton & Rockdale Counties,61679,0.7991 
1302100,1310,GA,Atlanta & Northeast Georgia Regional Commissions--Newton & Rockdale Counties,15504,0.2009 
1302201,1310,GA,Atlanta Regional Commission (Southeast)--Henry County (North)--Stockbridge City,6254,0.1467 
1302201,1313,GA,Atlanta Regional Commission (Southeast)--Henry County (North)--Stockbridge City,36367,0.8533 
1302202,1303,GA,Atlanta Regional Commission (Southeast)--Henry County (South)--McDonough City,8731,0.1986 
1302202,1310,GA,Atlanta Regional Commission (Southeast)--Henry County (South)--McDonough City,35242,0.8014 
1302301,1305,GA,Atlanta Regional Commission (South Central)--Clayton County (Northwest)--Forest Park,15917,0.2587 
1302301,1313,GA,Atlanta Regional Commission (South Central)--Clayton County (Northwest)--Forest Park,45618,0.7413 
1302302,1313,GA,"Atlanta Regional Commission (South Central)--Clayton County (South, East)--Jonesboro",52503,1 
1302400,1303,GA,Atlanta Regional Commission (South Central)--Fayette County,39012,0.8631 
1302400,1313,GA,Atlanta Regional Commission (South Central)--Fayette County,6190,0.1369 
1302500,1303,GA,Three Rivers Regional Commission (North Central)--Coweta County,56729,1 
1302600,1303,GA,Three Rivers Regional Commission (Northwest)--Carroll County,46239,1 
1302700,1303,GA,"Three Rivers Regional Commission (Southwest)--Troup, Meriwether & Heard Counties",42919,1 
1302800,1303,GA,Three Rivers Regional Commission (East),54713,0.8529 
1302800,1310,GA,Three Rivers Regional Commission (East),9437,0.1471 
1302900,1302,GA,Middle Georgia Regional Commission (North & Outside Bibb County),17145,0.2113 
1302900,1308,GA,Middle Georgia Regional Commission (North & Outside Bibb County),50973,0.6281 
1302900,1310,GA,Middle Georgia Regional Commission (North & Outside Bibb County),13032,0.1606 
1303000,1302,GA,Middle Georgia Regional Commission (Central)--Bibb County--Macon City,49626,0.6902 
1303000,1308,GA,Middle Georgia Regional Commission (Central)--Bibb County--Macon City,22275,0.3098 
1303100,1310,GA,Central Savannah River Area Regional Commission (West & Outside Richmond & Columbia),6838,0.1148 
1303100,1312,GA,Central Savannah River Area Regional Commission (West & Outside Richmond & Columbia),52732,0.8852 
1303200,1312,GA,Central Savannah River Area Regional Commission (East Central)--Columbia County,58640,1 
1303301,1312,GA,Central Savannah River Area Regional Commission--Richmond County (Northeast)--Augusta,52047,1 
1303302,1312,GA,Central Savannah River Area Regional Commission--Richmond County (Southwest)--Augusta,40010,1 
1303400,1301,GA,"Coastal Regional Commission (North)--Bulloch, Effingham & Screven Counties",17653,0.2767 
1303400,1312,GA,"Coastal Regional Commission (North)--Bulloch, Effingham & Screven Counties",46147,0.7233 
1303500,1308,GA,Heart of Georgia Altamaha Regional Commission (North & West),17149,0.2855 
1303500,1312,GA,Heart of Georgia Altamaha Regional Commission (North & West),42925,0.7145 
1303600,1302,GA,Middle Georgia Regional Commission (South)--Houston & Pulaski Counties,20663,0.2914 
1303600,1308,GA,Middle Georgia Regional Commission (South)--Houston & Pulaski Counties,50251,0.7086 
1303700,1302,GA,River Valley Regional Commission (Outside Muscogee & Chattahoochee Counties),46099,0.657 
1303700,1303,GA,River Valley Regional Commission (Outside Muscogee & Chattahoochee Counties),14212,0.2026 
1303700,1308,GA,River Valley Regional Commission (Outside Muscogee & Chattahoochee Counties),9854,0.1404 
1303800,1302,GA,River Valley Regional Commission (West Central)--Muscogee & Chattahoochee Counties PU,79492,0.8494 
1303800,1303,GA,River Valley Regional Commission (West Central)--Muscogee & Chattahoochee Counties PU,14098,0.1506 
1303900,1302,GA,Southwest Georgia Regional Commission (West & Central),54138,1 
1304000,1302,GA,Southwest Georgia Regional Commission (North Central)--Dougherty & Lee Counties,53269,1 
1304100,1302,GA,"Southwest Georgia Regional Commission (East)--Colquitt, Thomas & Worth Counties",20668,0.4216 
1304100,1308,GA,"Southwest Georgia Regional Commission (East)--Colquitt, Thomas & Worth Counties",28349,0.5784 
1304200,1308,GA,Southern Georgia Regional Commission (West),56102,1 
1304300,1308,GA,Southern Georgia Regional Commission (South Central)--Lowndes County--Valdosta City P,48717,1 
1304400,1301,GA,Southern Georgia Regional Commission (East & Central),41828,0.587 
1304400,1308,GA,Southern Georgia Regional Commission (East & Central),29426,0.413 
1304500,1301,GA,Heart of Georgia Altamaha Regional Commission (Southeast),20956,0.3267 
1304500,1308,GA,Heart of Georgia Altamaha Regional Commission (Southeast),11055,0.1724 
1304500,1312,GA,Heart of Georgia Altamaha Regional Commission (Southeast),32131,0.5009 
1304600,1301,GA,"Coastal Regional Commission (West)--Liberty, Bryan & Long Counties",49447,1 
1304701,1301,GA,Coastal Regional Commission (East)--Chatham County (West Central)--Savannah City,78124,1 
1304702,1301,GA,Coastal Regional Commission (East)--Chatham County (East & Outside Savannah City) PUM,56022,1 
1304800,1301,GA,Coastal Regional Commission (South)--Glynn Camden & McIntosh Counties,71312,1 
1500100,1502,HI,"Maui, Kalawao & Kauai Counties",101710,1 
1500200,1502,HI,Hawaii County,88691,1 
1500301,1502,HI,Honolulu County--Rural Oahu,31339,1 
1500302,1502,HI,Honolulu County--Koolaupoko,40937,1 
1500303,1501,HI,Honolulu County--East Honolulu to Kapahulu,44366,1 
1500304,1501,HI,Honolulu County--Tantalus to Waikiki,74662,1 
1500305,1501,HI,Honolulu County--Nuuanu to Kalihi,41074,1 
1500306,1501,HI,Honolulu County--Moanalua to Pearl City,50196,1 
1500307,1501,HI,Honolulu County--Central Oahu,35730,0.7469 
1500307,1502,HI,Honolulu County--Central Oahu,12106,0.2531 
1500308,1501,HI,Honolulu County--Ewa,31783,0.7895 
1500308,1502,HI,Honolulu County--Ewa,8472,0.2105 
1600100,1601,ID,"Bonner, Latah, Shoshone, Boundary, Benewah & Kootenai (Southeast) Counties",65147,1 
1600200,1601,ID,"Kootenai County (Northeast)--Coeur dAlene, Post Falls & Hayden Cities",70178,1 
1600300,1601,ID,Central Idaho--Lewiston City & Nez Perce Reservation,53872,0.852 
1600300,1602,ID,Central Idaho--Lewiston City & Nez Perce Reservation,9361,0.148 
1600400,1601,ID,"Ada (North), Payette, Canyon (North), Gem & Washington Counties--Eagle City",45925,0.8949 
1600400,1602,ID,"Ada (North), Payette, Canyon (North), Gem & Washington Counties--Eagle City",5394,0.1051 
1600500,1601,ID,Canyon (South) & Owyhee Counties--Caldwell & Nampa (South & West) Cities,46774,1 
1600600,1601,ID,Canyon (East) & Ada (West) Counties--Nampa (Central & East) & Meridian (West) Cities,53373,0.9778 
1600600,1602,ID,Canyon (East) & Ada (West) Counties--Nampa (Central & East) & Meridian (West) Cities,1211,0.0222 
1600701,1601,ID,Ada County (Central)--Meridian (Northeast) & Boise (Far West) Cities,33456,0.6704 
1600701,1602,ID,Ada County (Central)--Meridian (Northeast) & Boise (Far West) Cities,16445,0.3296 
1600702,1602,ID,Ada County (Northeast)--Boise (North & West) & Garden City Cities,48500,1 
1600800,1601,ID,Ada County (South)--Boise (South) & Kuna Cities,11139,0.2089 
1600800,1602,ID,Ada County (South)--Boise (South) & Kuna Cities,42177,0.7911 
1600900,1602,ID,Twin Falls & Cassia Counties--Twin Falls City,43531,1 
1601000,1602,ID,"Elmore, Jerome, Blaine, Minidoka, Gooding, Lincoln & Camas Counties",52941,1 
1601100,1602,ID,"Bingham (Outside Fort Hall AIR), Madison, Jefferson, Fremont & Teton Counties",54421,1 
1601200,1602,ID,Bonneville County--Idaho Falls City,45214,1 
