puma22,cd118,stab,PUMA22name,hus20,afact
3500704,3501,NM,Albuquerque Near NE,49486,1 
3500705,3501,NM,Albuquerque SE,46322,0.9458 
3500705,3502,NM,Albuquerque SE,2654,0.0542 
3500706,3502,NM,Albuquerque SW,39545,1 
3500800,3501,NM,"Valencia County, Torrance County & East Mountain",34603,0.6527 
3500800,3502,NM,"Valencia County, Torrance County & East Mountain",17972,0.339 
3500800,3503,NM,"Valencia County, Torrance County & East Mountain",441,0.0083 
3500900,3501,NM,Southwest New Mexico,18185,0.1875 
3500900,3502,NM,Southwest New Mexico,78791,0.8125 
3501001,3502,NM,Do̱a Ana County (Outer),38814,1 
3501002,3502,NM,"Do̱a Ana County Central--Las Cruces, Mesilla Cities & University Park",50990,1 
3501100,3502,NM,Lea and Eddy County,26705,0.4925 
3501100,3503,NM,Lea and Eddy County,27522,0.5075 
3600100,3621,NY,St. Lawrence County,51612,1 
3600200,3621,NY,"Clinton, Franklin, Essex & Hamilton Counties",95582,1 
3600300,3621,NY,Warren & Washington Counties,68926,1 
3600401,3621,NY,Herkimer (North & Central) & Oneida (Outer) Counties,29647,0.5216 
3600401,3622,NY,Herkimer (North & Central) & Oneida (Outer) Counties,27188,0.4784 
3600402,3622,NY,Oneida County (Central)--Greater Utica & Rome Cities,72436,1 
3600403,3619,NY,"Otsego, Schoharie, Oneida (South) & Herkimer (South) Counties",17660,0.3254 
3600403,3621,NY,"Otsego, Schoharie, Oneida (South) & Herkimer (South) Counties",31315,0.577 
3600403,3622,NY,"Otsego, Schoharie, Oneida (South) & Herkimer (South) Counties",5295,0.0976 
3600500,3621,NY,Jefferson & Lewis Counties,32605,0.4231 
3600500,3624,NY,Jefferson & Lewis Counties,44463,0.5769 
3600600,3622,NY,Oswego County,174,0.0032 
3600600,3624,NY,Oswego County,54296,0.9968 
3600701,3622,NY,Onondaga County (Central)--Syracuse City,66797,1 
3600702,3622,NY,Onondaga County (North),55683,1 
3600703,3622,NY,Onondaga County (Central)--Syracuse City (Outer),72766,1 
3600704,3622,NY,Cayuga & Onondaga (South) Counties,16097,0.3051 
3600704,3624,NY,Cayuga & Onondaga (South) Counties,36660,0.6949 
3600800,3624,NY,Wayne & Seneca & Yates Counties,71390,1 
3600901,3625,NY,Monroe County (East),60237,1 
3600902,3625,NY,Monroe County (Central)--Rochester City (East),52871,1 
3600903,3625,NY,Monroe County (Central)--Rochester City (West),47107,1 
3600904,3625,NY,Monroe County (Central)--Greece & Gates Towns,56324,1 
3600905,3625,NY,Monroe County (North & West),44068,1 
3600906,3625,NY,Monroe County (South),75655,1 
3601000,3624,NY,"Genesee, Orleans & Wyoming Counties",53678,0.8601 
3601000,3625,NY,"Genesee, Orleans & Wyoming Counties",8730,0.1399 
3601101,3626,NY,Niagara County (Southwest)--Greater Niagara Falls & North Tonawanda Area,52399,1 
3601102,3624,NY,Niagara County (North & East),27082,0.5671 
3601102,3626,NY,Niagara County (North & East),20675,0.4329 
3601201,3626,NY,Erie County (Northwest),51307,1 
3601202,3626,NY,Erie County (North Central),54435,1 
3601203,3623,NY,Erie County (Northeast),48625,1 
3601204,3623,NY,Erie County (Central),21739,0.2971 
3601204,3626,NY,Erie County (Central),51436,0.7029 
3601205,3626,NY,Erie County (West Central)--Buffalo City (East),74588,1 
3601206,3626,NY,Erie County (West Central)--Buffalo City (West),61762,1 
3601207,3623,NY,Erie County (South),74855,1 
3601300,3624,NY,Livingston & Ontario Counties,79698,1 
3601500,3619,NY,Madison & Cortland Counties,20814,0.4052 
3601500,3622,NY,Madison & Cortland Counties,30551,0.5948 
3601600,3621,NY,Fulton & Montgomery Counties,50944,1 
3601700,3620,NY,Schenectady County--Schenectady City,70794,1 
3601801,3620,NY,Saratoga County (South & Central),54520,1 
3601802,3620,NY,Saratoga County (Outer),55399,1 
3601900,3620,NY,Rensselaer County--Troy City,32618,0.4396 
3601900,3621,NY,Rensselaer County--Troy City,41579,0.5604 
3602001,3620,NY,Albany County (East Central)--Albany City,52220,1 
3602002,3620,NY,Albany County (Outside Albany City),93911,1 
3602100,3619,NY,Columbia & Greene Counties,62152,1 
3602201,3619,NY,Broome County (West Central)--Greater Binghamton City & Greater Johnson City Village PU,60612,1 
3602204,3619,NY,"Chenango, Delaware Counties & Broome County outside Greater Binghamton City",86120,1 
3602300,3619,NY,Tompkins County,46884,1 
3602403,3619,NY,"Tioga (South), Chemung (South) & Steuben (East) Counties--Elmira & Corning Cities",15380,0.2546 
3602403,3623,NY,"Tioga (South), Chemung (South) & Steuben (East) Counties--Elmira & Corning Cities",45024,0.7454 
3602404,3619,NY,"Steuben (outside Corning City), Schuyler, Chemung (North) & Tioga (North) Counties",6407,0.1118 
3602404,3623,NY,"Steuben (outside Corning City), Schuyler, Chemung (North) & Tioga (North) Counties",50909,0.8882 
3602500,3623,NY,Cattaraugus & Allegany Counties,63606,1 
3602600,3623,NY,Chautauqua County,66247,1 
3602701,3618,NY,Sullivan & Ulster (West) Counties,6211,0.0897 
3602701,3619,NY,Sullivan & Ulster (West) Counties,63017,0.9103 
3602702,3618,NY,Ulster County (East),47110,0.7165 
3602702,3619,NY,Ulster County (East),18640,0.2835 
3602803,3617,NY,Dutchess County (North & East),965,0.0198 
3602803,3618,NY,Dutchess County (North & East),47775,0.9802 
3602804,3618,NY,Dutchess County (Southwest)--Fishkill & Wappinger town,58922,1 
3602805,3617,NY,Putnam County & Southern Dutchess County,52654,1 
3602805,3618,NY,Putnam County & Southern Dutchess County,1,0 
3602901,3618,NY,Orange County (Northeast)--Greater Newburgh City,48846,1 
3602902,3618,NY,Orange County (Northwest),50166,1 
3602903,3618,NY,Orange County (Southeast),47867,1 
3603001,3617,NY,Rockland County (North)--New City & Congers,36834,1 
3603002,3617,NY,"Rockland County (South)--Orangetown, Clarkstown (South) & Ramapo (Southeast) Towns",38836,1 
3603003,3617,NY,"Rockland County (West)--Spring Valley, Suffern Villages & Monsey",32398,1 
3603102,3617,NY,Westchester County (Northwest),56889,1 
3603103,3617,NY,Westchester County (Northeast),53000,1 
3603110,3616,NY,Westchester County (Southeast)--White Plains & Rye City,55583,1 
3603111,3616,NY,Westchester County (Central),40217,0.9285 
3603111,3617,NY,Westchester County (Central),3095,0.0715 
3603112,3616,NY,Westchester County (Southwest)--Yonkers City,85528,1 
3603113,3616,NY,Westchester County (South Central East)--Mount Vernon City,49250,1 
3603114,3616,NY,Westchester County (South Central West)--New Rochelle City,45401,1 
3603201,3603,NY,Nassau County (Northwest)--North Hempstead Town (North),43410,1 
3603202,3603,NY,Nassau County (Northeast)--Oyster Bay Town (North) & Glen Cove City,41506,1 
3603203,3603,NY,Nassau County (East Central)--Oyster Bay Town (Central),35987,1 
3603204,3603,NY,Nassau County (West Central)--North Hempstead Town (South),40319,1 
3603205,3604,NY,Nassau County (West Central)--Hempstead Town (Northwest),38524,1 
3603206,3604,NY,Nassau County (Central)--Hempstead Town (North Central)--Meadowbrook Corridor,43787,1 
3603207,3603,NY,Nassau County (Central)--Hempstead Town (Northeast),17249,0.4485 
3603207,3604,NY,Nassau County (Central)--Hempstead Town (Northeast),21213,0.5515 
3603208,3602,NY,Nassau County (Southeast)--Oyster Bay Town (South),9899,0.259 
3603208,3603,NY,Nassau County (Southeast)--Oyster Bay Town (South),28316,0.741 
3603209,3604,NY,Nassau County (Central)--Hempstead Town (East Central),36154,1 
3603210,3604,NY,Nassau County (South Central)--Hempstead Town (Southeast),39281,1 
3603211,3604,NY,Nassau County (West Central)--Hempstead Town (West Central),37888,1 
