county,total_population,area_land,pop_density
27109,160928,653.512382969,246.250880922686
27111,59728,1971.63409722,30.293653413793336
27113,14063,616.57885885,22.808112536049858
27115,28997,1411.3365281899999,20.54577304619746
27117,9370,465.05287767,20.148246468112216
27119,31303,1970.99944068,15.881790402335367
27121,11216,669.5358629,16.751903253426157
27123,549377,152.249315958,3608.4037326745884
27125,3921,432.407152,9.067842615147125
27127,15435,878.5729194300001,17.568262871127313
27129,14768,982.9045793,15.02485623835164
27131,66795,495.8397258,134.71086829969363
27133,9718,482.45870976,20.142656362933604
27135,15321,1671.71839605,9.164821082426947
27137,200311,6248.100248768,32.059504813402654
27139,149568,356.27158274,419.8145663196264
27141,96295,432.90948532,222.43679860426303
27143,14948,588.8343653000001,25.385746622285325
27145,157638,1342.828645903,117.39249120202867
27147,37363,429.64511923,86.96246815735066
27149,9669,563.57966425,17.15640327950318
27151,9810,741.98555397,13.221281664463024
27153,25121,945.0977389,26.580319649519375
27155,3362,573.8717424,5.858451900662883
27157,21425,522.92239132,40.97166301469211
27159,14009,536.34719769,26.119275089597792
27161,18972,423.36301405,44.812606133230545
27163,264818,384.718103687,688.3429645292995
27165,11223,434.94744051,25.803117698176152
27167,6495,751.03817787,8.648029076791145
27169,49889,626.177093167,79.6723491555363
27171,139890,661.15919722,211.58292978181433
27173,9616,759.10117027,12.667613193877365
28001,29927,462.34355997,64.728921501452
28003,34964,400.04448017,87.40028105160195
28005,12718,730.1002507000001,17.419525589542438
28007,18025,734.95679294,24.52525124354013
28009,7687,406.616327,18.9047991671028
28011,31301,876.50666353,35.71108047706093
28013,13420,586.57348346,22.87863392807995
28015,10053,628.3879074,15.998079978329002
28017,17100,501.7816266,34.078569428432715
28019,8264,418.19703569999996,19.761020032500436
28021,9115,487.41537490999997,18.700682147507273
28023,15678,691.5758026,22.669966099244782
28025,18768,410.07225882,45.767543637323094
28027,21839,553.10160502,39.484607894439776
28029,28453,777.28496548,36.60562247261441
28031,18491,413.8185101,44.683839772009264
28033,183220,476.34590773,384.63645226454184
28035,77743,466.041884969,166.8154784095667
28037,7705,563.9635434,13.662230635598208
28039,24260,478.69600660000003,50.679344856686335
28041,13653,712.7383983,19.155695880234155
28043,21621,422.12207795999996,51.21978007994359
28045,45911,473.96406097,96.86599424023835
28047,207382,573.64140761,361.51853274335497
28049,230772,869.8452757700001,265.3023548305383
28051,17243,756.67408538,22.787882303833104
28053,7916,418.67978618,18.90705083286904
28055,1111,412.980397,2.69020032929069
28057,23863,532.7951277,44.78832248900838
28059,142993,722.82543203,197.82508149777615
28061,16406,676.3105462999999,24.258086894777737
28063,7286,519.9331131,14.013340978724441
28065,11372,408.4463953,27.842086821815073
28067,67374,694.84453717,96.96269653986838
28069,9211,766.1823739,12.021941921104798
28071,55727,631.69734034,88.21787973653004
28073,63610,496.56979108,128.0988113708111
28075,73756,703.67438822,104.81552438844852
28077,12055,430.6020034,27.995689534221057
28079,21452,582.8973573,36.80236276823484
28081,83388,449.9651267,185.32102834626184
28083,28555,594.07442711,48.066367944689695
28085,34910,586.20724943,59.55231709253821
28087,58904,505.44838127,116.5381118681132
28089,108248,714.358105657,151.53184256297277
28091,24609,542.39794973,45.370746722494246
28093,34031,706.1852012,48.189908174473366
28095,34448,765.09159025,45.0246747435086
28097,9948,406.980588,24.443426279584617
28099,29153,570.13435375,51.133561428546
28101,21385,577.7701644,37.012987720139186
28103,10410,695.1584166,14.975003900427494
28105,51339,458.23931582,112.0353453481638
28107,33300,685.1750748,48.60071713747052
28109,55972,811.31930565,68.98886740425489
28111,11611,647.2818703,17.938089312803665
28113,40262,409.18481351,98.39563608099556
28115,31136,497.81346540000004,62.545515869045026
28117,25022,414.985172,60.296130291614375
28119,6327,405.01172879,15.62176981615407
28121,156052,775.49632852,201.22854778412457
28123,28062,609.23144085,46.061312858128076
28125,4160,431.72001670000003,9.635874731494699
28127,26064,589.16523222,44.23886301265559
28129,14483,636.2678312,22.76242690548269
28131,18356,445.4847318,41.20455470119436
28133,26295,697.75882889,37.684940571558634
28135,12917,645.58969466,20.00806411075496
28137,28123,404.76346884000003,69.48008445672455
28139,21877,457.82245828,47.78489915542813
28141,18945,424.29737889,44.65028761092472
28143,9949,454.13015715,21.907816169789903
28145,27775,415.6072608,66.82992002241747
28147,13981,403.9282362,34.612583986521514
28149,45141,588.53035955,76.70122580339874
28151,45616,723.971549319,63.00800085708955
28153,19824,810.71632553,24.452449489086337
28155,9938,421.15785733,23.59685288315312
28157,8706,678.1064391,12.838692420551002
28159,17846,607.25116868,29.38816904838962
28161,12586,467.15069189999997,26.942055782493
28163,27924,922.3391265099999,30.275198348855096
29001,25339,567.323868912,44.66408234963659
29003,18023,432.6315159,41.65900850405429
29005,5312,547.2854069,9.706087414405713
29007,25223,692.24959685,36.43627979672979
29009,34648,778.12201324,44.52772111629407
29011,11712,592.03016369,19.782775808248616
29013,16100,836.69633576,19.242345534327956
29015,19351,704.0332719,27.485916891082088
29017,10758,617.9042428,17.41046468826739
29019,182170,685.553269319,265.72698016736183
29021,85545,408.24950113,209.5409786496216
29023,42314,694.75646227,60.90479513029086
29025,8856,426.3921219,20.769614505394077
29027,44449,834.56684561,53.25996381693239
29029,43053,656.0355256,65.62601920166502
29031,81086,578.5166604,140.16190984704787
29033,8564,694.62170637,12.329012931015814
29035,5365,507.35849699999994,10.574376957758925
29037,106966,696.61453955,153.5512021743015
29039,14184,474.46973479999997,29.894425207076456
29041,7432,751.1779842999999,9.893793688490026
29043,87824,562.63071524,156.0952817205103
29045,6649,504.6064805,13.176604457025004
29047,250134,397.662550478,629.0107019112885
29049,21095,418.94007189,50.35326390438692
29051,77412,391.54779539,197.7076640743029
29053,17397,564.74982903,30.804790202204483
29055,23204,742.4767654,31.252156405862934
29057,7584,490.0103619,15.477223727664196
29059,16946,540.9513703,31.326290920757096
29061,8427,563.2820248,14.96053420662963
29063,11639,421.3580997,27.62258517941574
29065,14585,752.76070148,19.375347266833252
29067,11808,813.6231092,14.512862118199038
29069,28592,541.90938761,52.761588290803004
29071,104331,922.64934981,113.07762805174549
29073,14803,519.0048492999999,28.52189150056175
29075,6231,491.4218753,12.67953323444574
29077,296875,675.328987574,439.6005583389378
29079,9901,435.29286677,22.74560590314357
29081,8229,722.51682228,11.389354193902742
29083,21884,696.9355659,31.40032030326894
29085,8429,398.80819280000003,21.13547352380269
29087,4295,462.6931024,9.282610822858032
29089,10147,463.80117364,21.877909278159883
29091,39753,927.17666172,42.87532424107229
29093,9606,550.2628864000001,17.457110478312643
29095,713229,604.519695461,1179.8275645197955
29097,122059,638.50618125,191.16338037800318
29099,225913,656.44573787,344.14573355755255
29101,53889,829.261024367,64.9843636883032
29103,3782,504.0087522,7.503837946249061
29105,35898,764.63145194,46.948108018471736
29107,32752,628.28004663,52.12961986565834
29109,38123,611.73771913,62.31919139172536
29111,10031,505.01725407000004,19.86268769860606
29113,58689,626.56238447,93.66824669764395
29115,11962,615.58839349,19.431815359907883
29117,15001,532.30266205,28.18133567513689
29119,23267,539.4447524999999,43.131386285938525
29121,15222,801.20759026,18.998821510240944
29123,12597,494.38610575999996,25.480085004887297
29125,8457,526.9806747,16.048026817709033
29127,28564,436.92222139,65.37548012350592
29129,3561,453.835213,7.846460340661138
29131,24643,592.57159479,41.58653606866386
29133,12976,411.59628213999997,31.526037923701058
29135,15723,415.03033849,37.883977487536946
29137,8643,647.62951899,13.345593038252872
29139,11384,535.047007,21.276635232163816
29141,20883,597.6346851,34.94275101604206
29143,16658,674.88378471,24.68276817046064
29145,58634,624.75444651,93.85127281212795
29147,21571,876.9641332690001,24.597357157117976
29149,8891,789.8444255,11.256647148419988
29151,13372,606.5797786,22.044915560592674
29153,8664,745.0051119999999,11.629450403019517
29155,15949,492.60499415,32.376854050211826
29157,19007,474.3551519,40.06913369417123
29159,42919,682.235941275,62.90932125298268
29161,44692,671.78651224,66.52708737926179
29163,18052,670.43882371,26.925648338957828
29165,105189,419.80235384,250.56791377613587
29167,31541,635.52655935,49.62971182865955
29169,53460,547.11241792,97.71300787367075
29171,4715,517.31696202,9.114334820163336
29173,10318,469.7871313,21.963138861313464
29175,24880,482.71183465,51.5421380087765
29177,23080,568.9678251600001,40.56468394062467
29179,6138,808.477265,7.592050222958341
29181,11032,629.5157360000001,17.524581784243118
29183,402377,560.501467348,717.8875051011689
29185,9235,674.9812121,13.681862301423308
29186,18406,499.153021,36.87446379293775
29187,67168,451.88627314,148.6391687299395
29189,1001982,507.875053142,1972.8907608302027
29195,23278,755.51004773,30.810973421122473
29197,4094,307.30505159999996,13.322267169655602
29199,4760,436.50717773,10.904746228352472
29201,38161,420.0053418,90.85836822087771
29203,7185,1003.8198874999999,7.157658549577202
29205,6087,500.8634191,12.153013711677552
29207,28812,823.14248415,35.00244557265451
29209,31018,463.82573609,66.87425381238724
29211,6045,647.98212239,9.328961079518342
29213,55854,632.22341347,88.34535199106536
29215,24866,1177.2667864,21.121805428690042
29217,19831,826.3914166,23.997103069620632
29219,35033,428.58963482,81.74019424131252
29221,23791,759.8660453,31.309465855402397
29223,11298,759.1855177,14.881738042406285
29225,38978,592.56320327,65.77863725743322
29227,2004,266.6286441,7.516071676261434
29229,18244,681.77467329,26.759574262213352
29510,302787,61.736380436,4904.51493692425
30001,9391,3016.844019,3.112855666668791
30003,13198,4455.55699705,2.9621436800692535
30005,7051,2547.7332432000003,2.7675581887622633
30007,6641,1192.3591411,5.569630634838264
30009,10488,1949.8500739,5.378875094238598
30011,1349,1527.95074,0.8828818656810886
30013,84178,2698.20739646,31.197750073044805
30015,5896,2550.0768321,2.3120871990137712
30017,11968,1667.2199103100002,7.178417151804941
30019,1739,898.811315,1.9347776012365843
30021,9003,1725.5613051500002,5.21743271197043
30023,9380,736.68252311,12.73275760690117
30025,3074,842.7394753000001,3.6476278732590655
30027,11464,2449.57005396,4.680004959020127
30029,103400,3508.6398071000003,29.470109696288063
30031,116725,2605.35226062,44.80200307816447
30033,972,829.14813,1.1722875139331255
30035,13827,2878.14201376,4.80414098188867
30037,820,829.14813,0.9889668327419372
30039,3333,1592.7420142,2.092617618098116
30041,16297,1823.5408983500001,8.93700822106379
30043,12057,1656.99726693,7.276415139983057
30045,2004,1454.08417,1.3781870687719542
30047,31030,1490.46736225,20.818973152929235
30049,70340,2958.16834499,23.77822753702605
30051,2026,1429.9878600000002,1.416795244681308
30053,19674,3610.3089565400005,5.449395117379346
30055,1805,839.0207086,2.1513175795289303
30057,8499,3119.6948997,2.724304867382157
30059,1932,1997.81112,0.9670583873814858
30061,4490,1219.619475,3.6814761423844926
30063,117379,2593.00896285,45.26748718638738
30065,4813,1627.3774592000002,2.9575191500845874
30067,17072,2802.47956263,6.091748260236624
30069,434,829.14813,0.5234287870853668
30071,4233,1662.56716436,2.546062553586808
30073,5974,1624.56669954,3.6772882281112573
30075,1759,925.207975,1.901194161237099
30077,6955,1648.6183407600001,4.218684111444374
30079,1227,829.14813,1.479832077773606
30081,43790,2390.96655241,18.31476896063703
30083,11375,1757.94598072,6.470619760079973
30085,10884,2007.4439791700001,5.421820042270923
30087,8464,2879.3919333100002,2.939509520077811
30089,12298,2760.40050686,4.45515060928212
30091,3522,1630.575092,2.1599741203455105
30093,35017,717.98336481,48.77132495857554
30095,8916,1796.7461538,4.962303651600003
30097,3690,1601.44928094,2.304162887902442
30099,6173,2030.6637620000001,3.0398927264650717
30101,5013,1726.92280421,2.902851237923893
30103,693,829.14813,0.8357975793782468
30105,7553,3025.8824189700003,2.496131360772113
30107,2082,1422.48089,1.4636400493225605
30109,1018,829.14813,1.227766141135722
30111,163593,2362.48551338,69.24613889629657
31001,31284,563.27396928,55.539580570336845
31003,6310,857.1567242,7.361547569832387
31005,472,715.15179,0.6599997463475551
31007,605,746.03882,0.8109497572793867
31009,346,710.69092,0.4868501767266141
31011,5413,686.5432031,7.884427339107393
31013,10821,1075.36411527,10.062638176542732
31015,1812,539.93462,3.3559618755322633
31017,2752,1210.61157,2.2732312066041134
31019,49840,968.2203684899999,51.47588464569134
31021,6705,491.5858161,13.639531045045546
31023,8354,584.8935011,14.28294208140245
31025,26546,557.34651511,47.62925627113822
31027,8401,740.2438415,11.34896304301101
31029,3694,894.4185836,4.130057299493704
31031,5505,2844.68517241,1.9351877857668858
31033,9575,1196.00827178,8.00579747308075
31035,6104,572.2894670000001,10.665931057577895
31037,10608,411.64695767,25.769654803337538
31039,9035,570.52208477,15.836372054979021
31041,10625,2575.593834,4.125262244279779
31043,21284,264.27615958,80.5369657021864
31045,8383,1396.3910924,6.003332480152106
31047,24031,1013.05865142,23.721232691035063
31049,1878,439.85081,4.269629513698065
31051,5632,476.1103159,11.829191285960121
31053,37249,529.06700612,70.40507075497237
31055,578771,326.40735235,1773.1555243259213
31057,1900,919.6784669900001,2.065939421435491
31059,5561,575.37053502,9.665076088414395
31061,2914,575.81576,5.060646481784382
31063,2512,974.63132,2.5773848515354505
31065,4655,719.1315987,6.47308504926638
31067,21706,851.46098508,25.49265366276364
31069,1726,901.511396,1.914562597498213
31071,1889,569.3301673999999,3.317934141144547
31073,1811,458.1551,3.952809867226186
31075,718,776.98499,0.9240847754343362
31077,2219,569.81118,3.894272485141481
31079,62616,546.38994369,114.59947373322419
31081,9376,542.10966033,17.295393692657164
31083,3216,553.46637,5.810651151216288
31085,891,713.06183,1.249541011050893
31087,2630,709.942589,3.704524902083315
31089,10175,2412.39687101,4.217796881712927
31091,714,721.16016,0.9900713317274764
31093,6461,569.3379371,11.34826889089805
31095,7213,570.17805624,12.65043423025718
31097,5298,376.07505649999996,14.087613385760404
31099,6639,516.2431529,12.860218993134078
31101,8312,1061.7436062699999,7.828632026521731
31103,946,773.07599,1.2236830689826494
31105,3583,872.33662113,4.10735937619893
31107,8434,1108.443103,7.608870475330117
31109,320301,837.561002591,382.4211000860199
31111,34906,2564.1403437999998,13.613139422887468
31113,865,570.69836,1.5156868507559755
31115,665,563.52142,1.1800793659272082
31117,475,829.14813,0.5728771287224635
31119,35553,572.62220257,62.08805708272172
31121,7687,487.2594907,15.775988250032459
31123,4595,1424.0174586,3.2267862814810577
31125,3389,441.6026254,7.6743203166653995
31127,7025,407.37665681,17.244483410045884
31129,4125,575.1552458,7.171976662166088
31131,15916,615.66374282,25.851774098468095
31133,2564,431.074656,5.947925641910157
31135,2865,883.312533,3.2434726022391893
31137,8972,539.78959717,16.621291049398234
31139,7266,573.248689,12.675127112240112
31141,34123,674.0497292,50.62386129952027
31143,5223,438.6709594,11.90641843978879
31145,10724,717.0057397300001,14.956644564711983
31147,7893,551.8409067,14.303035357056107
31149,1321,843.0261280000001,1.5669739716536992
31151,14395,574.0614706,25.075711813500693
31153,188464,238.10146595,791.528096007508
31155,22008,748.92851029,29.38598237030403
31157,36229,739.60810157,48.984049692120784
31159,17605,571.4295534,30.80869705679454
31161,5150,1190.1844422,4.327060426433123
31163,2986,565.8531187,5.276987792980773
31165,1081,1658.29626,0.6518738696305085
31167,5877,427.60844349999996,13.743882024163073
31169,5053,573.8070106,8.806096660820407
31171,562,712.57666,0.7886870726301926
31173,6806,393.5837952,17.29237860654686
31175,4031,568.1118209,7.095434123539463
31177,20699,389.95743501,53.08015219524972
31179,9590,442.91596167,21.651962967966252
31181,3442,574.9130503,5.986992290754058
31183,735,575.18329,1.2778535343055601
31185,14164,572.51000815,24.7401788586532
32001,25077,2329.6190701699998,10.764420810725099
32003,2231147,6607.419772152,337.6729611464246
32005,49158,710.48500675,69.18935590895212
32007,53420,6696.10467974,7.977772534176425
32009,987,829.14813,1.1903783706296243
32011,1603,1658.29626,0.9666547761495886
32013,17218,2728.42365362,6.310603552038414
32015,5729,1658.6319175200001,3.454051462223184
32017,4600,3775.1119,1.2185069269072528
32019,58029,2003.0748370699998,28.969961044931296
32021,4552,1847.4484430000002,2.46393885428715
32023,50096,5601.6219539,8.943124047334507
32027,6668,2492.7495739,2.6749578336373614
32029,4047,263.778347,15.342426874788172
32031,479758,2581.526080564,185.84278640918657
32033,9192,2464.7469511500003,3.7293889320813243
32510,57957,144.53401923,400.9921007439211
33001,63395,401.847271967,157.75894082766362
33003,49961,931.8635687,53.61407149943451
33005,76473,706.708775325,108.21006144268087
33007,31360,1794.57366146,17.474902632019376
33009,91025,1708.5986194500001,53.274653838419376
33011,420504,876.525715771,479.73949016443953
33013,152983,932.899195596,163.98663512863678
33015,312771,695.391302712,449.77697992512253
33017,130598,367.470212089,355.3975144204876
33019,43105,537.8755844460001,80.13935052359217
34001,273865,555.514265449,492.9936403678956
34003,952979,232.7882397517,4093.759208010166
34005,460102,799.284575612,575.6422856624087
34007,521194,221.3622202831,2354.484877019418
34009,95488,251.52160327800001,379.6413459342484
34011,154921,483.360635069,320.508102563803
34013,852720,126.084535149,6763.081602294054
34015,300821,322.007123125,934.2060420297728
34017,713264,46.1935813981,15440.759915388102
34019,128807,427.834523893,301.0673351648784
34021,384951,224.478032761,1714.8715857192774
34023,858770,309.247318553,2776.968298442402
34025,642160,468.181828913,1371.6038520566537
34027,508347,460.972343378,1102.7711473422441
34029,630057,628.28578607,1002.8191214400682
34031,521067,186.0133360311,2801.2346378911325
34033,64752,331.862217374,195.11711972630556
34035,343950,301.865950618,1139.4130384557873
34037,144492,518.6629177,278.5855611979102
34039,571963,102.766331937,5565.665225364246
34041,109354,356.54061441,306.70839612748733
35001,674919,1161.24530511,581.2027803514502
35003,3581,3703.91564,0.9668146761571491
35005,65014,3450.4928250400003,18.841946149894202
35006,27284,3595.15723962,7.58909782841205
35007,12406,3150.585300772,3.9376810388089187
35009,48716,1405.52608763,34.66033140810996
35011,1873,837.7916895000001,2.2356392686561732
35013,218157,3703.82636091,58.900439367897526
35015,61096,2930.64054563,20.84731957015431
35017,28178,3478.55306256,8.10049451402151
35019,4465,1671.7019827,2.6709306121588057
35021,533,829.14813,0.6428284412822591
35023,4214,834.2821526,5.051048960914809
35025,72743,3625.25373847,20.06562995248449
35027,20084,3756.33548659,5.346700280552483
35028,19169,109.1228007,175.66447962327638
35029,25282,2965.17849168,8.526299536752614
35031,72946,5184.448975225,14.070154870573148
35033,4232,1403.640071,3.015017943300081
35035,67298,3976.59908988,16.923506362827947
35037,8675,2151.37700793,4.032301157827685
35039,40347,4345.6629011800005,9.284429307446826
35041,19223,1975.27646466,9.731802278780663
35043,147327,3344.77848977,44.04686302862788
35045,122912,5517.23144125,22.277840128481667
35047,27357,3537.02871967,7.734457978207304
35049,153632,1910.38000609,80.41960212640659
35051,11512,2433.35558289,4.7309156462565385
35053,16605,2336.65259924,7.106319529655714
35055,34322,2202.372978378,15.584099667476583
35057,15150,2446.56217992,6.1923625421592146
35059,4122,1695.3182310000002,2.431401918900263
35061,75992,1066.74399166,71.2373358501378
36001,314679,522.8879113840001,601.8096673283102
36003,46654,1029.43529995,45.31999242911721
36005,1468262,42.1752789653,34813.332265283236
36007,198591,705.638334657,281.43453982914923
36009,77211,1308.16278608,59.02247091997479
36011,76644,691.586989046,110.8233688805012
36013,128042,1060.411919087,120.74741682481502
36015,84456,407.333326803,207.33879219474164
36017,47407,893.59251419,53.05214540989328
36019,80095,1037.751158222,77.1813159305246
36021,61587,634.663457731,97.0388309737906
36023,46984,498.773718163,94.19902911693826
36025,44644,1442.59612599,30.946984534124187
36027,296012,795.601603935,372.06058727878576
36029,949715,1042.730894431,910.795877509933
36031,37501,1794.12152431,20.90215154986365
36033,47996,1629.29601095,29.458121592045625
36035,53588,495.459695465,108.1581418034548
36037,58387,492.938792,118.4467543386198
36039,48026,647.16149163,74.21022514648907
36041,5068,1717.378368,2.9510095704198367
36043,60596,1410.5858305099998,42.958038206077404
36045,117634,1267.91300204,92.77765888569135
36047,2712360,69.3765701302,39096.19623613095
36049,26681,1276.4603981300002,20.90233276260459
36051,62253,631.76152832,98.5387637730096
36053,68466,654.85015243,104.55216318716312
36055,757332,656.9480134085,1152.8035469209644
36057,49539,403.11051248900003,122.8918583495185
36059,1391678,284.54169967,4890.945691313477
36061,1669127,22.657850833557,73666.60731687622
36063,212808,522.352831269,407.40278842369025
36065,232034,1212.443279031,191.37720008266655
36067,474621,778.392711696,609.7449177881851
36069,112060,644.07522639,173.9858876859603
36071,398277,812.076341039,490.4428067568499
36073,40588,391.26313474,103.73581458670087
36075,118019,951.59898322,124.02178026782865
36077,58952,1001.737122043,58.84977076597693
36079,97960,230.25193511,425.44702155576164
36081,2393104,108.7240756836,22010.80105720298
36083,161125,652.458536406,246.95055855585906
36085,493194,57.522536562,8573.926489983915
36087,336485,173.684590007,1937.3336459293175
36089,108836,2679.39509785,40.619616004870714
36091,235010,809.969891804,290.1465873954593
36093,157515,204.668788902,769.6092835895058
36095,29936,621.81892848,48.1426322501581
36097,17920,328.34337703,54.577010695613
36099,33900,323.69755032,104.72739125299908
36101,94153,1390.50775767,67.71123676272556
36103,1522998,910.908579606,1671.9548307018365
36105,78230,968.145079948,80.80400512307702
36107,48567,518.76689753,93.62008299149696
36109,105638,474.641911398,222.56357363987544
36111,181862,1124.235986407,161.76496945380796
36113,65692,867.2215621299999,75.7499615653612
36115,61504,831.18929359,73.99517832376944
36117,91332,603.83019925,151.25444224790485
36119,999723,430.7233170381,2321.0329240466185
36121,40679,592.75156725,68.62740184513616
36123,24808,338.13949436,73.36617110330265
37001,169185,423.45217719,399.5374427466644
37003,36491,259.98505769999997,140.35806643206175
37005,10910,234.8351693,46.45811797492123
37007,22388,531.46120459,42.12537021826721
37009,26598,426.26408349999997,62.39793834283953
37011,17747,247.3378777,71.75205093950719
37013,44898,832.73606645,53.91624286360343
37015,18105,699.17642626,25.89475176794271
37017,30105,875.0316741500001,34.404468877362405
37019,133789,850.08264911,157.38352046130024
37021,266981,656.496858988,406.6752130567012
37023,87829,506.23667067,173.49395073209345
37025,221200,361.23232798,612.3482946195419
37027,80705,471.8879939,171.02575408414094
37029,10353,240.325028,43.07915861347575
37031,67944,507.60417864,133.85232600338153
37033,22785,425.36675460000004,53.565540215822026
37035,159852,401.37376782,398.2622005125337
37037,75070,681.67896766,110.12515210450582
37039,28515,455.54095981,62.59590797695387
37041,13796,172.65714959,79.90401806563266
37043,10997,214.9834315,51.15277918521828
37045,98898,464.24948882,213.02769821324452
37047,51474,938.12107055,54.869250479388455
37049,101405,706.572599031,143.5167456805822
37051,333582,652.5558458,511.1930299100233
37053,27575,261.909296,105.2845409503907
37055,36718,383.22892042,95.81218442428323
37057,168002,553.17963003,303.7024338565918
37059,42543,263.6991133,161.33160050333774
37061,49836,814.72030088,61.16945894949577
37063,320146,286.605086848,1117.0283246570161
37065,49609,505.43637681,98.15083020557631
37067,380583,407.85072150999997,933.1428876500555
37069,67598,491.80214854,137.44958252150053
37071,226097,355.75054916,635.5492648819837
37073,10584,340.612279,31.073454048907028
37075,8089,291.966226,27.70525930625962
37077,60854,531.99095832,114.38916216202958
37079,20524,266.7344334,76.94544621924317
37081,537113,645.92221812,831.5443948704899
37083,49291,723.73807841,68.10613047787778
37085,133074,594.93341449,223.6788130551991
37087,61695,553.56003689,111.45132576154454
37089,115613,372.9493417,309.99652519295495
37091,22010,353.163538428,62.32240196134294
37093,52169,390.15300787,133.71420685646194
37095,4697,612.3452667,7.670509197062436
37097,183965,574.41524975,320.26482597748964
37099,42983,491.10983944000003,87.52217232913193
37101,211320,792.01703856,266.81244179318406
37103,9326,471.367809,19.784974327765347
37105,62676,255.06197330999998,245.72851525705153
37107,55344,399.08679821,138.6765992967723
37109,85670,295.84689138,289.57546114608766
37111,44527,439.95441749,101.2082121007731
37113,36532,515.57941663,70.85620337364398
37115,21269,449.6153451,47.30488011984892
37117,22213,456.41236331,48.66870791778421
37119,1100984,523.605903495,2102.6959257928106
37121,14951,221.2505324,67.57497863539605
37123,25891,491.5372657,52.67352407783067
37125,98618,697.68007136,141.35132139830537
37127,94628,540.44375249,175.09315181092956
37129,225175,192.254744039,1171.2324766057368
37131,17917,536.7010721,33.38357408136804
37133,201597,762.085201699,264.53341378438756
37135,147376,397.550748192,370.70990476119965
37137,12293,336.5153776,36.5302771233596
37139,40240,226.87759787,177.3643602444053
37141,59964,871.2956895,68.82164197829421
37143,13002,247.17256700000002,52.60292498398497
37145,38999,392.33960541,99.40112969029863
37147,170600,652.366027974,261.50963214595726
37149,19413,237.6869368,81.67466105356446
37151,143735,782.3348698,183.7256724051494
37153,43301,473.68926888,91.41224605400438
37155,118836,947.29470661,125.4477610513289
37157,90903,565.6422186,160.70759397166398
37159,145784,511.60807502,284.95250000559696
37161,64592,565.43740278,114.23368826050479
37163,59468,945.92968694,62.86725199668253
37165,34345,319.140475,107.61718644430796
37167,62148,395.07906553,157.3052217196784
37169,44588,449.3447683,99.22892875483825
37171,71439,532.64469109,134.12130299056915
37173,14166,527.7285125,26.843347790498626
37175,32979,378.35835292,87.16339878710983
37177,3436,390.77659830000005,8.792747608090327
37179,235699,632.73697345,372.50707622608263
37181,42650,252.39556576,168.98078170103585
37183,1112883,834.613632499,1333.411002007966
37185,18889,429.3909696,43.99021250399394
37187,11183,346.50980014,32.27325748213108
37189,54077,312.43960606,173.0798495169502
37191,117692,553.92191912,212.47037883421174
37193,66335,753.67930184,88.01488887654551
37195,78844,367.57430035,214.4981298336844
37197,37198,334.9421315,111.05799032630804
37199,18357,312.5921894,58.72507574560659
38001,2237,983.8896500000001,2.2736289582881573
38003,10869,1491.55945011,7.287004215084038
38005,6090,1388.555119,4.385853983517668
38007,839,829.14813,1.0118819178908356
38009,6442,1668.85785266,3.860125048836285
38011,3024,1161.8086814,2.602838185333601
38013,2177,1103.61917,1.9726007477742526
38015,97895,1632.694512544,59.95916520075999
38017,182992,1764.934574476,103.68203028394375
38019,3725,1489.1252267,2.5014686026472375
38021,5013,1131.4934717,4.4304276828643765
38023,2196,1041.67441,2.1081443288983164
38025,4054,1968.3490900000002,2.0595940123608867
38027,2378,630.2387811,3.7731730755278337
38029,3316,1508.4007972,2.198354711927621
38031,3396,634.0797233999999,5.355793403691105
38033,1812,1000.8851,1.8103976170691323
38035,73101,1436.225443832,50.89799816173627
38037,2351,1476.01825,1.592798734026493
38039,2242,708.68524,3.163604761967386
38041,2502,1132.239142,2.209780520023746
38043,2397,1305.281724,1.8363851695206912
38045,4173,1146.0051833,3.641344786926323
38047,1814,992.5988500000001,1.827525792519304
38049,5420,1873.9422599999998,2.8922982931181673
38051,2568,844.0814625,3.04236038118181
38053,13762,2760.1334848,4.985990741312715
38055,9788,2110.2592935000002,4.638292569140153
38057,8405,1042.78088812,8.060178409246774
38059,32916,1925.88769475,17.091339276807016
38061,9717,1825.1631123,5.323907728857731
38063,3035,981.8150614,3.091213528209988
38065,1850,722.4039,2.5608942587380827
38067,6912,1118.5353315,6.179509761869332
38069,4038,1018.2847303400001,3.9654920472506077
38071,11638,1185.36705566,9.81805588777738
38073,5679,862.4723061,6.584559248841022
38075,2328,877.243552,2.6537670122424566
38077,16546,1435.67422109,11.524898724891683
38079,12508,903.0417765999999,13.85096495434938
38081,3839,858.4833573,4.471839747801248
38083,1328,829.14813,1.6016438461966982
38085,3993,1094.0516094000002,3.6497364161731283
38087,775,829.14813,0.9346942626524406
38089,32710,1334.9130958,24.503467756001918
38091,1870,712.14284,2.625877696109393
38093,21678,2200.12552877,9.853074161690802
38095,2190,1025.11275,2.1363503673132542
38097,8008,861.8709666,9.291414040306762
38099,10631,1281.60683043,8.295055665732622
38101,69686,2013.02828514,34.617496691137426
38103,4031,1270.5328918,3.1726844901190776
38105,38460,2077.6001581699998,18.51174291105007
39001,27564,583.87192746,47.20898317531863
39003,102462,402.54526033999997,254.53535315124066
39005,52658,422.98684301000003,124.49086979935943
39007,97869,702.06697407,139.4012303878033
39009,62933,503.644027726,124.95531870823207
39011,46282,401.38803592,115.30488170610145
